Step; State; Reward
1; [[0.0003014 0.000143  0.000143  0.0003014 0.0003014 0.0003014 0.0003014
  0.0003014 0.0003014 0.0003014 0.0003014 0.000143  0.000143  0.000143
  0.000143  0.000143 ]]; [0.00964355]
2; [[0.2144 9.914  0.     0.2144 0.     0.     9.49   9.48   0.2144 3.223
  3.223  0.     0.     0.     0.     0.    ]]; [791.4289]
3; [[2.3083e-01 1.1273e+01 1.1444e-04 2.3083e-01 1.1444e-04 1.1444e-04
  9.4453e+00 9.4531e+00 2.3083e-01 5.6016e+00 5.6016e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [908.1455]
4; [[0.3774 8.9    0.     0.3774 0.     0.     9.34   9.18   0.3774 5.62
  5.62   0.     0.     0.     0.     0.    ]]; [844.5744]
5; [[2.0728e-01 9.6406e+00 1.1444e-04 2.0715e-01 1.1444e-04 1.1444e-04
  9.4531e+00 9.4609e+00 2.0728e-01 5.8633e+00 5.8633e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [885.02966]
6; [[0.2065 9.74   0.     0.2065 0.     0.     9.46   9.445  0.2065 5.805
  5.805  0.     0.     0.     0.     0.    ]]; [883.5445]
7; [[2.5635e-01 1.2266e+01 1.4305e-04 2.5610e-01 1.4305e-04 1.4305e-04
  1.1703e+01 1.1703e+01 2.5610e-01 5.3398e+00 5.3398e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1240.3672]
8; [[0.2078 9.586  0.     0.2079 0.     0.     9.484  9.484  0.2078 4.117
  4.117  0.     0.     0.     0.     0.    ]]; [820.0526]
9; [[4.4492e+00 9.9844e+00 1.1444e-04 4.4648e+00 4.0742e+00 1.1444e-04
  5.4023e+00 9.4766e+00 4.4648e+00 1.1444e-04 4.0781e+00 1.1444e-04
  1.1444e-04 4.0781e+00 1.1444e-04 1.1444e-04]]; [1503.5752]
10; [[4.867 9.07  0.    4.867 4.47  0.    4.87  9.336 4.867 0.    4.47  0.
  0.    4.47  0.    0.   ]]; [1556.003]
11; [[4.973 9.67  0.    4.973 4.76  0.    4.67  9.44  4.973 0.    4.766 0.
  0.    4.766 0.    0.   ]]; [1628.3721]
12; [[5.23  9.766 0.    5.23  4.938 0.    4.53  9.47  5.23  0.    4.938 0.
  0.    4.934 0.    0.   ]]; [1697.8566]
13; [[5.203 8.99  0.    5.2   4.824 0.    4.652 9.48  5.2   0.    4.824 0.
  0.    4.824 0.    0.   ]]; [1664.7678]
14; [[ 6.223 12.06   0.     6.2    5.88   0.     5.855 11.8    6.2    0.
   5.94   0.     0.     5.883  0.     0.   ]]; [2506.37]
15; [[ 7.586  7.793  0.    11.27   5.348  0.     9.47  12.664  5.926  3.727
   9.07   0.     0.     5.348  5.363  0.   ]]; [3485.4902]
16; [[11.64  11.93   0.    22.84  10.96   0.    12.266 22.39  11.83   0.
  10.75   0.     0.    10.96  11.61   0.   ]]; [9539.166]
17; [[ 9.45  10.87   0.    18.89   9.445  0.     9.45  18.89  10.36   0.
   9.445  0.     0.     9.44   9.45   0.   ]]; [6727.9165]
18; [[3.6016e+00 8.5859e+00 1.1444e-04 4.0508e+00 4.3433e-01 1.1444e-04
  1.1086e+01 1.0117e+01 1.2139e+00 1.1444e-04 6.1475e-01 1.1444e-04
  1.1444e-04 4.3896e-01 2.0234e+00 1.1444e-04]]; [1239.4656]
