Step; State; Reward
1; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
2; [[ 6.113  5.465  0.     6.113  0.     0.    11.73   8.64   0.36   8.56
   8.56   0.     0.     0.     5.754  0.   ]]; [1915.3503]
3; [[9.500e+00 3.365e+00 1.431e-04 9.500e+00 1.431e-04 1.431e-04 1.216e+01
  1.169e+01 7.085e-01 1.144e+01 1.144e+01 1.431e-04 1.431e-04 1.431e-04
  8.789e+00 1.431e-04]]; [3469.1965]
4; [[8.24   1.919  0.     8.24   0.     0.     9.62   9.5    0.5425 9.4
  9.4    0.     0.     0.     7.7    0.    ]]; [2413.9324]
5; [[8.4531e+00 1.6748e+00 1.1444e-04 8.4531e+00 1.1444e-04 1.1444e-04
  9.5625e+00 9.5234e+00 5.6494e-01 9.4453e+00 9.4453e+00 1.1444e-04
  1.1444e-04 1.1444e-04 7.8945e+00 1.1444e-04]]; [2460.5876]
6; [[10.89    2.04    0.     10.91    0.      0.     12.28   11.9     0.6685
  11.82   11.82    0.      0.      0.     10.234   0.    ]]; [3913.7869]
7; [[9.0625e+00 1.1992e+00 1.1444e-04 9.0859e+00 1.1444e-04 1.1444e-04
  9.7109e+00 9.4922e+00 5.7129e-01 9.4688e+00 9.4688e+00 1.1444e-04
  1.1444e-04 1.1444e-04 8.5078e+00 1.1444e-04]]; [2597.941]
8; [[9.06   1.301  0.     9.05   0.     0.     9.78   9.49   0.5664 9.44
  9.44   0.     0.     0.     8.48   0.    ]]; [2598.0388]
9; [[1.1383e+01 1.3066e+00 1.4305e-04 1.1516e+01 1.4305e-04 1.4305e-04
  1.2023e+01 1.1898e+01 7.9590e-01 1.1867e+01 1.1867e+01 1.4305e-04
  1.4305e-04 1.4305e-04 1.0719e+01 1.4305e-04]]; [4030.471]
10; [[8.945  1.185  0.     9.     0.     0.     9.62   9.516  0.5693 9.51
  9.51   0.     0.     0.     8.43   0.    ]]; [2574.7454]
11; [[2.6611e-01 1.4039e+01 1.4305e-04 2.6636e-01 1.4305e-04 1.4305e-04
  1.1836e+01 1.1836e+01 2.6636e-01 1.1258e+01 1.1258e+01 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1591.0288]
12; [[ 0.4417 11.06    0.      0.442   0.      0.      9.305   9.32    0.4417
   8.57    8.57    0.      0.      0.      0.      0.    ]]; [1021.5362]
13; [[ 0.5034 11.03    0.      0.503   0.      0.     11.31   11.35    0.5034
  10.19   10.19    0.      0.      0.      0.      0.    ]]; [1412.066]
14; [[ 3.617   7.383   0.      3.617   0.      0.     12.59    9.47    0.4897
   7.89    7.89    0.      0.      0.      3.129   0.    ]]; [1559.5054]
15; [[ 4.832   5.832   0.      4.832   0.      0.     10.125   9.46    0.5825
   7.996   7.996   0.      0.      0.      4.25    0.    ]]; [1695.7024]
16; [[6.863  3.266  0.     6.863  0.     0.     9.61   9.36   0.5176 7.992
  7.992  0.     0.     0.     6.348  0.    ]]; [2021.7198]
17; [[ 8.79   3.986  0.    10.48   1.844  0.    10.13  11.32   2.488  8.734
  10.58   0.     0.     1.844  7.984  0.   ]]; [3245.5674]
18; [[9.4609e+00 3.9180e+00 1.1444e-04 1.2617e+01 2.9980e+00 1.1444e-04
  9.8672e+00 1.2500e+01 3.6738e+00 9.1172e+00 1.2117e+01 1.1444e-04
  1.1444e-04 2.9980e+00 8.9531e+00 1.1444e-04]]; [3984.3003]
19; [[11.84  10.08   0.    21.42   9.234  0.    12.086 21.05  10.23   2.486
  11.695  0.     0.     9.23  11.54   0.   ]]; [8773.33]
20; [[9.4219e+00 1.0992e+01 1.1444e-04 1.8719e+01 9.0391e+00 1.1444e-04
  9.6641e+00 1.8469e+01 9.9375e+00 9.2529e-02 9.1562e+00 1.1444e-04
  1.1444e-04 9.0469e+00 9.2969e+00 1.1444e-04]]; [6513.598]
21; [[ 9.45    8.44    0.     16.42    7.098   0.      8.31   16.73    8.36
   0.1016  7.438   0.      0.      7.098   8.04    0.    ]]; [5257.008]
22; [[1.1695e+01 1.4234e+01 1.4305e-04 2.3109e+01 1.1406e+01 1.4305e-04
  1.1688e+01 2.3188e+01 1.2805e+01 2.1960e-01 1.1672e+01 1.4305e-04
  1.4305e-04 1.1406e+01 1.1406e+01 1.4305e-04]]; [10157.735]
23; [[2.9736e-01 1.4898e+01 0.0000e+00 2.9614e-01 0.0000e+00 0.0000e+00
  1.1812e+01 1.1789e+01 2.9614e-01 1.0516e+01 1.0500e+01 7.1259e-03
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [1571.6163]
24; [[3.7280e-01 9.6719e+00 1.1444e-04 3.7158e-01 1.1444e-04 1.1444e-04
  9.3438e+00 8.9844e+00 3.7158e-01 8.1641e+00 8.1641e+00 2.4223e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [932.6433]
25; [[0.4048 9.31   0.     0.4048 0.     0.     9.46   9.47   0.4048 8.2
  8.2    0.     0.     0.     0.     0.    ]]; [990.5027]
26; [[3.7598e-01 9.7812e+00 1.1444e-04 3.8354e-01 1.1444e-04 1.1444e-04
  9.5156e+00 9.5078e+00 3.8354e-01 8.0078e+00 8.0078e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [994.69543]
27; [[ 0.4985 11.56    0.      0.4978  0.      0.     11.57   11.59    0.4978
   9.91    9.91    0.      0.      0.      0.      0.    ]]; [1452.6764]
28; [[5.8555e+00 6.6836e+00 1.1444e-04 5.8633e+00 1.1444e-04 1.1444e-04
  1.3766e+01 9.5000e+00 4.8535e-01 8.6875e+00 8.6875e+00 1.1444e-04
  1.1444e-04 1.1444e-04 5.3750e+00 1.1444e-04]]; [2101.3318]
29; [[ 8.055   6.062   0.      8.055   0.      0.     13.38   11.86    0.7314
  10.93   10.93    0.      0.      0.      7.316   0.    ]]; [3209.3103]
30; [[9.906e+00 3.299e+00 1.431e-04 9.930e+00 1.431e-04 1.431e-04 1.252e+01
  1.188e+01 7.100e-01 1.107e+01 1.107e+01 1.431e-04 1.431e-04 1.431e-04
  9.219e+00 1.431e-04]]; [3613.6008]
31; [[8.37   2.12   0.     8.32   0.     0.     9.914  9.5    0.5264 8.945
  8.945  0.     0.     0.     7.8    0.    ]]; [2427.1748]
32; [[ 8.98   1.842  0.     8.98   0.     0.    10.24   9.51   0.575  9.09
   9.09   0.     0.     0.     8.4    0.   ]]; [2594.051]
33; [[ 1.285   9.336   0.      1.284   0.      0.      9.234  11.875   0.4358
   3.416   3.416   0.      0.      0.      0.8433  0.    ]]; [1166.8043]
34; [[ 0.2191 10.76    0.      0.2317  0.      0.      9.3     9.305   0.2317
   2.258   2.258   0.      0.      0.      0.      0.    ]]; [749.93884]
35; [[ 0.5405 12.12    0.      0.5405  0.      0.     11.83   11.836   0.5405
   4.566   4.566   0.      0.      0.      0.      0.    ]]; [1248.0441]
36; [[0.2263 9.89   0.     0.2263 0.     0.     9.46   9.47   0.2263 3.576
  3.576  0.     0.     0.     0.     0.    ]]; [804.14246]
37; [[7.7832e-01 8.8672e+00 1.1444e-04 7.7832e-01 1.1444e-04 1.1444e-04
  9.6953e+00 9.1484e+00 3.7866e-01 3.8496e+00 3.8496e+00 1.1444e-04
  1.1444e-04 1.1444e-04 3.9966e-01 1.1444e-04]]; [812.4378]
38; [[2.602 7.223 0.    2.6   0.    0.    9.7   9.48  0.588 6.24  6.24  0.
  0.    0.    2.012 0.   ]]; [1209.7472]
39; [[4.7344e+00 8.7969e+00 1.4305e-04 4.7383e+00 1.4305e-04 1.4305e-04
  1.2984e+01 1.1852e+01 5.6152e-01 7.6758e+00 7.6758e+00 1.4305e-04
  1.4305e-04 1.4305e-04 4.1758e+00 1.4305e-04]]; [2210.135]
40; [[5.41   4.92   0.     5.41   0.     0.     9.84   9.516  0.4927 6.637
  6.637  0.     0.     0.     4.918  0.    ]]; [1710.2721]
41; [[7.9219e+00 3.6309e+00 3.5957e+00 8.6641e+00 1.1444e-04 1.1444e-04
  8.0781e+00 1.3133e+01 4.2227e+00 7.6016e+00 1.1258e+01 1.1444e-04
  1.1444e-04 3.6523e+00 4.4453e+00 1.1444e-04]]; [3314.114]
42; [[11.766  9.41   6.97  12.055  0.     0.    13.734 18.92   7.71  10.28
  17.39   0.     0.     7.117  4.336  0.   ]]; [7502.2837]
43; [[9.4766e+00 8.5625e+00 8.7891e+00 1.0906e+01 1.1444e-04 1.1444e-04
  1.0688e+01 1.7984e+01 9.1562e+00 7.6797e+00 1.6188e+01 1.1444e-04
  1.1444e-04 8.5391e+00 2.1211e+00 1.1444e-04]]; [6184.5337]
44; [[ 9.47   6.88  10.83  11.19   0.     0.     8.516 18.81  10.086  7.477
  16.86   0.     0.     9.414  1.776  0.   ]]; [6436.211]
45; [[4.699e+00 1.043e+01 1.431e-04 4.699e+00 1.431e-04 1.431e-04 1.568e+01
  1.164e+01 6.089e-01 9.242e+00 9.242e+00 1.431e-04 1.431e-04 1.431e-04
  4.090e+00 1.431e-04]]; [2409.3447]
46; [[ 0.4365 11.26    0.      0.435   0.      0.     10.68   11.84    0.435
   8.34    8.34    0.      0.      0.      0.      0.    ]]; [1374.4517]
47; [[2.627e-01 1.410e+01 1.431e-04 2.627e-01 1.431e-04 1.431e-04 1.187e+01
  1.186e+01 2.627e-01 9.453e+00 9.453e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1508.6162]
48; [[ 0.503  10.38    0.      0.502   0.      0.      9.734   9.734   0.5015
   7.62    7.62    0.      0.      0.      0.      0.    ]]; [1036.3174]
49; [[ 0.474  11.59    0.      0.4756  0.      0.     11.27   11.3     0.4758
   9.2     9.2     0.      0.      0.      0.      0.    ]]; [1367.0189]
50; [[0.2223 9.73   0.     0.2323 0.     0.     9.48   9.48   0.2323 7.523
  7.523  0.     0.     0.     0.     0.    ]]; [955.03455]
51; [[ 0.3774 12.12    0.      0.385   0.      0.     11.78   11.78    0.385
   9.37    9.37    0.      0.      0.      0.      0.    ]]; [1457.4492]
