Step; State; Reward
0; [[0.09180069 3.83408642 0.         0.0837183  0.         0.
  3.6123085  3.56379509 0.0837183  3.56278229 3.56278229 0.
  0.         0.         0.         0.        ]]; [0.001]; MF
1; [[2.75930405e-01 1.21446342e+01 1.43051147e-04 2.64913559e-01
  1.43051147e-04 1.43051147e-04 1.16822758e+01 1.15899010e+01
  2.64913559e-01 1.15887280e+01 1.15887280e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.00339414]; MF
2; [[ 0.3071785  14.45763779  0.          0.29784966  0.          0.
  11.55532455 11.56097412  0.29784966 11.56029701 11.56029701  0.
   0.          0.          0.          0.        ]]; [0.001]; MF
3; [[5.00532150e-01 9.32376194e+00 1.14440918e-04 4.92411613e-01
  1.14440918e-04 1.14440918e-04 9.19618607e+00 9.23106670e+00
  4.92554665e-01 9.22949982e+00 9.22962570e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.00222718]; MF
4; [[ 0.17083168 11.78142357  0.          0.16148376  0.          0.
  11.7294445  10.73606682  0.16651917  9.56487846  9.56487846  0.
   0.          0.          0.          0.        ]]; [0.001]; MF
5; [[2.47573853e-01 1.25200958e+01 1.43051147e-04 2.38571167e-01
  1.43051147e-04 1.43051147e-04 1.17089672e+01 1.12209473e+01
  2.38822937e-01 9.79012299e+00 9.79012299e+00 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.00328041]; MF
6; [[ 0.35098362  9.08183289  0.          0.3504343   0.99095154  0.
   8.8928566  10.23594189  1.29335403  8.37944031  9.30439377  0.
   0.          0.94604111  0.          0.        ]]; [0.001]; MF
7; [[2.51091003e-01 1.25852146e+01 1.43051147e-04 2.51035690e-01
  1.03388023e+00 1.43051147e-04 1.17047958e+01 1.14826565e+01
  1.37533760e+00 9.38584137e+00 1.04946442e+01 1.43051147e-04
  1.43051147e-04 1.08552361e+00 1.43051147e-04 1.43051147e-04]]; [0.00447489]; MF
8; [[ 0.39484024 12.93865967  0.          0.40843582  1.12411499  0.
  11.53951263 12.82125854  1.6176033  10.83185959 12.0095787   0.
   0.          1.17582321  0.          0.        ]]; [0.001]; MF
9; [[5.08197784e-01 8.27414322e+00 1.14440918e-04 5.20755768e-01
  9.15604591e-01 1.14440918e-04 9.70602512e+00 1.05492630e+01
  1.40699291e+00 8.94282341e+00 9.83682060e+00 1.14440918e-04
  1.14440918e-04 8.95185471e-01 1.14440918e-04 1.14440918e-04]]; [0.003374]; MF
10; [[ 0.4501152   8.83131027  0.          0.44919682  0.9621582   0.
   9.39562321 10.35964584  1.42226791  8.85723209  9.82101727  0.
   0.          0.96046448  0.          0.        ]]; [0.001]; MF
11; [[ 0.27284241 10.54907799  0.          0.28886414  1.00007629  0.
   9.32697678 10.32372093  1.27762413  8.73248291  9.73153687  0.
   0.          1.00261211  0.          0.        ]]; [0.001]; MF
12; [[ 0.47356796 12.71809769  0.          0.48509979  1.0802269   0.
  11.7338028  12.76239777  1.56272507 11.07154083 12.15803909  0.
   0.          1.087677    0.          0.        ]]; [0.001]; MF
13; [[ 5.84861374  7.78240013  5.84376526  5.92957687  0.79487228  0.
   9.31486797 15.80800152  7.13294983  8.81333923 15.34584618  0.
   0.          6.59839725  0.          0.        ]]; [0.001]; MF
14; [[1.09453621e+01 1.20116596e+01 1.00160847e+01 1.09553890e+01
  7.09779739e-01 1.43051147e-04 1.17134571e+01 2.25963135e+01
  1.14803753e+01 1.11640911e+01 2.20320759e+01 1.43051147e-04
  1.43051147e-04 1.09758282e+01 1.43051147e-04 1.43051147e-04]]; [0.01535319]; EF
15; [[ 9.05339336  9.54018211 10.05212402  9.08324528  0.25852013  0.
