Connecting to host 10.0.0.2, port 5206
[  4] local 10.0.0.1 port 46120 connected to 10.0.0.2 port 5206
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.02   sec  96.2 KBytes   770 Kbits/sec    0   28.3 KBytes       
[  4]   1.02-2.00   sec   229 KBytes  1.92 Mbits/sec    0   45.2 KBytes       
[  4]   2.00-3.00   sec  63.6 KBytes   521 Kbits/sec    0   46.7 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   52.3 KBytes       
[  4]   4.00-5.00   sec  63.6 KBytes   521 Kbits/sec    0   56.6 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.57 Mbits/sec    0   82.0 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.08 Mbits/sec    0    123 KBytes       
[  4]   7.00-8.00   sec  0.00 Bytes  0.00 bits/sec    0    123 KBytes       
[  4]   8.00-9.00   sec  0.00 Bytes  0.00 bits/sec    9   87.7 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec    0   87.7 KBytes       
[  4]  10.00-11.00  sec   127 KBytes  1.04 Mbits/sec    7   87.7 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec    0    127 KBytes       
[  4]  12.00-13.00  sec   127 KBytes  1.04 Mbits/sec   17   87.7 KBytes       
[  4]  13.00-14.00  sec   255 KBytes  2.09 Mbits/sec    8    100 KBytes       
[  4]  14.00-15.00  sec  63.6 KBytes   521 Kbits/sec    2   87.7 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   21   84.8 KBytes       
[  4]  16.00-17.00  sec  63.6 KBytes   521 Kbits/sec   11   62.2 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   522 Kbits/sec    5   76.4 KBytes       
[  4]  18.00-19.00  sec  63.6 KBytes   521 Kbits/sec    1   62.2 KBytes       
[  4]  19.00-20.00  sec   255 KBytes  2.08 Mbits/sec   58   45.2 KBytes       
[  4]  20.00-21.00  sec   573 KBytes  4.69 Mbits/sec    0   63.6 KBytes       
[  4]  21.00-22.00  sec   573 KBytes  4.70 Mbits/sec    0   63.6 KBytes       
[  4]  22.00-23.00  sec   700 KBytes  5.73 Mbits/sec    0   66.5 KBytes       
[  4]  23.00-24.00  sec   573 KBytes  4.70 Mbits/sec    0   72.1 KBytes       
[  4]  24.00-25.00  sec   509 KBytes  4.17 Mbits/sec    0   77.8 KBytes       
[  4]  25.00-26.00  sec   573 KBytes  4.69 Mbits/sec    0   83.4 KBytes       
[  4]  26.00-27.00  sec   700 KBytes  5.74 Mbits/sec    0    100 KBytes       
[  4]  27.00-28.00  sec   764 KBytes  6.25 Mbits/sec    0    143 KBytes       
[  4]  28.00-29.00  sec   891 KBytes  7.30 Mbits/sec    0    197 KBytes       
[  4]  29.00-30.00  sec  1018 KBytes  8.34 Mbits/sec    0    263 KBytes       
[  4]  30.00-31.00  sec  1.30 MBytes  10.9 Mbits/sec    0    365 KBytes       
[  4]  31.00-32.01  sec  1.30 MBytes  10.9 Mbits/sec    0    479 KBytes       
[  4]  32.01-33.00  sec  1.74 MBytes  14.7 Mbits/sec    0    635 KBytes       
[  4]  33.00-34.00  sec  1.86 MBytes  15.7 Mbits/sec    0    800 KBytes       
[  4]  34.00-35.00  sec  2.05 MBytes  17.2 Mbits/sec    0    998 KBytes       
[  4]  35.00-36.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.17 MBytes       
[  4]  36.00-37.01  sec  2.50 MBytes  20.9 Mbits/sec    0   1.40 MBytes       
[  4]  37.01-38.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.72 MBytes       
[  4]  38.00-39.00  sec  2.50 MBytes  21.0 Mbits/sec    0   2.03 MBytes       
[  4]  39.00-40.00  sec  2.50 MBytes  21.0 Mbits/sec    0   2.33 MBytes       
[  4]  40.00-41.00  sec  2.50 MBytes  21.0 Mbits/sec    0   2.73 MBytes       
[  4]  41.00-42.00  sec  1.25 MBytes  10.5 Mbits/sec    0   3.09 MBytes       
[  4]  42.00-43.01  sec  1.25 MBytes  10.5 Mbits/sec    0   3.52 MBytes       
[  4]  43.01-44.01  sec  1.25 MBytes  10.5 Mbits/sec    0   3.84 MBytes       
[  4]  44.01-45.00  sec  1.25 MBytes  10.5 Mbits/sec    0   4.20 MBytes       
[  4]  45.00-46.00  sec  1.25 MBytes  10.5 Mbits/sec    0   4.20 MBytes       
[  4]  46.00-47.01  sec  1.25 MBytes  10.4 Mbits/sec    0   4.51 MBytes       
[  4]  47.01-48.00  sec  1.25 MBytes  10.5 Mbits/sec    0   4.78 MBytes       
[  4]  48.00-49.00  sec  1.25 MBytes  10.5 Mbits/sec   76   4.60 MBytes       
[  4]  49.00-50.00  sec   568 KBytes  4.66 Mbits/sec  182   3.92 MBytes       
[  4]  50.00-51.00  sec  0.00 Bytes  0.00 bits/sec    0   3.72 MBytes       
[  4]  51.00-52.00  sec   255 KBytes  2.08 Mbits/sec   65   3.43 MBytes       
[  4]  52.00-53.00  sec   318 KBytes  2.61 Mbits/sec   68   3.43 MBytes       
[  4]  53.00-54.01  sec   573 KBytes  4.68 Mbits/sec   41   3.43 MBytes       
[  4]  54.01-55.00  sec   509 KBytes  4.18 Mbits/sec    0   3.43 MBytes       
[  4]  55.00-56.00  sec  1.25 MBytes  10.5 Mbits/sec    0   3.43 MBytes       
[  4]  56.00-57.00  sec  3.75 MBytes  31.5 Mbits/sec    0   3.43 MBytes       
[  4]  57.00-58.00  sec  1.25 MBytes  10.5 Mbits/sec    0   3.43 MBytes       
[  4]  58.00-59.01  sec  1.25 MBytes  10.5 Mbits/sec    0   3.45 MBytes       
[  4]  59.01-60.01  sec  1.25 MBytes  10.5 Mbits/sec    0   3.61 MBytes       
[  4]  60.01-60.01  sec  0.00 Bytes  0.00 bits/sec    0   3.61 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.01  sec  50.4 MBytes  7.04 Mbits/sec  571             sender
[  4]   0.00-60.01  sec  40.0 MBytes  5.59 Mbits/sec                  receiver

iperf Done.
