Connecting to host 10.0.0.2, port 5206
[  4] local 10.0.0.1 port 46120 connected to 10.0.0.2 port 5206
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   184 KBytes  1.51 Mbits/sec    0   15.6 KBytes       
[  4]   1.00-2.00   sec  69.3 KBytes   568 Kbits/sec    0   18.4 KBytes       
[  4]   2.00-3.00   sec  63.6 KBytes   521 Kbits/sec    0   22.6 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   35.4 KBytes       
[  4]   4.00-5.00   sec  63.6 KBytes   521 Kbits/sec    0   48.1 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0   90.5 KBytes       
[  4]   6.00-7.00   sec  0.00 Bytes  0.00 bits/sec    0   99.0 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    148 KBytes       
[  4]   8.00-9.00   sec   445 KBytes  3.65 Mbits/sec    0    205 KBytes       
[  4]   9.00-10.00  sec   127 KBytes  1.04 Mbits/sec    0    223 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    0    223 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec   51    158 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec    0    158 KBytes       
[  4]  13.00-14.00  sec  63.6 KBytes   521 Kbits/sec   17    137 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   16    148 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   32    158 KBytes       
[  4]  16.00-17.00  sec   445 KBytes  3.65 Mbits/sec    0    153 KBytes       
[  4]  17.00-18.00  sec   191 KBytes  1.56 Mbits/sec    0    112 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec    0    122 KBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec    0    123 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    130 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0    133 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec    0    133 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0    137 KBytes       
[  4]  24.00-25.00  sec   127 KBytes  1.04 Mbits/sec    0    154 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.04 Mbits/sec    0    178 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    185 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.09 Mbits/sec    0    240 KBytes       
[  4]  28.00-29.00  sec   700 KBytes  5.74 Mbits/sec    0    329 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0    341 KBytes       
[  4]  30.00-31.00  sec  1.24 MBytes  10.4 Mbits/sec    0    502 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    0    510 KBytes       
[  4]  32.00-33.00  sec  1.80 MBytes  15.1 Mbits/sec    0    752 KBytes       
[  4]  33.00-34.00  sec   127 KBytes  1.04 Mbits/sec    0    765 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec  145    537 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec   27    536 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    4    536 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec  130    452 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   91    537 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   17    537 KBytes       
[  4]  40.00-41.00  sec   382 KBytes  3.13 Mbits/sec   80    518 KBytes       
[  4]  41.00-42.00  sec   255 KBytes  2.08 Mbits/sec   13    214 KBytes       
[  4]  42.00-43.00  sec   318 KBytes  2.61 Mbits/sec   26    199 KBytes       
[  4]  43.00-44.00  sec  1.25 MBytes  10.5 Mbits/sec    0    378 KBytes       
[  4]  44.00-45.00  sec   438 KBytes  3.60 Mbits/sec    0    406 KBytes       
[  4]  45.00-45.00  sec  0.00 Bytes  0.00 bits/sec    0    406 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-45.00  sec  10.0 MBytes  1.86 Mbits/sec  649             sender
[  4]   0.00-45.00  sec  6.13 MBytes  1.14 Mbits/sec                  receiver

iperf Done.
