Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   206 KBytes  1.68 Mbits/sec    0   18.4 KBytes       
[  4]   1.00-2.00   sec   143 KBytes  1.17 Mbits/sec    0   22.6 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.57 Mbits/sec    0   29.7 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   42.4 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   65.0 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.61 Mbits/sec    0    100 KBytes       
[  4]   6.00-7.00   sec   573 KBytes  4.69 Mbits/sec    0    160 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.65 Mbits/sec    0    219 KBytes       
[  4]   8.00-9.00   sec   255 KBytes  2.08 Mbits/sec    0    256 KBytes       
[  4]   9.00-10.00  sec   764 KBytes  6.26 Mbits/sec    0    356 KBytes       
[  4]  10.00-11.00  sec   255 KBytes  2.09 Mbits/sec    0    385 KBytes       
[  4]  11.00-12.00  sec   954 KBytes  7.82 Mbits/sec    0    515 KBytes       
[  4]  12.00-13.00  sec   127 KBytes  1.04 Mbits/sec    0    535 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   95    376 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   23    376 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   521 Kbits/sec   78    348 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   69    373 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec    0    376 KBytes       
[  4]  18.00-19.00  sec   636 KBytes  5.21 Mbits/sec   23    372 KBytes       
[  4]  19.00-20.00  sec   891 KBytes  7.30 Mbits/sec    0    270 KBytes       
[  4]  20.00-21.00  sec   318 KBytes  2.61 Mbits/sec    0    274 KBytes       
[  4]  21.00-22.00  sec   255 KBytes  2.09 Mbits/sec    0    296 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec    0    297 KBytes       
[  4]  23.00-24.01  sec   318 KBytes  2.60 Mbits/sec    0    311 KBytes       
[  4]  24.01-25.00  sec  0.00 Bytes  0.00 bits/sec    0    311 KBytes       
[  4]  25.00-26.00  sec  63.6 KBytes   522 Kbits/sec    0    313 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.09 Mbits/sec    0    318 KBytes       
[  4]  27.00-28.00  sec  63.6 KBytes   521 Kbits/sec    0    322 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.09 Mbits/sec    0    338 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0    356 KBytes       
[  4]  30.00-31.00  sec   255 KBytes  2.09 Mbits/sec    0    389 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    0    434 KBytes       
[  4]  32.00-33.00  sec   255 KBytes  2.08 Mbits/sec    0    502 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec    0    502 KBytes       
[  4]  34.00-35.00  sec   382 KBytes  3.13 Mbits/sec   45    436 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    6    420 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    0    420 KBytes       
[  4]  37.00-38.00  sec  63.6 KBytes   523 Kbits/sec   66    403 KBytes       
[  4]  38.00-39.00  sec  63.6 KBytes   522 Kbits/sec   57    346 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   60    403 KBytes       
[  4]  40.00-41.00  sec   191 KBytes  1.56 Mbits/sec   84    396 KBytes       
[  4]  41.00-42.00  sec  0.00 Bytes  0.00 bits/sec    4    403 KBytes       
[  4]  42.00-43.00  sec   127 KBytes  1.04 Mbits/sec   75    387 KBytes       
[  4]  43.00-44.00  sec   700 KBytes  5.73 Mbits/sec   32    308 KBytes       
[  4]  44.00-45.01  sec  0.00 Bytes  0.00 bits/sec    3    300 KBytes       
[  4]  45.01-46.00  sec   891 KBytes  7.34 Mbits/sec    0    283 KBytes       
[  4]  46.00-46.00  sec  0.00 Bytes  0.00 bits/sec    0    283 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-46.00  sec  10.5 MBytes  1.92 Mbits/sec  720             sender
[  4]   0.00-46.00  sec  7.68 MBytes  1.40 Mbits/sec                  receiver

iperf Done.
