Connecting to host 10.0.0.2, port 5206
[  4] local 10.0.0.1 port 46120 connected to 10.0.0.2 port 5206
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   206 KBytes  1.69 Mbits/sec    0   18.4 KBytes       
[  4]   1.00-2.00   sec   143 KBytes  1.17 Mbits/sec    0   22.6 KBytes       
[  4]   2.00-3.00   sec   127 KBytes  1.04 Mbits/sec    0   28.3 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   39.6 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   69.3 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.08 Mbits/sec    0   96.2 KBytes       
[  4]   6.00-7.00   sec   509 KBytes  4.17 Mbits/sec    0    156 KBytes       
[  4]   7.00-8.00   sec   573 KBytes  4.69 Mbits/sec    0    225 KBytes       
[  4]   8.00-9.00   sec   255 KBytes  2.08 Mbits/sec    0    260 KBytes       
[  4]   9.00-10.00  sec   573 KBytes  4.69 Mbits/sec    0    339 KBytes       
[  4]  10.00-11.00  sec   382 KBytes  3.13 Mbits/sec    0    390 KBytes       
[  4]  11.00-12.00  sec   891 KBytes  7.29 Mbits/sec    0    505 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   15    477 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   99    358 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   14    358 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   92    303 KBytes       
[  4]  16.00-17.00  sec   255 KBytes  2.09 Mbits/sec   44    140 KBytes       
[  4]  17.00-18.00  sec   509 KBytes  4.17 Mbits/sec    0   87.7 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   30   69.3 KBytes       
[  4]  19.00-20.00  sec   255 KBytes  2.09 Mbits/sec    0    252 KBytes       
[  4]  20.00-21.00  sec   191 KBytes  1.56 Mbits/sec    0    269 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   522 Kbits/sec    0    274 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.08 Mbits/sec    0    293 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    0    293 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0    298 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.05 Mbits/sec    0    300 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    300 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.08 Mbits/sec    0    314 KBytes       
[  4]  28.00-29.00  sec   127 KBytes  1.04 Mbits/sec    0    332 KBytes       
[  4]  29.00-30.00  sec   191 KBytes  1.56 Mbits/sec    0    351 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   521 Kbits/sec    0    376 KBytes       
[  4]  31.00-32.00  sec   255 KBytes  2.09 Mbits/sec    0    445 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    445 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec   56    313 KBytes       
[  4]  34.00-35.01  sec  0.00 Bytes  0.00 bits/sec    0    313 KBytes       
[  4]  35.01-36.01  sec  0.00 Bytes  0.00 bits/sec    0    313 KBytes       
[  4]  36.01-37.00  sec   127 KBytes  1.05 Mbits/sec   41    313 KBytes       
[  4]  37.00-38.00  sec   255 KBytes  2.09 Mbits/sec   49    313 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   10    307 KBytes       
[  4]  39.00-40.00  sec   573 KBytes  4.69 Mbits/sec    1    218 KBytes       
[  4]  40.00-41.00  sec   509 KBytes  4.17 Mbits/sec    0    225 KBytes       
[  4]  41.00-42.00  sec  63.6 KBytes   521 Kbits/sec    0    235 KBytes       
[  4]  42.00-43.01  sec   127 KBytes  1.04 Mbits/sec    0    242 KBytes       
[  4]  43.01-44.00  sec   255 KBytes  2.09 Mbits/sec    0    256 KBytes       
[  4]  44.00-45.00  sec   191 KBytes  1.56 Mbits/sec    0    262 KBytes       
[  4]  45.00-46.00  sec   191 KBytes  1.57 Mbits/sec    0    263 KBytes       
[  4]  46.00-47.00  sec   191 KBytes  1.56 Mbits/sec    0    266 KBytes       
[  4]  47.00-48.00  sec   382 KBytes  3.13 Mbits/sec    0    274 KBytes       
[  4]  48.00-49.00  sec   318 KBytes  2.60 Mbits/sec    0    291 KBytes       
[  4]  49.00-49.00  sec  0.00 Bytes  0.00 bits/sec    0    291 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-49.00  sec  10.0 MBytes  1.72 Mbits/sec  451             sender
[  4]   0.00-49.00  sec  7.44 MBytes  1.27 Mbits/sec                  receiver

iperf Done.
