Connecting to host 10.0.0.2, port 5206
[  4] local 10.0.0.1 port 46120 connected to 10.0.0.2 port 5206
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   184 KBytes  1.50 Mbits/sec    0   15.6 KBytes       
[  4]   1.00-2.00   sec  73.5 KBytes   603 Kbits/sec    0   18.4 KBytes       
[  4]   2.00-3.00   sec  65.0 KBytes   533 Kbits/sec    0   24.0 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   33.9 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   56.6 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0   79.2 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.09 Mbits/sec    0    116 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.65 Mbits/sec    0    171 KBytes       
[  4]   8.00-9.00   sec   445 KBytes  3.65 Mbits/sec    0    229 KBytes       
[  4]   9.00-10.00  sec   191 KBytes  1.56 Mbits/sec    0    256 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    0    260 KBytes       
[  4]  11.00-12.00  sec   636 KBytes  5.21 Mbits/sec   14    314 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec    4    303 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   62    242 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec    9    242 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   522 Kbits/sec   71    206 KBytes       
[  4]  16.00-17.00  sec   318 KBytes  2.60 Mbits/sec    0    221 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   521 Kbits/sec    6    180 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   15    168 KBytes       
[  4]  19.00-20.00  sec   573 KBytes  4.69 Mbits/sec    0    175 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    189 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   522 Kbits/sec    0    191 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    199 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    204 KBytes       
[  4]  24.00-25.00  sec   127 KBytes  1.04 Mbits/sec    0    205 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0    212 KBytes       
[  4]  26.00-27.00  sec   127 KBytes  1.04 Mbits/sec    0    223 KBytes       
[  4]  27.00-28.00  sec   127 KBytes  1.04 Mbits/sec    0    236 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.08 Mbits/sec    0    276 KBytes       
[  4]  29.00-30.00  sec   191 KBytes  1.56 Mbits/sec    0    338 KBytes       
[  4]  30.00-31.00  sec   127 KBytes  1.04 Mbits/sec    0    358 KBytes       
[  4]  31.00-32.00  sec   954 KBytes  7.82 Mbits/sec    0    479 KBytes       
[  4]  32.00-33.00  sec   255 KBytes  2.08 Mbits/sec    0    516 KBytes       
[  4]  33.00-34.00  sec  1.43 MBytes  12.0 Mbits/sec    0    714 KBytes       
[  4]  34.00-35.00  sec   318 KBytes  2.60 Mbits/sec    0    757 KBytes       
[  4]  35.00-36.00  sec   127 KBytes  1.04 Mbits/sec    0    773 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec  146    543 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec   27    543 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   95    495 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   67    455 KBytes       
[  4]  40.00-41.00  sec  63.6 KBytes   522 Kbits/sec   94    460 KBytes       
[  4]  41.00-42.00  sec   764 KBytes  6.25 Mbits/sec   19    144 KBytes       
[  4]  42.00-43.00  sec  1.06 MBytes  8.86 Mbits/sec    0    147 KBytes       
[  4]  43.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0    147 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-43.00  sec  10.3 MBytes  2.01 Mbits/sec  629             sender
[  4]   0.00-43.00  sec  5.99 MBytes  1.17 Mbits/sec                  receiver

iperf Done.
