Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   322 KBytes  2.64 Mbits/sec    0   42.4 KBytes       
[  4]   1.00-2.00   sec  70.7 KBytes   579 Kbits/sec    0   46.7 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   53.7 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   59.4 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   76.4 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0   93.3 KBytes       
[  4]   6.00-7.00   sec   445 KBytes  3.65 Mbits/sec    0    151 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    198 KBytes       
[  4]   8.00-9.00   sec   255 KBytes  2.08 Mbits/sec    0    226 KBytes       
[  4]   9.00-10.00  sec  63.6 KBytes   522 Kbits/sec   39    170 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    8    170 KBytes       
[  4]  11.00-12.00  sec   509 KBytes  4.17 Mbits/sec    0    174 KBytes       
[  4]  12.00-13.00  sec  63.6 KBytes   521 Kbits/sec    0    181 KBytes       
[  4]  13.00-14.00  sec   127 KBytes  1.05 Mbits/sec    0    206 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   19    146 KBytes       
[  4]  15.00-16.00  sec   318 KBytes  2.61 Mbits/sec    0    148 KBytes       
[  4]  16.00-17.00  sec   191 KBytes  1.56 Mbits/sec    0    160 KBytes       
[  4]  17.00-18.00  sec   255 KBytes  2.09 Mbits/sec    0    171 KBytes       
[  4]  18.00-19.00  sec   191 KBytes  1.56 Mbits/sec    0    175 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    177 KBytes       
[  4]  20.00-21.00  sec   191 KBytes  1.56 Mbits/sec    0    178 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    182 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    192 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    211 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0    243 KBytes       
[  4]  25.00-26.00  sec   445 KBytes  3.65 Mbits/sec    0    288 KBytes       
[  4]  26.00-27.00  sec   509 KBytes  4.17 Mbits/sec    0    345 KBytes       
[  4]  27.00-28.00  sec   382 KBytes  3.13 Mbits/sec    1    383 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec   46    273 KBytes       
[  4]  29.00-30.00  sec   255 KBytes  2.08 Mbits/sec    0    273 KBytes       
[  4]  30.00-31.00  sec   509 KBytes  4.17 Mbits/sec    0    294 KBytes       
[  4]  31.00-32.00  sec   318 KBytes  2.61 Mbits/sec    0    329 KBytes       
[  4]  32.00-33.00  sec   318 KBytes  2.61 Mbits/sec    0    355 KBytes       
[  4]  33.00-34.00  sec   318 KBytes  2.60 Mbits/sec    0    373 KBytes       
[  4]  34.00-35.00  sec   382 KBytes  3.13 Mbits/sec    0    383 KBytes       
[  4]  35.00-36.00  sec   382 KBytes  3.13 Mbits/sec    0    387 KBytes       
[  4]  36.00-37.00  sec   382 KBytes  3.12 Mbits/sec    0    389 KBytes       
[  4]  37.00-38.00  sec   382 KBytes  3.14 Mbits/sec    0    393 KBytes       
[  4]  38.00-39.00  sec   509 KBytes  4.17 Mbits/sec    0    400 KBytes       
[  4]  39.00-40.00  sec   636 KBytes  5.21 Mbits/sec    0    417 KBytes       
[  4]  40.00-40.00  sec  0.00 Bytes  0.00 bits/sec    0    417 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-40.00  sec  10.6 MBytes  2.22 Mbits/sec  113             sender
[  4]   0.00-40.00  sec  8.73 MBytes  1.83 Mbits/sec                  receiver

iperf Done.
