Connecting to host 10.0.0.2, port 5206
[  4] local 10.0.0.1 port 46120 connected to 10.0.0.2 port 5206
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   348 KBytes  2.85 Mbits/sec    0   55.1 KBytes       
[  4]   1.00-2.00   sec   134 KBytes  1.10 Mbits/sec    0   60.8 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   66.5 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   73.5 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   90.5 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0    112 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.09 Mbits/sec    0    144 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.65 Mbits/sec    0    199 KBytes       
[  4]   8.00-9.00   sec   700 KBytes  5.74 Mbits/sec    0    283 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec    0    291 KBytes       
[  4]  10.00-11.00  sec  1018 KBytes  8.35 Mbits/sec    0    424 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    0    437 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   49    328 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   48    307 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec    1    307 KBytes       
[  4]  15.00-16.00  sec   255 KBytes  2.08 Mbits/sec    4    307 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   15    307 KBytes       
[  4]  17.00-18.00  sec   764 KBytes  6.25 Mbits/sec    0    230 KBytes       
[  4]  18.00-19.00  sec  63.6 KBytes   521 Kbits/sec    0    214 KBytes       
[  4]  19.00-20.00  sec   255 KBytes  2.08 Mbits/sec    0    223 KBytes       
[  4]  20.00-21.00  sec   191 KBytes  1.57 Mbits/sec    0    240 KBytes       
[  4]  21.00-22.00  sec   255 KBytes  2.08 Mbits/sec    0    250 KBytes       
[  4]  22.00-23.00  sec  63.6 KBytes   521 Kbits/sec    0    253 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    257 KBytes       
[  4]  24.00-25.00  sec   255 KBytes  2.09 Mbits/sec    0    259 KBytes       
[  4]  25.00-26.00  sec   255 KBytes  2.08 Mbits/sec    0    263 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.09 Mbits/sec    0    272 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.09 Mbits/sec    0    290 KBytes       
[  4]  28.00-29.00  sec   318 KBytes  2.61 Mbits/sec    0    322 KBytes       
[  4]  29.00-30.00  sec   255 KBytes  2.08 Mbits/sec    0    375 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   521 Kbits/sec    0    395 KBytes       
[  4]  31.00-32.00  sec   573 KBytes  4.69 Mbits/sec    0    482 KBytes       
[  4]  32.00-33.00  sec  1.24 MBytes  10.4 Mbits/sec    0    634 KBytes       
[  4]  33.00-34.00  sec   127 KBytes  1.04 Mbits/sec    0    652 KBytes       
[  4]  34.00-34.95  sec  1.25 MBytes  11.0 Mbits/sec    0    885 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-34.95  sec  10.7 MBytes  2.56 Mbits/sec  117             sender
[  4]   0.00-34.95  sec  7.33 MBytes  1.76 Mbits/sec                  receiver

iperf Done.
