Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   771 KBytes  6.30 Mbits/sec    0   62.2 KBytes       
[  4]   1.00-2.00   sec   573 KBytes  4.69 Mbits/sec    0   83.4 KBytes       
[  4]   2.00-3.00   sec   445 KBytes  3.66 Mbits/sec    0    102 KBytes       
[  4]   3.00-4.00   sec   318 KBytes  2.61 Mbits/sec    0    112 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0    122 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.08 Mbits/sec    0    137 KBytes       
[  4]   6.00-7.00   sec   318 KBytes  2.61 Mbits/sec    0    182 KBytes       
[  4]   7.00-8.00   sec   191 KBytes  1.56 Mbits/sec    5    188 KBytes       
[  4]   8.00-9.00   sec  0.00 Bytes  0.00 bits/sec   21    141 KBytes       
[  4]   9.00-10.00  sec  63.6 KBytes   521 Kbits/sec   12    141 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    1    141 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    0    141 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec    0    141 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   44   87.7 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec    0   87.7 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    1   86.3 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec    0   86.3 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec    0   86.3 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec    0   86.3 KBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec    0   86.3 KBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
