Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   991 KBytes  8.12 Mbits/sec    0   77.8 KBytes       
[  4]   1.00-2.00   sec   700 KBytes  5.73 Mbits/sec    0    107 KBytes       
[  4]   2.00-3.00   sec   764 KBytes  6.26 Mbits/sec    0    137 KBytes       
[  4]   3.00-4.00   sec   764 KBytes  6.26 Mbits/sec    0    167 KBytes       
[  4]   4.00-5.00   sec   700 KBytes  5.73 Mbits/sec    0    192 KBytes       
[  4]   5.00-6.00   sec   764 KBytes  6.25 Mbits/sec    0    223 KBytes       
[  4]   6.00-7.00   sec   764 KBytes  6.25 Mbits/sec    0    255 KBytes       
[  4]   7.00-8.00   sec   827 KBytes  6.78 Mbits/sec    0    298 KBytes       
[  4]   8.00-9.00   sec  1.12 MBytes  9.38 Mbits/sec    0    395 KBytes       
[  4]   9.00-10.00  sec   954 KBytes  7.82 Mbits/sec    0    488 KBytes       
[  4]  10.00-11.00  sec  1.18 MBytes  9.91 Mbits/sec    0    611 KBytes       
[  4]  11.00-12.00  sec  1.25 MBytes  10.5 Mbits/sec    0    769 KBytes       
[  4]  12.00-13.00  sec  2.11 MBytes  17.7 Mbits/sec    0    998 KBytes       
[  4]  13.00-14.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.16 MBytes       
[  4]  14.00-15.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.35 MBytes       
[  4]  15.00-16.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.57 MBytes       
[  4]  16.00-17.00  sec  2.50 MBytes  21.0 Mbits/sec    0   2.02 MBytes       
[  4]  17.00-18.00  sec  1.25 MBytes  10.5 Mbits/sec   36   1.94 MBytes       
[  4]  18.00-19.00  sec   338 KBytes  2.77 Mbits/sec  351   1.41 MBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec  101   1.41 MBytes       
[  4]  20.00-21.00  sec   318 KBytes  2.61 Mbits/sec  479    977 KBytes       
[  4]  21.00-22.00  sec   573 KBytes  4.69 Mbits/sec   40    645 KBytes       
[  4]  22.00-23.00  sec  1.25 MBytes  10.5 Mbits/sec    0    645 KBytes       
[  4]  23.00-24.00  sec   247 KBytes  2.02 Mbits/sec  121    474 KBytes       
[  4]  24.00-25.00  sec  1.25 MBytes  10.5 Mbits/sec    0    522 KBytes       
