Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   537 KBytes  4.40 Mbits/sec    0   72.1 KBytes       
[  4]   1.00-2.00   sec   255 KBytes  2.08 Mbits/sec    0   82.0 KBytes       
[  4]   2.00-3.00   sec   127 KBytes  1.04 Mbits/sec    0   87.7 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   91.9 KBytes       
[  4]   4.00-5.00   sec   127 KBytes  1.04 Mbits/sec    0   97.6 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0    119 KBytes       
[  4]   6.00-7.00   sec  0.00 Bytes  0.00 bits/sec   19   84.8 KBytes       
[  4]   7.00-8.00   sec  63.6 KBytes   521 Kbits/sec    9   84.8 KBytes       
[  4]   8.00-9.00   sec  0.00 Bytes  0.00 bits/sec    2   84.8 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec   11   84.8 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    0   84.8 KBytes       
[  4]  11.00-12.00  sec  63.6 KBytes   522 Kbits/sec   14   59.4 KBytes       
[  4]  12.00-13.00  sec   191 KBytes  1.56 Mbits/sec    0   59.4 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   17   36.8 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   13   56.6 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    4   41.0 KBytes       
[  4]  16.00-17.00  sec  63.6 KBytes   522 Kbits/sec   15   41.0 KBytes       
[  4]  17.00-18.00  sec   509 KBytes  4.17 Mbits/sec    0   49.5 KBytes       
[  4]  18.00-19.00  sec   191 KBytes  1.56 Mbits/sec    0   50.9 KBytes       
[  4]  19.00-20.00  sec   127 KBytes  1.04 Mbits/sec    0   53.7 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0   55.1 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0   59.4 KBytes       
[  4]  22.00-23.00  sec   127 KBytes  1.04 Mbits/sec    0   72.1 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    100 KBytes       
[  4]  24.00-25.00  sec   445 KBytes  3.65 Mbits/sec    0    139 KBytes       
[  4]  25.00-26.00  sec   573 KBytes  4.70 Mbits/sec    0    192 KBytes       
[  4]  26.00-27.00  sec   636 KBytes  5.20 Mbits/sec    0    255 KBytes       
[  4]  27.00-28.00  sec   636 KBytes  5.22 Mbits/sec    0    327 KBytes       
[  4]  28.00-29.00  sec   891 KBytes  7.30 Mbits/sec    0    430 KBytes       
[  4]  29.00-30.00  sec  1.06 MBytes  8.86 Mbits/sec    0    567 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec   79    397 KBytes       
[  4]  31.00-32.00  sec   255 KBytes  2.09 Mbits/sec   39    397 KBytes       
[  4]  32.00-33.00  sec   827 KBytes  6.77 Mbits/sec    0    414 KBytes       
[  4]  33.00-34.00  sec   636 KBytes  5.22 Mbits/sec    0    461 KBytes       
[  4]  34.00-35.00  sec   573 KBytes  4.69 Mbits/sec    0    502 KBytes       
[  4]  35.00-36.00  sec   636 KBytes  5.21 Mbits/sec    0    532 KBytes       
[  4]  36.00-36.00  sec  0.00 Bytes  0.00 bits/sec    0    532 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-36.00  sec  10.1 MBytes  2.35 Mbits/sec  222             sender
[  4]   0.00-36.00  sec  7.50 MBytes  1.75 Mbits/sec                  receiver

iperf Done.
