Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   318 KBytes  2.61 Mbits/sec    0   42.4 KBytes       
[  4]   1.00-2.00   sec   134 KBytes  1.10 Mbits/sec    0   49.5 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   56.6 KBytes       
[  4]   3.00-4.00   sec  63.6 KBytes   521 Kbits/sec    0   59.4 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   77.8 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    115 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    160 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.64 Mbits/sec    0    218 KBytes       
[  4]   8.00-9.00   sec   191 KBytes  1.57 Mbits/sec    0    239 KBytes       
[  4]   9.00-10.00  sec   636 KBytes  5.21 Mbits/sec    0    329 KBytes       
[  4]  10.00-11.00  sec  63.6 KBytes   521 Kbits/sec    4    322 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec   10    232 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec    8    232 KBytes       
[  4]  13.00-14.00  sec  63.6 KBytes   521 Kbits/sec   35    232 KBytes       
[  4]  14.00-15.00  sec   509 KBytes  4.17 Mbits/sec    0    161 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   31    158 KBytes       
[  4]  16.00-17.00  sec   127 KBytes  1.04 Mbits/sec   12    156 KBytes       
[  4]  17.00-18.00  sec   382 KBytes  3.13 Mbits/sec    0    119 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec    0    127 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   521 Kbits/sec    0    132 KBytes       
[  4]  20.00-21.00  sec  63.6 KBytes   521 Kbits/sec    0    133 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    134 KBytes       
[  4]  22.00-23.00  sec  63.6 KBytes   521 Kbits/sec    0    139 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    148 KBytes       
[  4]  24.00-25.00  sec   127 KBytes  1.04 Mbits/sec    0    164 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.04 Mbits/sec    0    191 KBytes       
[  4]  26.00-27.00  sec  63.6 KBytes   521 Kbits/sec    0    226 KBytes       
[  4]  27.00-28.00  sec   127 KBytes  1.04 Mbits/sec    0    280 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec   28    212 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec   20    195 KBytes       
[  4]  30.00-31.00  sec   382 KBytes  3.13 Mbits/sec    0    198 KBytes       
[  4]  31.00-32.00  sec   255 KBytes  2.08 Mbits/sec    0    233 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec    0    257 KBytes       
[  4]  33.00-34.00  sec   255 KBytes  2.09 Mbits/sec    0    272 KBytes       
[  4]  34.00-35.00  sec   255 KBytes  2.08 Mbits/sec    0    276 KBytes       
[  4]  35.00-36.00  sec   127 KBytes  1.04 Mbits/sec    0    277 KBytes       
[  4]  36.00-37.00  sec   191 KBytes  1.56 Mbits/sec    0    280 KBytes       
[  4]  37.00-38.00  sec   255 KBytes  2.08 Mbits/sec    0    287 KBytes       
[  4]  38.00-39.00  sec   191 KBytes  1.56 Mbits/sec    0    298 KBytes       
[  4]  39.00-40.00  sec   127 KBytes  1.04 Mbits/sec    0    307 KBytes       
[  4]  40.00-41.00  sec   382 KBytes  3.13 Mbits/sec    0    346 KBytes       
[  4]  41.00-42.00  sec   509 KBytes  4.17 Mbits/sec    0    400 KBytes       
[  4]  42.00-43.00  sec   255 KBytes  2.08 Mbits/sec    1    424 KBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec   54    297 KBytes       
[  4]  44.00-45.00  sec   191 KBytes  1.56 Mbits/sec    0    297 KBytes       
[  4]  45.00-46.00  sec   382 KBytes  3.13 Mbits/sec    0    308 KBytes       
[  4]  46.00-47.00  sec   382 KBytes  3.13 Mbits/sec    0    361 KBytes       
[  4]  47.00-48.00  sec   191 KBytes  1.56 Mbits/sec    0    389 KBytes       
[  4]  48.00-49.00  sec   191 KBytes  1.56 Mbits/sec    0    399 KBytes       
[  4]  49.00-50.01  sec   127 KBytes  1.04 Mbits/sec   11    346 KBytes       
[  4]  50.01-51.00  sec  0.00 Bytes  0.00 bits/sec    4    293 KBytes       
[  4]  51.00-52.00  sec   191 KBytes  1.56 Mbits/sec    2    287 KBytes       
[  4]  52.00-52.00  sec  0.00 Bytes  0.00 bits/sec    0    287 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-52.00  sec  10.1 MBytes  1.63 Mbits/sec  220             sender
[  4]   0.00-52.00  sec  8.39 MBytes  1.35 Mbits/sec                  receiver

iperf Done.
