Connecting to host 10.0.0.2, port 5203
[  4] local 10.0.0.1 port 46114 connected to 10.0.0.2 port 5203
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.01   sec   601 KBytes  4.88 Mbits/sec    0   74.9 KBytes       
[  4]   1.01-2.00   sec   318 KBytes  2.63 Mbits/sec    0   87.7 KBytes       
[  4]   2.00-3.01   sec   318 KBytes  2.59 Mbits/sec    0   99.0 KBytes       
[  4]   3.01-4.00   sec   255 KBytes  2.10 Mbits/sec    0    110 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0    120 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.09 Mbits/sec    0    139 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    173 KBytes       
[  4]   7.00-8.00   sec   509 KBytes  4.17 Mbits/sec    0    232 KBytes       
[  4]   8.00-9.00   sec   445 KBytes  3.65 Mbits/sec    0    286 KBytes       
[  4]   9.00-10.00  sec   255 KBytes  2.09 Mbits/sec   32    232 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec   45    226 KBytes       
[  4]  11.00-12.00  sec  63.6 KBytes   521 Kbits/sec    0    216 KBytes       
[  4]  12.00-13.00  sec   573 KBytes  4.69 Mbits/sec    0    158 KBytes       
[  4]  13.00-14.00  sec   191 KBytes  1.56 Mbits/sec    0    164 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec    0    177 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    6    139 KBytes       
[  4]  16.00-17.00  sec   191 KBytes  1.56 Mbits/sec    1    124 KBytes       
[  4]  17.00-18.00  sec   191 KBytes  1.56 Mbits/sec    0    133 KBytes       
[  4]  18.00-19.00  sec   191 KBytes  1.56 Mbits/sec    0    143 KBytes       
[  4]  19.00-20.00  sec   127 KBytes  1.04 Mbits/sec    0    148 KBytes       
[  4]  20.00-21.00  sec   191 KBytes  1.56 Mbits/sec    0    150 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0    151 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    154 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0    163 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.57 Mbits/sec    0    180 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0    205 KBytes       
[  4]  26.00-27.00  sec   127 KBytes  1.04 Mbits/sec    0    233 KBytes       
[  4]  27.00-28.00  sec   127 KBytes  1.04 Mbits/sec    8    252 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec   26    195 KBytes       
[  4]  29.00-30.00  sec   382 KBytes  3.13 Mbits/sec    0    198 KBytes       
[  4]  30.00-31.00  sec   255 KBytes  2.08 Mbits/sec    0    223 KBytes       
[  4]  31.00-32.00  sec   191 KBytes  1.57 Mbits/sec    0    245 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec    0    260 KBytes       
[  4]  33.00-34.00  sec   191 KBytes  1.57 Mbits/sec    0    270 KBytes       
[  4]  34.00-35.00  sec   191 KBytes  1.56 Mbits/sec    0    276 KBytes       
[  4]  35.00-36.00  sec   255 KBytes  2.09 Mbits/sec    0    279 KBytes       
[  4]  36.00-37.00  sec   191 KBytes  1.56 Mbits/sec    0    281 KBytes       
[  4]  37.00-38.00  sec   191 KBytes  1.56 Mbits/sec    0    286 KBytes       
[  4]  38.00-39.00  sec   191 KBytes  1.56 Mbits/sec    0    297 KBytes       
[  4]  39.00-40.00  sec  63.6 KBytes   521 Kbits/sec    3    256 KBytes       
[  4]  40.00-41.00  sec   127 KBytes  1.04 Mbits/sec   11    211 KBytes       
[  4]  41.00-42.00  sec   382 KBytes  3.13 Mbits/sec    0    215 KBytes       
[  4]  42.00-43.00  sec   255 KBytes  2.08 Mbits/sec    0    236 KBytes       
[  4]  43.00-44.00  sec   191 KBytes  1.57 Mbits/sec    0    260 KBytes       
[  4]  44.00-45.00  sec   191 KBytes  1.56 Mbits/sec    0    277 KBytes       
[  4]  45.00-46.00  sec   255 KBytes  2.09 Mbits/sec    0    291 KBytes       
[  4]  46.00-47.00  sec  0.00 Bytes  0.00 bits/sec    4    253 KBytes       
[  4]  47.00-48.00  sec  63.6 KBytes   521 Kbits/sec    4    205 KBytes       
[  4]  48.00-48.00  sec  0.00 Bytes  0.00 bits/sec    0    205 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-48.00  sec  10.0 MBytes  1.75 Mbits/sec  140             sender
[  4]   0.00-48.00  sec  8.75 MBytes  1.53 Mbits/sec                  receiver

iperf Done.
