Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   242 KBytes  1.98 Mbits/sec    0   18.4 KBytes       
[  4]   1.00-2.00   sec   141 KBytes  1.16 Mbits/sec    0   24.0 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   31.1 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   42.4 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0   67.9 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0    109 KBytes       
[  4]   6.00-7.00   sec   573 KBytes  4.69 Mbits/sec    0    165 KBytes       
[  4]   7.00-8.00   sec   573 KBytes  4.69 Mbits/sec    0    229 KBytes       
[  4]   8.00-9.00   sec   636 KBytes  5.21 Mbits/sec    0    308 KBytes       
[  4]   9.00-10.00  sec   954 KBytes  7.82 Mbits/sec    0    420 KBytes       
[  4]  10.00-11.00  sec   636 KBytes  5.22 Mbits/sec   17    455 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec  111    352 KBytes       
[  4]  12.00-13.00  sec   382 KBytes  3.13 Mbits/sec    0    352 KBytes       
[  4]  13.00-14.00  sec   509 KBytes  4.17 Mbits/sec    0    373 KBytes       
[  4]  14.00-15.00  sec   255 KBytes  2.09 Mbits/sec    0    404 KBytes       
[  4]  15.00-16.00  sec   318 KBytes  2.61 Mbits/sec    0    443 KBytes       
[  4]  16.00-17.00  sec   382 KBytes  3.13 Mbits/sec    0    469 KBytes       
[  4]  17.00-18.00  sec   127 KBytes  1.04 Mbits/sec    7    407 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec    7    335 KBytes       
[  4]  19.00-20.00  sec   764 KBytes  6.26 Mbits/sec    0    337 KBytes       
[  4]  20.00-21.00  sec   445 KBytes  3.65 Mbits/sec    0    354 KBytes       
[  4]  21.00-22.00  sec   318 KBytes  2.61 Mbits/sec    0    375 KBytes       
[  4]  22.00-23.00  sec   318 KBytes  2.61 Mbits/sec    0    390 KBytes       
[  4]  23.00-24.00  sec   382 KBytes  3.13 Mbits/sec    0    400 KBytes       
[  4]  24.00-25.00  sec   318 KBytes  2.61 Mbits/sec    0    404 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    406 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.08 Mbits/sec    0    409 KBytes       
[  4]  27.00-28.00  sec   382 KBytes  3.13 Mbits/sec    0    414 KBytes       
[  4]  28.00-29.00  sec   318 KBytes  2.60 Mbits/sec    0    428 KBytes       
[  4]  29.00-30.00  sec   382 KBytes  3.13 Mbits/sec    0    454 KBytes       
[  4]  30.00-31.00  sec   127 KBytes  1.04 Mbits/sec    0    477 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   23    337 KBytes       
[  4]  32.00-33.00  sec   382 KBytes  3.13 Mbits/sec    4    332 KBytes       
[  4]  33.00-34.00  sec   636 KBytes  5.21 Mbits/sec    0    351 KBytes       
