Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   375 KBytes  3.06 Mbits/sec    0   58.0 KBytes       
[  4]   1.00-2.00   sec   257 KBytes  2.11 Mbits/sec    0   66.5 KBytes       
[  4]   2.00-3.00   sec   255 KBytes  2.09 Mbits/sec    0   76.4 KBytes       
[  4]   3.00-4.01   sec   191 KBytes  1.55 Mbits/sec    0   84.8 KBytes       
[  4]   4.01-5.00   sec   255 KBytes  2.10 Mbits/sec    0   93.3 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.09 Mbits/sec    0    117 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.12 Mbits/sec    0    160 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    208 KBytes       
[  4]   8.00-9.00   sec   318 KBytes  2.61 Mbits/sec    0    247 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec   34    173 KBytes       
[  4]  10.00-11.00  sec   191 KBytes  1.57 Mbits/sec    1    173 KBytes       
[  4]  11.00-12.00  sec   255 KBytes  2.08 Mbits/sec    0    185 KBytes       
[  4]  12.00-13.00  sec   191 KBytes  1.57 Mbits/sec    0    208 KBytes       
[  4]  13.00-14.00  sec  63.6 KBytes   521 Kbits/sec    1    212 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec    9    150 KBytes       
[  4]  15.00-16.00  sec   191 KBytes  1.56 Mbits/sec    1    150 KBytes       
[  4]  16.00-17.00  sec   318 KBytes  2.61 Mbits/sec    0    158 KBytes       
[  4]  17.00-18.00  sec   127 KBytes  1.04 Mbits/sec    0    170 KBytes       
[  4]  18.00-19.00  sec   191 KBytes  1.56 Mbits/sec    0    177 KBytes       
[  4]  19.00-20.00  sec   127 KBytes  1.04 Mbits/sec    0    181 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    181 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0    182 KBytes       
[  4]  22.00-23.00  sec   127 KBytes  1.04 Mbits/sec    0    189 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    2    191 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec   24    134 KBytes       
[  4]  25.00-26.00  sec  63.6 KBytes   521 Kbits/sec   21    134 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec   10    134 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    8    134 KBytes       
[  4]  28.00-29.00  sec   445 KBytes  3.65 Mbits/sec    0    107 KBytes       
[  4]  29.00-30.00  sec   191 KBytes  1.56 Mbits/sec    0   99.0 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   521 Kbits/sec    0    106 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    5   94.7 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    4   74.9 KBytes       
[  4]  33.00-34.00  sec   127 KBytes  1.04 Mbits/sec    4   74.9 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec    2   66.5 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec   10   52.3 KBytes       
[  4]  36.00-37.00  sec   318 KBytes  2.60 Mbits/sec    0   60.8 KBytes       
[  4]  37.00-38.00  sec   255 KBytes  2.09 Mbits/sec    0   63.6 KBytes       
[  4]  38.00-39.00  sec   255 KBytes  2.09 Mbits/sec    0   63.6 KBytes       
[  4]  39.00-40.00  sec   255 KBytes  2.08 Mbits/sec    0   65.0 KBytes       
[  4]  40.00-41.00  sec   255 KBytes  2.09 Mbits/sec    0   69.3 KBytes       
[  4]  41.00-42.00  sec   255 KBytes  2.08 Mbits/sec    0   80.6 KBytes       
[  4]  42.00-43.00  sec   318 KBytes  2.61 Mbits/sec    0    102 KBytes       
[  4]  43.00-44.00  sec   191 KBytes  1.56 Mbits/sec    0    130 KBytes       
[  4]  44.00-45.00  sec   255 KBytes  2.09 Mbits/sec    0    177 KBytes       
[  4]  45.00-46.00  sec   191 KBytes  1.56 Mbits/sec    0    233 KBytes       
[  4]  46.00-47.00  sec   573 KBytes  4.69 Mbits/sec    0    305 KBytes       
[  4]  47.00-48.00  sec   573 KBytes  4.69 Mbits/sec    0    379 KBytes       
[  4]  48.00-49.00  sec   891 KBytes  7.30 Mbits/sec    0    498 KBytes       
[  4]  49.00-49.00  sec  0.00 Bytes  0.00 bits/sec    0    498 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-49.00  sec  10.0 MBytes  1.71 Mbits/sec  136             sender
[  4]   0.00-49.00  sec  7.33 MBytes  1.26 Mbits/sec                  receiver

iperf Done.
