Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.01   sec   399 KBytes  3.24 Mbits/sec    0   24.0 KBytes       
[  4]   1.01-2.00   sec   639 KBytes  5.27 Mbits/sec    0   48.1 KBytes       
[  4]   2.00-3.00   sec   509 KBytes  4.17 Mbits/sec    0   69.3 KBytes       
[  4]   3.00-4.00   sec   636 KBytes  5.21 Mbits/sec    0   93.3 KBytes       
[  4]   4.00-5.00   sec   445 KBytes  3.65 Mbits/sec    9   96.2 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0   99.0 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    105 KBytes       
[  4]   7.00-8.00   sec   318 KBytes  2.61 Mbits/sec    0    117 KBytes       
[  4]   8.00-9.00   sec   382 KBytes  3.13 Mbits/sec    0    143 KBytes       
[  4]   9.00-10.00  sec   318 KBytes  2.61 Mbits/sec    0    174 KBytes       
[  4]  10.00-11.00  sec   382 KBytes  3.13 Mbits/sec    0    215 KBytes       
[  4]  11.00-12.00  sec   509 KBytes  4.17 Mbits/sec    0    269 KBytes       
[  4]  12.00-13.00  sec   764 KBytes  6.26 Mbits/sec    0    368 KBytes       
[  4]  13.00-14.00  sec   318 KBytes  2.61 Mbits/sec    0    411 KBytes       
[  4]  14.00-15.00  sec  1.06 MBytes  8.85 Mbits/sec    0    553 KBytes       
[  4]  15.00-16.00  sec   191 KBytes  1.56 Mbits/sec    0    574 KBytes       
[  4]  16.00-17.00  sec   127 KBytes  1.04 Mbits/sec   58    469 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec   46    421 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   43    409 KBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec   48    359 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    4    324 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   521 Kbits/sec    1   1.41 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.08 Mbits/sec   45    297 KBytes       
[  4]  23.00-24.00  sec   636 KBytes  5.22 Mbits/sec    0    447 KBytes       
[  4]  24.00-25.00  sec   127 KBytes  1.04 Mbits/sec    0    454 KBytes       
[  4]  25.00-26.00  sec   445 KBytes  3.65 Mbits/sec    0    477 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    479 KBytes       
[  4]  27.00-28.00  sec   445 KBytes  3.65 Mbits/sec    0    501 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec    0    503 KBytes       
[  4]  29.00-30.00  sec   445 KBytes  3.65 Mbits/sec    0    564 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    0    564 KBytes       
[  4]  31.00-32.00  sec  1.18 MBytes  9.90 Mbits/sec    0    725 KBytes       
[  4]  32.00-33.00  sec   127 KBytes  1.04 Mbits/sec    0    740 KBytes       
[  4]  33.00-34.00  sec   700 KBytes  5.74 Mbits/sec    0    836 KBytes       
[  4]  34.00-35.00  sec  1018 KBytes  8.34 Mbits/sec   28    877 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    6    851 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec  152    680 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec    0    680 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   91    680 KBytes       
