Connecting to host 10.0.0.2, port 5203
[  4] local 10.0.0.1 port 46114 connected to 10.0.0.2 port 5203
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   438 KBytes  3.59 Mbits/sec    0   46.7 KBytes       
[  4]   1.00-2.00   sec   191 KBytes  1.56 Mbits/sec    0   55.1 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   62.2 KBytes       
[  4]   3.00-4.00   sec  63.6 KBytes   521 Kbits/sec    0   66.5 KBytes       
[  4]   4.00-5.00   sec   127 KBytes  1.04 Mbits/sec    0   73.5 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0   99.0 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.08 Mbits/sec    3    127 KBytes       
[  4]   7.00-8.00   sec  0.00 Bytes  0.00 bits/sec   36   93.3 KBytes       
[  4]   8.00-9.00   sec  63.6 KBytes   522 Kbits/sec   14   62.2 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec    3   59.4 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    4   50.9 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    0   65.0 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   18   65.0 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   10   59.4 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   14   60.8 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    8   65.0 KBytes       
[  4]  16.00-17.00  sec  63.6 KBytes   521 Kbits/sec    6   59.4 KBytes       
[  4]  17.00-18.00  sec   382 KBytes  3.13 Mbits/sec    8   35.4 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.08 Mbits/sec    0   39.6 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   521 Kbits/sec    0   41.0 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0   43.8 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0   45.2 KBytes       
[  4]  22.00-23.00  sec  63.6 KBytes   522 Kbits/sec    0   50.9 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0   67.9 KBytes       
[  4]  24.00-25.00  sec   255 KBytes  2.09 Mbits/sec    0    105 KBytes       
[  4]  25.00-26.00  sec   382 KBytes  3.13 Mbits/sec    0    150 KBytes       
[  4]  26.00-27.00  sec   573 KBytes  4.69 Mbits/sec    0    206 KBytes       
[  4]  27.00-28.00  sec   700 KBytes  5.73 Mbits/sec    0    281 KBytes       
[  4]  28.00-29.00  sec   764 KBytes  6.26 Mbits/sec    0    375 KBytes       
[  4]  29.00-30.00  sec   954 KBytes  7.81 Mbits/sec    0    485 KBytes       
[  4]  30.00-31.00  sec   318 KBytes  2.61 Mbits/sec   38    430 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   47    372 KBytes       
[  4]  32.00-33.00  sec   445 KBytes  3.65 Mbits/sec    6    372 KBytes       
[  4]  33.00-34.00  sec   954 KBytes  7.82 Mbits/sec    0    404 KBytes       
[  4]  34.00-35.00  sec   573 KBytes  4.69 Mbits/sec    0    448 KBytes       
[  4]  35.00-36.00  sec   509 KBytes  4.17 Mbits/sec    0    481 KBytes       
[  4]  36.00-37.00  sec   573 KBytes  4.69 Mbits/sec    0    506 KBytes       
[  4]  37.00-38.00  sec   573 KBytes  4.69 Mbits/sec    0    522 KBytes       
[  4]  38.00-38.00  sec  0.00 Bytes  0.00 bits/sec    0    522 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-38.00  sec  10.2 MBytes  2.25 Mbits/sec  215             sender
[  4]   0.00-38.00  sec  7.78 MBytes  1.72 Mbits/sec                  receiver

iperf Done.
