Connecting to host 10.0.0.2, port 5207
[  4] local 10.0.0.1 port 46122 connected to 10.0.0.2 port 5207
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   204 KBytes  1.67 Mbits/sec    0   17.0 KBytes       
[  4]   1.00-2.00   sec   143 KBytes  1.17 Mbits/sec    0   22.6 KBytes       
[  4]   2.00-3.00   sec  72.1 KBytes   591 Kbits/sec    0   26.9 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   39.6 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   60.8 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.61 Mbits/sec    0   96.2 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    140 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    188 KBytes       
[  4]   8.00-9.00   sec   636 KBytes  5.21 Mbits/sec    0    273 KBytes       
[  4]   9.00-10.00  sec   255 KBytes  2.09 Mbits/sec    0    303 KBytes       
[  4]  10.00-11.00  sec   764 KBytes  6.26 Mbits/sec    0    409 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    0    423 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   69    297 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   27    297 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec   32    263 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   68    192 KBytes       
[  4]  16.00-17.00  sec   255 KBytes  2.09 Mbits/sec    7    219 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   521 Kbits/sec   21    110 KBytes       
[  4]  18.00-19.00  sec   445 KBytes  3.65 Mbits/sec    0    208 KBytes       
[  4]  19.00-20.00  sec   255 KBytes  2.09 Mbits/sec    0    214 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    228 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   521 Kbits/sec    0    232 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    245 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    0    245 KBytes       
[  4]  24.00-25.00  sec   255 KBytes  2.09 Mbits/sec    0    249 KBytes       
[  4]  25.00-26.00  sec  0.00 Bytes  0.00 bits/sec    0    249 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.08 Mbits/sec    0    257 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0    257 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.09 Mbits/sec    0    291 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec    0    291 KBytes       
[  4]  30.00-31.00  sec   255 KBytes  2.08 Mbits/sec    0    387 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    0    387 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    387 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec   55    270 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   10    270 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec   50    260 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    0    260 KBytes       
[  4]  37.00-38.00  sec   445 KBytes  3.65 Mbits/sec   17    266 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec    0    266 KBytes       
[  4]  39.00-40.00  sec  63.6 KBytes   521 Kbits/sec   19    188 KBytes       
[  4]  40.00-41.00  sec   509 KBytes  4.17 Mbits/sec    1    187 KBytes       
[  4]  41.00-42.00  sec   382 KBytes  3.13 Mbits/sec    0    133 KBytes       
[  4]  42.00-43.00  sec   127 KBytes  1.04 Mbits/sec    0    144 KBytes       
[  4]  43.00-44.00  sec   191 KBytes  1.56 Mbits/sec    0    153 KBytes       
[  4]  44.00-45.00  sec   127 KBytes  1.04 Mbits/sec    0    157 KBytes       
[  4]  45.00-46.00  sec  63.6 KBytes   520 Kbits/sec    0    158 KBytes       
[  4]  46.00-47.00  sec  63.6 KBytes   521 Kbits/sec    0    158 KBytes       
[  4]  47.00-48.00  sec   191 KBytes  1.57 Mbits/sec    0    163 KBytes       
[  4]  48.00-49.00  sec   318 KBytes  2.61 Mbits/sec    0    180 KBytes       
[  4]  49.00-50.00  sec   191 KBytes  1.56 Mbits/sec    0    197 KBytes       
[  4]  50.00-51.00  sec   191 KBytes  1.56 Mbits/sec    0    222 KBytes       
[  4]  51.00-52.00  sec   445 KBytes  3.64 Mbits/sec    0    300 KBytes       
[  4]  52.00-53.00  sec   255 KBytes  2.08 Mbits/sec    0    351 KBytes       
[  4]  53.00-54.01  sec   445 KBytes  3.64 Mbits/sec    0    438 KBytes       
[  4]  54.01-54.48  sec  1.06 MBytes  18.6 Mbits/sec    0    539 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-54.48  sec  11.0 MBytes  1.70 Mbits/sec  376             sender
[  4]   0.00-54.48  sec  8.65 MBytes  1.33 Mbits/sec                  receiver

iperf Done.
