Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   206 KBytes  1.69 Mbits/sec    0   17.0 KBytes       
[  4]   1.00-2.00   sec  79.2 KBytes   648 Kbits/sec    0   21.2 KBytes       
[  4]   2.00-3.00   sec   132 KBytes  1.08 Mbits/sec    0   24.0 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   39.6 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0   59.4 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.61 Mbits/sec    0   99.0 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.08 Mbits/sec    0    133 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.65 Mbits/sec    0    187 KBytes       
[  4]   8.00-9.00   sec   636 KBytes  5.22 Mbits/sec    0    270 KBytes       
[  4]   9.00-10.00  sec   827 KBytes  6.78 Mbits/sec    0    375 KBytes       
[  4]  10.00-11.00  sec   191 KBytes  1.56 Mbits/sec    0    406 KBytes       
[  4]  11.00-12.00  sec   636 KBytes  5.22 Mbits/sec    0    491 KBytes       
[  4]  12.00-13.01  sec   573 KBytes  4.67 Mbits/sec    0    561 KBytes       
[  4]  13.01-14.00  sec  0.00 Bytes  0.00 bits/sec   18    516 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec  112    390 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    7    390 KBytes       
[  4]  16.00-17.00  sec  63.6 KBytes   521 Kbits/sec  129    233 KBytes       
[  4]  17.00-18.00  sec   509 KBytes  4.17 Mbits/sec    2    301 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.08 Mbits/sec    0    294 KBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec    8    273 KBytes       
[  4]  20.00-21.00  sec   636 KBytes  5.22 Mbits/sec    0    280 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   521 Kbits/sec    0    288 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    304 KBytes       
[  4]  23.00-24.00  sec   318 KBytes  2.61 Mbits/sec    0    320 KBytes       
[  4]  24.00-25.00  sec  63.6 KBytes   521 Kbits/sec    0    324 KBytes       
[  4]  25.00-26.01  sec   255 KBytes  2.07 Mbits/sec    0    328 KBytes       
[  4]  26.01-27.00  sec   318 KBytes  2.63 Mbits/sec    0    332 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0    334 KBytes       
[  4]  28.00-29.00  sec   318 KBytes  2.61 Mbits/sec    0    345 KBytes       
[  4]  29.00-30.00  sec   318 KBytes  2.61 Mbits/sec    0    370 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   522 Kbits/sec    0    375 KBytes       
[  4]  31.00-32.00  sec   318 KBytes  2.61 Mbits/sec    0    431 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    441 KBytes       
[  4]  33.00-34.00  sec   445 KBytes  3.65 Mbits/sec    0    580 KBytes       
[  4]  34.00-35.00  sec  63.6 KBytes   521 Kbits/sec    3    576 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec   74    409 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec   23    409 KBytes       
[  4]  37.00-38.00  sec   255 KBytes  2.09 Mbits/sec   60    406 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec    2    409 KBytes       
[  4]  39.00-40.00  sec   382 KBytes  3.13 Mbits/sec   73    286 KBytes       
[  4]  40.00-41.00  sec   191 KBytes  1.56 Mbits/sec    6    286 KBytes       
[  4]  41.00-42.00  sec   700 KBytes  5.74 Mbits/sec    0    296 KBytes       
[  4]  42.00-42.00  sec  0.00 Bytes  0.00 bits/sec    0    296 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-42.00  sec  10.2 MBytes  2.03 Mbits/sec  517             sender
[  4]   0.00-42.00  sec  7.22 MBytes  1.44 Mbits/sec                  receiver

iperf Done.
