Connecting to host 10.0.0.2, port 5206
[  4] local 10.0.0.1 port 46120 connected to 10.0.0.2 port 5206
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   184 KBytes  1.51 Mbits/sec    0   15.6 KBytes       
[  4]   1.00-2.00   sec  73.5 KBytes   602 Kbits/sec    0   18.4 KBytes       
[  4]   2.00-3.00   sec  73.5 KBytes   603 Kbits/sec    0   24.0 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   35.4 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   59.4 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.08 Mbits/sec    0   83.4 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.08 Mbits/sec    0    119 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    174 KBytes       
[  4]   8.00-9.00   sec   573 KBytes  4.69 Mbits/sec    0    245 KBytes       
[  4]   9.00-10.00  sec   127 KBytes  1.04 Mbits/sec    0    262 KBytes       
[  4]  10.00-11.00  sec   764 KBytes  6.26 Mbits/sec    0    366 KBytes       
[  4]  11.00-12.00  sec   191 KBytes  1.56 Mbits/sec    0    392 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   55    276 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   32    276 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.05 Mbits/sec   27    276 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   33    236 KBytes       
[  4]  16.00-17.00  sec   191 KBytes  1.56 Mbits/sec   43    276 KBytes       
[  4]  17.00-18.00  sec   573 KBytes  4.69 Mbits/sec    0    192 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.09 Mbits/sec    0    201 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    214 KBytes       
[  4]  20.00-21.00  sec   255 KBytes  2.09 Mbits/sec    0    225 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    229 KBytes       
[  4]  22.00-23.00  sec   127 KBytes  1.04 Mbits/sec    0    232 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0    233 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0    239 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.04 Mbits/sec    0    249 KBytes       
[  4]  26.00-27.00  sec   127 KBytes  1.04 Mbits/sec    0    264 KBytes       
[  4]  27.00-28.00  sec   191 KBytes  1.56 Mbits/sec    0    296 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.09 Mbits/sec    0    354 KBytes       
[  4]  29.00-30.00  sec   191 KBytes  1.56 Mbits/sec    0    407 KBytes       
[  4]  30.00-31.00  sec   700 KBytes  5.74 Mbits/sec    0    475 KBytes       
[  4]  31.00-32.00  sec  1.12 MBytes  9.38 Mbits/sec    0    600 KBytes       
[  4]  32.00-33.00  sec  1.25 MBytes  10.5 Mbits/sec    0    754 KBytes       
[  4]  33.00-34.00  sec   565 KBytes  4.63 Mbits/sec    0    817 KBytes       
[  4]  34.00-35.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.04 MBytes       
[  4]  35.00-35.00  sec  0.00 Bytes  0.00 bits/sec    0   1.04 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-35.00  sec  11.0 MBytes  2.64 Mbits/sec  190             sender
[  4]   0.00-35.00  sec  6.94 MBytes  1.66 Mbits/sec                  receiver

iperf Done.
