Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   943 KBytes  7.72 Mbits/sec    0   69.3 KBytes       
[  4]   1.00-2.00   sec   764 KBytes  6.25 Mbits/sec    0   97.6 KBytes       
[  4]   2.00-3.00   sec   700 KBytes  5.74 Mbits/sec    0    126 KBytes       
[  4]   3.00-4.00   sec   700 KBytes  5.73 Mbits/sec    0    154 KBytes       
[  4]   4.00-5.00   sec   764 KBytes  6.26 Mbits/sec    0    184 KBytes       
[  4]   5.00-6.00   sec   700 KBytes  5.74 Mbits/sec    0    211 KBytes       
[  4]   6.00-7.00   sec   700 KBytes  5.73 Mbits/sec    0    239 KBytes       
[  4]   7.00-8.00   sec   827 KBytes  6.77 Mbits/sec    0    288 KBytes       
[  4]   8.00-9.00   sec  1.06 MBytes  8.87 Mbits/sec    0    380 KBytes       
[  4]   9.00-10.00  sec  1.18 MBytes  9.91 Mbits/sec    0    496 KBytes       
[  4]  10.00-11.00  sec  1.30 MBytes  10.9 Mbits/sec    0    636 KBytes       
[  4]  11.00-12.00  sec  1.25 MBytes  10.5 Mbits/sec    0    795 KBytes       
[  4]  12.00-13.00  sec  1.25 MBytes  10.5 Mbits/sec   37    850 KBytes       
[  4]  13.00-14.00  sec  48.9 KBytes   402 Kbits/sec  135    660 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec    3    660 KBytes       
[  4]  15.00-16.00  sec  1.86 MBytes  15.6 Mbits/sec    0    662 KBytes       
[  4]  16.00-17.00  sec   509 KBytes  4.17 Mbits/sec    0    735 KBytes       
[  4]  17.00-18.00  sec   382 KBytes  3.12 Mbits/sec   17    711 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   64    547 KBytes       
[  4]  19.00-20.00  sec  1.24 MBytes  10.4 Mbits/sec    0    550 KBytes       
[  4]  20.00-21.00  sec   700 KBytes  5.74 Mbits/sec    0    578 KBytes       
[  4]  21.00-22.00  sec   636 KBytes  5.21 Mbits/sec    0    609 KBytes       
[  4]  22.00-23.00  sec   573 KBytes  4.69 Mbits/sec    0    635 KBytes       
[  4]  23.00-24.00  sec   573 KBytes  4.70 Mbits/sec    0    650 KBytes       
[  4]  24.00-25.00  sec   636 KBytes  5.20 Mbits/sec    0    659 KBytes       
[  4]  25.00-26.00  sec   509 KBytes  4.18 Mbits/sec    0    662 KBytes       
[  4]  26.00-27.00  sec   509 KBytes  4.17 Mbits/sec    0    665 KBytes       
[  4]  27.00-28.00  sec   509 KBytes  4.17 Mbits/sec    0    667 KBytes       
[  4]  28.00-29.00  sec   636 KBytes  5.21 Mbits/sec    0    675 KBytes       
