Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   373 KBytes  3.06 Mbits/sec    0   43.8 KBytes       
[  4]   1.00-2.00   sec   191 KBytes  1.56 Mbits/sec    0   50.9 KBytes       
[  4]   2.00-3.00   sec   127 KBytes  1.04 Mbits/sec    0   56.6 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   65.0 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   82.0 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.08 Mbits/sec    0    106 KBytes       
[  4]   6.00-7.00   sec   318 KBytes  2.60 Mbits/sec    0    140 KBytes       
[  4]   7.00-8.01   sec   382 KBytes  3.10 Mbits/sec    0    187 KBytes       
[  4]   8.01-9.00   sec   573 KBytes  4.74 Mbits/sec    0    262 KBytes       
[  4]   9.00-10.01  sec  0.00 Bytes  0.00 bits/sec   58    188 KBytes       
[  4]  10.01-11.00  sec   191 KBytes  1.57 Mbits/sec    4    188 KBytes       
[  4]  11.00-12.00  sec   255 KBytes  2.08 Mbits/sec    0    191 KBytes       
[  4]  12.00-13.00  sec   191 KBytes  1.57 Mbits/sec    0    204 KBytes       
[  4]  13.00-14.00  sec   191 KBytes  1.56 Mbits/sec    0    232 KBytes       
[  4]  14.00-15.00  sec   191 KBytes  1.56 Mbits/sec    0    250 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   522 Kbits/sec    0    255 KBytes       
[  4]  16.00-17.00  sec   191 KBytes  1.56 Mbits/sec    0    263 KBytes       
[  4]  17.00-18.01  sec   191 KBytes  1.56 Mbits/sec    0    266 KBytes       
[  4]  18.01-19.01  sec  63.6 KBytes   520 Kbits/sec   13    236 KBytes       
[  4]  19.01-20.00  sec  0.00 Bytes  0.00 bits/sec    0    185 KBytes       
[  4]  20.00-21.01  sec   191 KBytes  1.56 Mbits/sec    0    187 KBytes       
[  4]  21.01-22.00  sec   191 KBytes  1.57 Mbits/sec    0    199 KBytes       
[  4]  22.00-23.00  sec  63.6 KBytes   521 Kbits/sec   15    165 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec   33    136 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec    4    141 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    1    109 KBytes       
[  4]  26.00-27.00  sec   191 KBytes  1.56 Mbits/sec    2   99.0 KBytes       
[  4]  27.00-28.00  sec   191 KBytes  1.56 Mbits/sec    0    102 KBytes       
[  4]  28.00-29.00  sec  63.6 KBytes   521 Kbits/sec    0    109 KBytes       
[  4]  29.00-30.00  sec   127 KBytes  1.04 Mbits/sec    0    115 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   521 Kbits/sec    0    119 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    1   99.0 KBytes       
[  4]  32.00-33.00  sec   127 KBytes  1.04 Mbits/sec    0   84.8 KBytes       
[  4]  33.00-34.00  sec  63.6 KBytes   521 Kbits/sec    0   89.1 KBytes       
[  4]  34.00-35.00  sec   127 KBytes  1.04 Mbits/sec    0   96.2 KBytes       
[  4]  35.00-36.00  sec  63.6 KBytes   521 Kbits/sec    0   99.0 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    1   83.4 KBytes       
[  4]  37.00-38.00  sec   127 KBytes  1.04 Mbits/sec    0   70.7 KBytes       
[  4]  38.00-39.00  sec  63.6 KBytes   521 Kbits/sec    0   76.4 KBytes       
[  4]  39.00-40.00  sec  63.6 KBytes   521 Kbits/sec    0   80.6 KBytes       
[  4]  40.00-41.00  sec  63.6 KBytes   521 Kbits/sec    0   82.0 KBytes       
[  4]  41.00-42.00  sec  63.6 KBytes   521 Kbits/sec    0   83.4 KBytes       
[  4]  42.00-43.00  sec  63.6 KBytes   522 Kbits/sec    0   87.7 KBytes       
[  4]  43.00-44.00  sec  63.6 KBytes   521 Kbits/sec    0   93.3 KBytes       
[  4]  44.00-45.00  sec  63.6 KBytes   521 Kbits/sec    0    110 KBytes       
[  4]  45.00-46.00  sec  0.00 Bytes  0.00 bits/sec    3   83.4 KBytes       
[  4]  46.00-47.00  sec  63.6 KBytes   521 Kbits/sec    1   77.8 KBytes       
[  4]  47.00-48.00  sec   191 KBytes  1.56 Mbits/sec    0   83.4 KBytes       
[  4]  48.00-49.00  sec  63.6 KBytes   521 Kbits/sec    0   93.3 KBytes       
[  4]  49.00-50.00  sec  63.6 KBytes   521 Kbits/sec    0    100 KBytes       
[  4]  50.00-51.00  sec  63.6 KBytes   521 Kbits/sec    0    107 KBytes       
[  4]  51.00-52.00  sec   127 KBytes  1.04 Mbits/sec    0    110 KBytes       
[  4]  52.00-53.00  sec  63.6 KBytes   521 Kbits/sec    0    113 KBytes       
[  4]  53.00-54.00  sec   255 KBytes  2.09 Mbits/sec    0    119 KBytes       
[  4]  54.00-55.00  sec   255 KBytes  2.08 Mbits/sec    0    132 KBytes       
[  4]  55.00-56.00  sec   255 KBytes  2.09 Mbits/sec    0    153 KBytes       
[  4]  56.00-57.00  sec   255 KBytes  2.09 Mbits/sec    0    191 KBytes       
[  4]  57.00-58.00  sec   191 KBytes  1.56 Mbits/sec    0    228 KBytes       
[  4]  58.00-59.00  sec   318 KBytes  2.60 Mbits/sec    0    281 KBytes       
[  4]  59.00-60.00  sec   700 KBytes  5.73 Mbits/sec    0    362 KBytes       
[  4]  60.00-60.88  sec  1018 KBytes  9.45 Mbits/sec    0    486 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.88  sec  10.1 MBytes  1.39 Mbits/sec  136             sender
[  4]   0.00-60.88  sec  7.40 MBytes  1.02 Mbits/sec                  receiver

iperf Done.
