Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   324 KBytes  2.65 Mbits/sec    0   43.8 KBytes       
[  4]   1.00-2.00   sec   191 KBytes  1.56 Mbits/sec    0   50.9 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.57 Mbits/sec    0   56.6 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   62.2 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.57 Mbits/sec    0   80.6 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.09 Mbits/sec    0    105 KBytes       
[  4]   6.00-7.00   sec   509 KBytes  4.17 Mbits/sec    0    163 KBytes       
[  4]   7.00-8.00   sec   509 KBytes  4.17 Mbits/sec    0    222 KBytes       
[  4]   8.00-9.00   sec   255 KBytes  2.08 Mbits/sec    0    257 KBytes       
[  4]   9.00-10.00  sec   573 KBytes  4.69 Mbits/sec    0    337 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec   70    243 KBytes       
[  4]  11.00-12.00  sec   382 KBytes  3.13 Mbits/sec    0    243 KBytes       
[  4]  12.00-13.00  sec   318 KBytes  2.61 Mbits/sec    0    267 KBytes       
[  4]  13.00-14.00  sec   127 KBytes  1.04 Mbits/sec    0    277 KBytes       
[  4]  14.00-15.00  sec   255 KBytes  2.09 Mbits/sec    0    310 KBytes       
[  4]  15.00-16.00  sec   318 KBytes  2.60 Mbits/sec    0    331 KBytes       
[  4]  16.00-17.00  sec   318 KBytes  2.61 Mbits/sec    0    341 KBytes       
[  4]  17.00-18.00  sec   255 KBytes  2.08 Mbits/sec    0    345 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec    0    346 KBytes       
[  4]  19.00-20.00  sec   318 KBytes  2.61 Mbits/sec    1    348 KBytes       
[  4]  20.00-21.00  sec   318 KBytes  2.60 Mbits/sec    0    243 KBytes       
[  4]  21.00-22.00  sec   318 KBytes  2.61 Mbits/sec    0    259 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.08 Mbits/sec    0    290 KBytes       
[  4]  23.00-24.00  sec   255 KBytes  2.08 Mbits/sec    0    315 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.57 Mbits/sec    0    331 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.04 Mbits/sec    0    337 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec   21    236 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.08 Mbits/sec    0    236 KBytes       
[  4]  28.00-29.00  sec   573 KBytes  4.69 Mbits/sec    0    253 KBytes       
[  4]  29.00-30.00  sec   255 KBytes  2.09 Mbits/sec    0    269 KBytes       
[  4]  30.00-31.00  sec   255 KBytes  2.09 Mbits/sec    0    280 KBytes       
[  4]  31.00-32.00  sec   255 KBytes  2.08 Mbits/sec    0    284 KBytes       
[  4]  32.00-33.00  sec   127 KBytes  1.04 Mbits/sec    0    286 KBytes       
[  4]  33.00-34.00  sec   191 KBytes  1.56 Mbits/sec    0    287 KBytes       
[  4]  34.00-35.00  sec   255 KBytes  2.09 Mbits/sec    0    290 KBytes       
[  4]  35.00-36.00  sec   318 KBytes  2.60 Mbits/sec    0    300 KBytes       
[  4]  36.00-37.00  sec   255 KBytes  2.09 Mbits/sec    0    317 KBytes       
[  4]  37.00-38.00  sec   318 KBytes  2.61 Mbits/sec    0    349 KBytes       
[  4]  38.00-39.00  sec   636 KBytes  5.22 Mbits/sec    0    403 KBytes       
[  4]  39.00-39.00  sec  0.00 Bytes  0.00 bits/sec    0    403 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-39.00  sec  10.4 MBytes  2.25 Mbits/sec   92             sender
[  4]   0.00-39.00  sec  8.63 MBytes  1.86 Mbits/sec                  receiver

iperf Done.
