Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   505 KBytes  4.13 Mbits/sec    0   28.3 KBytes       
[  4]   1.00-2.00   sec   255 KBytes  2.09 Mbits/sec    0   38.2 KBytes       
[  4]   2.00-3.00   sec   255 KBytes  2.09 Mbits/sec    0   48.1 KBytes       
[  4]   3.00-4.00   sec   255 KBytes  2.08 Mbits/sec    0   58.0 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0   72.1 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    106 KBytes       
[  4]   6.00-7.00   sec   509 KBytes  4.17 Mbits/sec    0    168 KBytes       
[  4]   7.00-8.00   sec   573 KBytes  4.69 Mbits/sec    0    239 KBytes       
[  4]   8.00-9.00   sec   382 KBytes  3.13 Mbits/sec    0    290 KBytes       
[  4]   9.00-10.00  sec   764 KBytes  6.25 Mbits/sec    0    389 KBytes       
[  4]  10.00-11.00  sec   318 KBytes  2.61 Mbits/sec    0    434 KBytes       
[  4]  11.00-12.00  sec   764 KBytes  6.25 Mbits/sec    0    537 KBytes       
[  4]  12.00-13.00  sec   255 KBytes  2.09 Mbits/sec   11    546 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   96    399 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   27    399 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   521 Kbits/sec   73    341 KBytes       
[  4]  16.00-17.00  sec  63.6 KBytes   521 Kbits/sec   79    167 KBytes       
[  4]  17.00-18.00  sec   255 KBytes  2.09 Mbits/sec   41    109 KBytes       
[  4]  18.00-19.00  sec   764 KBytes  6.25 Mbits/sec    0    194 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   522 Kbits/sec    0    281 KBytes       
[  4]  20.00-21.00  sec  63.6 KBytes   521 Kbits/sec    0    284 KBytes       
[  4]  21.00-22.00  sec   255 KBytes  2.08 Mbits/sec    0    308 KBytes       
[  4]  22.00-23.00  sec   127 KBytes  1.04 Mbits/sec    0    315 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    327 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec    0    328 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    334 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    334 KBytes       
[  4]  27.00-28.00  sec   318 KBytes  2.61 Mbits/sec    0    346 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec    0    346 KBytes       
[  4]  29.00-30.00  sec   318 KBytes  2.61 Mbits/sec    0    390 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   521 Kbits/sec    0    396 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   22    301 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec   10    280 KBytes       
[  4]  33.00-34.00  sec   255 KBytes  2.09 Mbits/sec   13    280 KBytes       
[  4]  34.00-35.00  sec  63.6 KBytes   522 Kbits/sec   11    280 KBytes       
[  4]  35.00-36.00  sec   255 KBytes  2.08 Mbits/sec   16    195 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    0    195 KBytes       
[  4]  37.00-38.00  sec   445 KBytes  3.65 Mbits/sec    0    197 KBytes       
[  4]  38.00-39.00  sec   255 KBytes  2.09 Mbits/sec    0    214 KBytes       
[  4]  39.00-40.00  sec   255 KBytes  2.08 Mbits/sec    0    228 KBytes       
[  4]  40.00-41.00  sec  0.00 Bytes  0.00 bits/sec    0    230 KBytes       
[  4]  41.00-42.00  sec   191 KBytes  1.57 Mbits/sec    0    233 KBytes       
[  4]  42.00-43.00  sec   255 KBytes  2.08 Mbits/sec    0    236 KBytes       
[  4]  43.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0    236 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-43.00  sec  10.1 MBytes  1.96 Mbits/sec  399             sender
[  4]   0.00-43.00  sec  7.04 MBytes  1.37 Mbits/sec                  receiver

iperf Done.
