Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   588 KBytes  4.81 Mbits/sec    0   52.3 KBytes       
[  4]   1.00-2.00   sec   382 KBytes  3.13 Mbits/sec    0   67.9 KBytes       
[  4]   2.00-3.00   sec   255 KBytes  2.09 Mbits/sec    0   79.2 KBytes       
[  4]   3.00-4.00   sec   255 KBytes  2.08 Mbits/sec    0   89.1 KBytes       
[  4]   4.00-5.00   sec   318 KBytes  2.61 Mbits/sec    0    100 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    126 KBytes       
[  4]   6.00-7.00   sec   509 KBytes  4.17 Mbits/sec    0    177 KBytes       
[  4]   7.00-8.00   sec   827 KBytes  6.78 Mbits/sec    0    260 KBytes       
[  4]   8.00-9.00   sec   764 KBytes  6.26 Mbits/sec    0    344 KBytes       
[  4]   9.00-10.00  sec   891 KBytes  7.29 Mbits/sec    0    451 KBytes       
[  4]  10.00-11.00  sec   827 KBytes  6.78 Mbits/sec    3    559 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec   53    423 KBytes       
[  4]  12.00-13.00  sec   127 KBytes  1.04 Mbits/sec   65    396 KBytes       
[  4]  13.00-14.00  sec   700 KBytes  5.73 Mbits/sec    0    366 KBytes       
[  4]  14.00-15.00  sec   318 KBytes  2.61 Mbits/sec    0    296 KBytes       
[  4]  15.00-16.00  sec   191 KBytes  1.56 Mbits/sec    0    283 KBytes       
[  4]  16.00-17.01  sec  63.6 KBytes   517 Kbits/sec    1    202 KBytes       
[  4]  17.01-18.00  sec   573 KBytes  4.73 Mbits/sec    0    204 KBytes       
[  4]  18.00-19.00  sec   191 KBytes  1.56 Mbits/sec    0    219 KBytes       
[  4]  19.00-20.00  sec   318 KBytes  2.61 Mbits/sec    0    232 KBytes       
[  4]  20.00-21.00  sec   318 KBytes  2.61 Mbits/sec    0    239 KBytes       
[  4]  21.00-22.00  sec   255 KBytes  2.09 Mbits/sec    0    240 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.08 Mbits/sec    0    242 KBytes       
[  4]  23.00-24.00  sec   318 KBytes  2.60 Mbits/sec    0    245 KBytes       
[  4]  24.00-25.00  sec   318 KBytes  2.61 Mbits/sec    0    255 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    272 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.08 Mbits/sec    0    298 KBytes       
[  4]  27.00-28.00  sec   318 KBytes  2.61 Mbits/sec    0    339 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.08 Mbits/sec    0    402 KBytes       
[  4]  29.00-30.00  sec   318 KBytes  2.61 Mbits/sec    0    477 KBytes       
[  4]  30.00-31.00  sec   127 KBytes  1.04 Mbits/sec    0    523 KBytes       
[  4]  31.00-32.00  sec   954 KBytes  7.82 Mbits/sec    0    672 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec   16    642 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec   88    485 KBytes       
[  4]  34.00-35.00  sec   318 KBytes  2.61 Mbits/sec    2    485 KBytes       
[  4]  35.00-36.00  sec   636 KBytes  5.21 Mbits/sec    0    488 KBytes       
[  4]  36.00-37.00  sec   382 KBytes  3.13 Mbits/sec    0    522 KBytes       
[  4]  37.00-38.00  sec   255 KBytes  2.09 Mbits/sec    0    547 KBytes       
[  4]  38.00-39.00  sec   382 KBytes  3.13 Mbits/sec    0    602 KBytes       
[  4]  39.00-40.00  sec   127 KBytes  1.04 Mbits/sec    2    617 KBytes       
[  4]  40.00-41.00  sec   382 KBytes  3.13 Mbits/sec    0    617 KBytes       
[  4]  41.00-42.00  sec  0.00 Bytes  0.00 bits/sec   24    549 KBytes       
[  4]  42.00-43.00  sec  0.00 Bytes  0.00 bits/sec   35    444 KBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec    6    431 KBytes       
[  4]  44.00-45.00  sec   191 KBytes  1.56 Mbits/sec    0    431 KBytes       
[  4]  45.00-46.00  sec   636 KBytes  5.21 Mbits/sec    0    434 KBytes       
[  4]  46.00-47.00  sec   255 KBytes  2.09 Mbits/sec    0    454 KBytes       
[  4]  47.00-48.00  sec   127 KBytes  1.04 Mbits/sec    0    469 KBytes       
[  4]  48.00-49.00  sec   191 KBytes  1.56 Mbits/sec    0    503 KBytes       
[  4]  49.00-50.00  sec   127 KBytes  1.04 Mbits/sec    0    532 KB
