Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   304 KBytes  2.49 Mbits/sec    0   42.4 KBytes       
[  4]   1.00-2.00   sec   134 KBytes  1.10 Mbits/sec    0   46.7 KBytes       
[  4]   2.00-3.00   sec   127 KBytes  1.04 Mbits/sec    0   52.3 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   58.0 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.57 Mbits/sec    0   72.1 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.60 Mbits/sec    0    107 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    156 KBytes       
[  4]   7.00-8.00   sec   127 KBytes  1.04 Mbits/sec    0    171 KBytes       
[  4]   8.00-9.00   sec   445 KBytes  3.66 Mbits/sec    0    228 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec   65    164 KBytes       
[  4]  10.00-11.00  sec   191 KBytes  1.56 Mbits/sec    1    164 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    0    167 KBytes       
[  4]  12.00-13.00  sec   191 KBytes  1.56 Mbits/sec    0    180 KBytes       
[  4]  13.00-14.00  sec  63.6 KBytes   521 Kbits/sec    6    147 KBytes       
[  4]  14.00-15.00  sec  63.6 KBytes   521 Kbits/sec    0    133 KBytes       
[  4]  15.00-16.00  sec   318 KBytes  2.61 Mbits/sec    0    146 KBytes       
[  4]  16.00-17.00  sec   191 KBytes  1.56 Mbits/sec    0    154 KBytes       
[  4]  17.00-18.00  sec   191 KBytes  1.56 Mbits/sec    0    158 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.09 Mbits/sec    0    161 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    163 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    167 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    174 KBytes       
[  4]  22.00-23.00  sec   318 KBytes  2.61 Mbits/sec    0    201 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.56 Mbits/sec    0    232 KBytes       
[  4]  24.00-25.00  sec   509 KBytes  4.17 Mbits/sec    0    277 KBytes       
[  4]  25.00-26.00  sec   573 KBytes  4.69 Mbits/sec    0    341 KBytes       
[  4]  26.00-27.00  sec   827 KBytes  6.77 Mbits/sec    0    431 KBytes       
[  4]  27.00-28.00  sec   382 KBytes  3.13 Mbits/sec    0    481 KBytes       
[  4]  28.00-29.00  sec  1.06 MBytes  8.86 Mbits/sec    0    609 KBytes       
[  4]  29.00-30.00  sec   509 KBytes  4.17 Mbits/sec   32    580 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec   43    477 KBytes       
[  4]  31.00-32.00  sec   318 KBytes  2.61 Mbits/sec   35    477 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec    0    477 KBytes       
[  4]  33.00-34.00  sec   764 KBytes  6.26 Mbits/sec    0    494 KBytes       
[  4]  34.00-35.00  sec   127 KBytes  1.04 Mbits/sec    0    512 KBytes       
[  4]  35.00-36.00  sec   382 KBytes  3.13 Mbits/sec    0    568 KBytes       
[  4]  36.00-37.00  sec   191 KBytes  1.56 Mbits/sec    0    591 KBytes       
[  4]  37.00-38.00  sec   382 KBytes  3.12 Mbits/sec    0    632 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   12    564 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   31    443 KBytes       
[  4]  40.00-41.00  sec   382 KBytes  3.13 Mbits/sec    0    443 KBytes       
[  4]  41.00-42.00  sec   700 KBytes  5.74 Mbits/sec    0    448 KBytes       
[  4]  42.00-43.00  sec   445 KBytes  3.65 Mbits/sec    0    475 KBytes       
[  4]  43.00-44.00  sec   382 KBytes  3.13 Mbits/sec    0    502 KBytes       
[  4]  44.00-45.00  sec   191 KBytes  1.56 Mbits/sec    0    510 KBytes       
[  4]  45.00-46.00  sec   318 KBytes  2.61 Mbits/sec    0    525 KBytes       
[  4]  46.00-47.00  sec   255 KBytes  2.08 Mbits/sec    0    529 KBytes       
[  4]  47.00-48.00  sec   382 KBytes  3.13 Mbits/sec    0    533 KBytes       
[  4]  48.00-49.00  sec   382 KBytes  3.13 Mbits/sec    0    537 KBytes       
[  4]  49.00-50.00  sec   127 KBytes  1.04 Mbits/sec    0    540 
