Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   464 KBytes  3.79 Mbits/sec    0   49.5 KBytes       
[  4]   1.00-2.00   sec   382 KBytes  3.14 Mbits/sec    0   63.6 KBytes       
[  4]   2.00-3.00   sec   318 KBytes  2.61 Mbits/sec    0   76.4 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   84.8 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    1   89.1 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0   90.5 KBytes       
[  4]   6.00-7.00   sec   191 KBytes  1.56 Mbits/sec    0   94.7 KBytes       
[  4]   7.00-8.00   sec   191 KBytes  1.56 Mbits/sec    0    106 KBytes       
[  4]   8.00-9.00   sec   255 KBytes  2.09 Mbits/sec    0    123 KBytes       
[  4]   9.00-10.00  sec   318 KBytes  2.61 Mbits/sec    0    154 KBytes       
[  4]  10.00-11.00  sec   382 KBytes  3.13 Mbits/sec    0    192 KBytes       
[  4]  11.00-12.00  sec   509 KBytes  4.17 Mbits/sec    0    249 KBytes       
[  4]  12.00-13.00  sec   509 KBytes  4.17 Mbits/sec    0    313 KBytes       
[  4]  13.00-14.00  sec   573 KBytes  4.69 Mbits/sec    0    389 KBytes       
[  4]  14.00-15.00  sec   573 KBytes  4.69 Mbits/sec    0    468 KBytes       
[  4]  15.00-16.00  sec   573 KBytes  4.70 Mbits/sec    0    546 KBytes       
[  4]  16.00-17.00  sec   191 KBytes  1.56 Mbits/sec   43    467 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec   26    407 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   56    399 KBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec   21    399 KBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec   44    315 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    8    293 KBytes       
[  4]  22.00-23.00  sec   318 KBytes  2.61 Mbits/sec   38    325 KBytes       
[  4]  23.00-24.00  sec   573 KBytes  4.69 Mbits/sec    0    427 KBytes       
[  4]  24.00-25.00  sec   318 KBytes  2.61 Mbits/sec    0    445 KBytes       
[  4]  25.00-26.00  sec  63.6 KBytes   521 Kbits/sec    0    448 KBytes       
[  4]  26.00-27.00  sec   445 KBytes  3.65 Mbits/sec    0    471 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0    471 KBytes       
[  4]  28.00-29.00  sec   382 KBytes  3.13 Mbits/sec    0    535 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0    539 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    0    539 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   45    380 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    380 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec   25    380 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec    2    380 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    0    380 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    0    380 KBytes       
[  4]  37.00-38.00  sec  63.6 KBytes   521 Kbits/sec    1   1.41 KBytes       
[  4]  38.00-39.00  sec   127 KBytes  1.04 Mbits/sec    6   8.48 KBytes       
[  4]  39.00-40.00  sec  1.86 MBytes  15.6 Mbits/sec    5    465 KBytes       
[  4]  40.00-40.00  sec  0.00 Bytes  0.00 bits/sec    0    465 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-40.00  sec  10.3 MBytes  2.15 Mbits/sec  321             sender
[  4]   0.00-40.00  sec  7.14 MBytes  1.50 Mbits/sec                  receiver

iperf Done.
