Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   568 KBytes  4.65 Mbits/sec    0   74.9 KBytes       
[  4]   1.00-2.00   sec   255 KBytes  2.08 Mbits/sec    0   86.3 KBytes       
[  4]   2.00-3.00   sec   255 KBytes  2.09 Mbits/sec    0   96.2 KBytes       
[  4]   3.00-4.00   sec   255 KBytes  2.08 Mbits/sec    0    106 KBytes       
[  4]   4.00-5.00   sec   382 KBytes  3.14 Mbits/sec    0    122 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.12 Mbits/sec    0    144 KBytes       
[  4]   6.00-7.01   sec   509 KBytes  4.14 Mbits/sec    0    188 KBytes       
[  4]   7.01-8.00   sec   636 KBytes  5.26 Mbits/sec    0    253 KBytes       
[  4]   8.00-9.01   sec   636 KBytes  5.18 Mbits/sec    0    324 KBytes       
[  4]   9.01-10.00  sec   764 KBytes  6.29 Mbits/sec    0    413 KBytes       
[  4]  10.00-11.00  sec  1018 KBytes  8.35 Mbits/sec    0    529 KBytes       
[  4]  11.00-12.00  sec   891 KBytes  7.28 Mbits/sec    0    643 KBytes       
[  4]  12.00-13.01  sec  1.06 MBytes  8.84 Mbits/sec    0    779 KBytes       
[  4]  13.01-14.00  sec   700 KBytes  5.76 Mbits/sec    0    858 KBytes       
[  4]  14.00-15.00  sec  1.12 MBytes  9.41 Mbits/sec    0    990 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   66    776 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec  138    696 KBytes       
[  4]  17.00-18.00  sec   764 KBytes  6.26 Mbits/sec   24    696 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.08 Mbits/sec   27    570 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   521 Kbits/sec    5    486 KBytes       
[  4]  20.00-21.00  sec  1.25 MBytes  10.5 Mbits/sec    0    498 KBytes       
[  4]  21.00-22.00  sec  1.25 MBytes  10.5 Mbits/sec    0    543 KBytes       
[  4]  22.00-23.00  sec  1.23 MBytes  10.3 Mbits/sec    1    560 KBytes       
[  4]  23.00-24.00  sec   382 KBytes  3.13 Mbits/sec    0    560 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec   45    392 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    3    392 KBytes       
[  4]  26.00-27.00  sec   764 KBytes  6.26 Mbits/sec    0    410 KBytes       
[  4]  27.00-28.00  sec   382 KBytes  3.13 Mbits/sec    0    452 KBytes       
[  4]  28.00-29.00  sec   382 KBytes  3.13 Mbits/sec    0    486 KBytes       
[  4]  29.00-30.00  sec   318 KBytes  2.61 Mbits/sec    0    516 KBytes       
[  4]  30.00-31.00  sec   127 KBytes  1.04 Mbits/sec   12    452 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   16    366 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    366 KBytes       
[  4]  33.00-34.00  sec  63.6 KBytes   521 Kbits/sec    1   1.41 KBytes       
[  4]  34.00-35.00  sec  1.25 MBytes  10.5 Mbits/sec    0    421 KBytes       
[  4]  35.00-36.00  sec   629 KBytes  5.15 Mbits/sec    0    443 KBytes       
[  4]  36.00-37.00  sec   382 KBytes  3.13 Mbits/sec    0    464 KBytes       
[  4]  37.00-38.00  sec   318 KBytes  2.60 Mbits/sec    0    479 KBytes       
[  4]  38.00-39.00  sec   255 KBytes  2.08 Mbits/sec    0    492 KBytes       
[  4]  39.00-40.00  sec  63.6 KBytes   522 Kbits/sec   19    406 KBytes       
[  4]  40.00-41.00  sec   318 KBytes  2.61 Mbits/sec   12    349 KBytes       
[  4]  41.00-42.00  sec   700 KBytes  5.73 Mbits/sec    0    376 KBytes       
[  4]  42.00-43.00  sec   509 KBytes  4.17 Mbits/sec    0    430 KBytes       
[  4]  43.00-44.00  sec   445 KBytes  3.65 Mbits/sec    0    458 KBytes       
[  4]  44.00-45.00  sec   382 KBytes  3.13 Mbits/sec    0    477 KBytes       
[  4]  45.00-46.00  sec   445 KBytes  3.65 Mbits/sec    0    489 KBytes       
[  4]  46.00-47.00  sec   445 KBytes  3.65 Mbits/sec    0    495 KBytes       
[  4]  47.00-48.00  sec   509 KBytes  4.17 Mbits/sec    0    498 KBytes       
[  4]  48.00-49.00  sec   382 KBytes  3.13 Mbits/sec    0    501 KBytes       
[  4]  49.00-50.00  sec   382 KBytes  3.13 Mbits/sec    0    505 KBytes       
[  4]  50.00-51.00  sec   382 KBytes  3.13 Mbits/sec    0    515 KBytes       
[  4]  51.00-52.00  sec   318 KBytes  2.61 Mbits/sec    0    532 KBytes       
[  4]  52.00-53.00  sec   382 KBytes  3.13 Mbits/sec    0    564 KBytes       
[  4]  53.00-54.00  sec   127 KBytes  1.04 Mbits/sec   10    553 KBytes       
[  4]  54.00-55.00  sec  0.00 Bytes  0.00 bits/sec  210    375 KBytes       
[  4]  55.00-56.00  sec  0.00 Bytes  0.00 bits/sec    5    406 KBytes       
