Connecting to host 10.0.0.2, port 5203
[  4] local 10.0.0.1 port 46114 connected to 10.0.0.2 port 5203
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   588 KBytes  4.80 Mbits/sec    0   76.4 KBytes       
[  4]   1.00-2.00   sec   318 KBytes  2.61 Mbits/sec    0   87.7 KBytes       
[  4]   2.00-3.01   sec   255 KBytes  2.08 Mbits/sec    0   96.2 KBytes       
[  4]   3.01-4.01   sec   255 KBytes  2.09 Mbits/sec    0    106 KBytes       
[  4]   4.01-5.00   sec   191 KBytes  1.57 Mbits/sec    0    115 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.60 Mbits/sec    0    140 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.08 Mbits/sec    0    168 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    219 KBytes       
[  4]   8.00-9.00   sec   318 KBytes  2.60 Mbits/sec    7    245 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec   33    182 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec   17    182 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    4    177 KBytes       
[  4]  12.00-13.00  sec   445 KBytes  3.65 Mbits/sec    0    127 KBytes       
[  4]  13.00-14.00  sec   127 KBytes  1.04 Mbits/sec    0    133 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec    6    105 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    3   93.3 KBytes       
[  4]  16.00-17.00  sec   127 KBytes  1.04 Mbits/sec    1   93.3 KBytes       
[  4]  17.00-18.00  sec   191 KBytes  1.56 Mbits/sec    0   97.6 KBytes       
[  4]  18.00-19.00  sec  63.6 KBytes   521 Kbits/sec    0    106 KBytes       
[  4]  19.00-20.00  sec   127 KBytes  1.04 Mbits/sec    0    110 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    112 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0    115 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec    2   97.6 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    0   79.2 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0   86.3 KBytes       
[  4]  25.00-26.00  sec  0.00 Bytes  0.00 bits/sec    5   62.2 KBytes       
[  4]  26.00-27.00  sec   127 KBytes  1.04 Mbits/sec    0   63.6 KBytes       
[  4]  27.00-28.00  sec  63.6 KBytes   521 Kbits/sec    0   69.3 KBytes       
[  4]  28.00-29.00  sec  63.6 KBytes   521 Kbits/sec    0   72.1 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0   73.5 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    0   74.9 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    4   53.7 KBytes       
[  4]  32.00-33.00  sec  63.6 KBytes   521 Kbits/sec    2   52.3 KBytes       
[  4]  33.00-34.00  sec  63.6 KBytes   521 Kbits/sec    0   36.8 KBytes       
[  4]  34.00-35.00  sec  63.6 KBytes   521 Kbits/sec    0   41.0 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[  4]  36.00-37.00  sec  63.6 KBytes   521 Kbits/sec    0   42.4 KBytes       
