Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   585 KBytes  4.79 Mbits/sec    0   53.7 KBytes       
[  4]   1.00-2.00   sec   382 KBytes  3.13 Mbits/sec    0   69.3 KBytes       
[  4]   2.00-3.00   sec   445 KBytes  3.65 Mbits/sec    0   86.3 KBytes       
[  4]   3.00-4.00   sec   382 KBytes  3.13 Mbits/sec    0    102 KBytes       
[  4]   4.00-5.00   sec   445 KBytes  3.65 Mbits/sec    0    117 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0    140 KBytes       
[  4]   6.00-7.00   sec   573 KBytes  4.69 Mbits/sec    0    191 KBytes       
[  4]   7.00-8.00   sec   827 KBytes  6.77 Mbits/sec    0    266 KBytes       
[  4]   8.00-9.00   sec  1.06 MBytes  8.87 Mbits/sec    0    366 KBytes       
[  4]   9.00-10.00  sec  1.18 MBytes  9.91 Mbits/sec    0    485 KBytes       
[  4]  10.00-11.00  sec  1.49 MBytes  12.5 Mbits/sec    0    639 KBytes       
[  4]  11.00-12.00  sec  1.68 MBytes  14.1 Mbits/sec    0    813 KBytes       
[  4]  12.00-13.00  sec  1.25 MBytes  10.5 Mbits/sec    0    993 KBytes       
[  4]  13.00-14.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.20 MBytes       
[  4]  14.00-15.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.35 MBytes       
[  4]  15.00-16.00  sec  1.10 MBytes  9.20 Mbits/sec  185    980 KBytes       
[  4]  16.00-17.00  sec   827 KBytes  6.78 Mbits/sec   26    980 KBytes       
[  4]  17.00-18.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1000 KBytes       
[  4]  18.00-19.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.03 MBytes       
[  4]  19.00-20.00  sec   940 KBytes  7.71 Mbits/sec    0   1.11 MBytes       
[  4]  20.00-21.00  sec   954 KBytes  7.82 Mbits/sec    0   1.19 MBytes       
[  4]  21.00-22.00  sec   636 KBytes  5.21 Mbits/sec    0   1.24 MBytes       
[  4]  22.00-23.00  sec   764 KBytes  6.26 Mbits/sec    0   1.28 MBytes       
[  4]  23.00-24.00  sec   573 KBytes  4.69 Mbits/sec   13   1.20 MBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec   17   1018 KBytes       
[  4]  25.00-26.00  sec   573 KBytes  4.69 Mbits/sec   12    939 KBytes       
[  4]  26.00-27.00  sec  1.25 MBytes  10.5 Mbits/sec    0    949 KBytes       
[  4]  27.00-28.00  sec  1.25 MBytes  10.5 Mbits/sec    1    957 KBytes       
[  4]  28.00-29.00  sec  1.25 MBytes  10.5 Mbits/sec    0    959 KBytes       
[  4]  29.00-30.00  sec   869 KBytes  7.12 Mbits/sec    0    963 KBytes       
[  4]  30.00-31.00  sec   636 KBytes  5.21 Mbits/sec    0    970 KBytes       
[  4]  31.00-32.00  sec   764 KBytes  6.26 Mbits/sec    0    986 KBytes       
[  4]  32.00-33.00  sec   954 KBytes  7.82 Mbits/sec    0   1020 KBytes       
[  4]  33.00-34.00  sec   764 KBytes  6.25 Mbits/sec    0   1.04 MBytes       
[  4]  34.00-35.00  sec   636 KBytes  5.21 Mbits/sec    0   1.09 MBytes       
[  4]  35.00-36.00  sec   700 KBytes  5.73 Mbits/sec    0   1.16 MBytes       
[  4]  36.00-37.00  sec   954 KBytes  7.81 Mbits/sec    0   1.28 MBytes       
[  4]  37.00-38.00  sec   827 KBytes  6.78 Mbits/sec    0   1.40 MBytes       
