Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   286 KBytes  2.34 Mbits/sec    0   21.2 KBytes       
[  4]   1.00-2.00   sec   202 KBytes  1.66 Mbits/sec    0   28.3 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   35.4 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   43.8 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   72.1 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.60 Mbits/sec    0    105 KBytes       
[  4]   6.00-7.00   sec   445 KBytes  3.65 Mbits/sec    0    154 KBytes       
[  4]   7.00-8.00   sec   509 KBytes  4.17 Mbits/sec    0    218 KBytes       
[  4]   8.00-9.00   sec   636 KBytes  5.21 Mbits/sec    0    301 KBytes       
[  4]   9.00-10.00  sec   318 KBytes  2.60 Mbits/sec    0    341 KBytes       
[  4]  10.00-11.00  sec  1.06 MBytes  8.87 Mbits/sec    0    486 KBytes       
[  4]  11.00-12.00  sec   127 KBytes  1.04 Mbits/sec    0    510 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   25    452 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   70    356 KBytes       
[  4]  14.00-15.00  sec  63.6 KBytes   521 Kbits/sec   22    356 KBytes       
[  4]  15.00-16.00  sec   127 KBytes  1.04 Mbits/sec   72    296 KBytes       
[  4]  16.00-17.00  sec   127 KBytes  1.04 Mbits/sec   69    147 KBytes       
[  4]  17.00-18.00  sec   318 KBytes  2.61 Mbits/sec   37   83.4 KBytes       
[  4]  18.00-19.00  sec   382 KBytes  3.13 Mbits/sec    0    250 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    267 KBytes       
[  4]  20.00-21.00  sec  63.6 KBytes   521 Kbits/sec    0    269 KBytes       
[  4]  21.00-22.00  sec   255 KBytes  2.09 Mbits/sec    0    287 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec    0    287 KBytes       
[  4]  23.00-24.00  sec   255 KBytes  2.09 Mbits/sec    0    297 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec    0    297 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    303 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    303 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.09 Mbits/sec    0    324 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec    0    324 KBytes       
[  4]  29.00-30.00  sec   318 KBytes  2.61 Mbits/sec    0    389 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    0    389 KBytes       
[  4]  31.00-32.00  sec   127 KBytes  1.04 Mbits/sec   21    403 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    1    400 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec    1    395 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   73    337 KBytes       
[  4]  35.00-36.00  sec   191 KBytes  1.56 Mbits/sec   90    337 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    0    337 KBytes       
[  4]  37.00-38.00  sec  63.6 KBytes   521 Kbits/sec   73    325 KBytes       
[  4]  38.00-39.00  sec  63.6 KBytes   522 Kbits/sec   71    300 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec    3    303 KBytes       
[  4]  40.00-41.00  sec  63.6 KBytes   521 Kbits/sec   56    291 KBytes       
[  4]  41.00-42.01  sec   445 KBytes  3.62 Mbits/sec    7    325 KBytes       
[  4]  42.01-43.00  sec  63.6 KBytes   525 Kbits/sec   19    235 KBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec    0    235 KBytes       
[  4]  44.00-45.00  sec  1.30 MBytes  10.9 Mbits/sec    0    239 KBytes       
[  4]  45.00-46.00  sec   255 KBytes  2.08 Mbits/sec    0    260 KBytes       
[  4]  46.00-47.00  sec   255 KBytes  2.09 Mbits/sec    0    274 KBytes       
[  4]  47.00-48.00  sec   255 KBytes  2.08 Mbits/sec    0    281 KBytes       
[  4]  48.00-48.00  sec  0.00 Bytes  0.00 bits/sec    0    281 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-48.00  sec  10.1 MBytes  1.77 Mbits/sec  710             sender
[  4]   0.00-48.00  sec  7.55 MBytes  1.32 Mbits/sec                  receiver

iperf Done.
