Connecting to host 10.0.0.2, port 5204
[  4] local 10.0.0.1 port 46116 connected to 10.0.0.2 port 5204
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   551 KBytes  4.52 Mbits/sec    0   72.1 KBytes       
[  4]   1.00-2.00   sec   255 KBytes  2.08 Mbits/sec    0   83.4 KBytes       
[  4]   2.00-3.00   sec   255 KBytes  2.08 Mbits/sec   24   63.6 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.57 Mbits/sec    0   91.9 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   94.7 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0    103 KBytes       
[  4]   6.00-7.00   sec   318 KBytes  2.61 Mbits/sec    0    122 KBytes       
[  4]   7.00-8.00   sec   255 KBytes  2.08 Mbits/sec    0    144 KBytes       
[  4]   8.00-9.00   sec   318 KBytes  2.61 Mbits/sec    0    174 KBytes       
[  4]   9.00-10.00  sec   445 KBytes  3.65 Mbits/sec    0    225 KBytes       
[  4]  10.00-11.00  sec   573 KBytes  4.69 Mbits/sec    0    294 KBytes       
[  4]  11.00-12.00  sec   700 KBytes  5.74 Mbits/sec    0    389 KBytes       
[  4]  12.00-13.00  sec   509 KBytes  4.17 Mbits/sec    0    455 KBytes       
[  4]  13.00-14.00  sec   127 KBytes  1.04 Mbits/sec    0    467 KBytes       
[  4]  14.00-15.00  sec  1.30 MBytes  10.9 Mbits/sec    0    646 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    0    646 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec  115    451 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec   39    447 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   62    409 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   521 Kbits/sec   11    342 KBytes       
[  4]  20.00-21.00  sec  63.6 KBytes   522 Kbits/sec    0    342 KBytes       
[  4]  21.00-22.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec    7   9.90 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec   31    115 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec    0    115 KBytes       
[  4]  25.00-26.00  sec   891 KBytes  7.29 Mbits/sec    0    478 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    478 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0    478 KBytes       
[  4]  28.00-29.00  sec   191 KBytes  1.56 Mbits/sec    0    495 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec   41    361 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   51    346 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    7    346 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec    0    346 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec    0    346 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    0    346 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4]  37.00-38.00  sec   191 KBytes  1.56 Mbits/sec    4   5.66 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   24   42.4 KBytes       
[  4]  39.00-40.00  sec  1.49 MBytes  12.5 Mbits/sec    0    413 KBytes       
[  4]  40.00-41.00  sec   191 KBytes  1.56 Mbits/sec    0    423 KBytes       
[  4]  41.00-42.00  sec   191 KBytes  1.56 Mbits/sec    0    433 KBytes       
[  4]  42.00-43.00  sec   445 KBytes  3.65 Mbits/sec    0    455 KBytes       
[  4]  43.00-44.00  sec   191 KBytes  1.56 Mbits/sec    0    464 KBytes       
[  4]  44.00-44.00  sec  0.00 Bytes  0.00 bits/sec    0    464 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-44.00  sec  10.0 MBytes  1.92 Mbits/sec  419             sender
[  4]   0.00-44.00  sec  6.47 MBytes  1.23 Mbits/sec                  receiver

iperf Done.
