Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.59   sec  82.0 KBytes   422 Kbits/sec    1   14.1 KBytes       
[  4]   1.59-2.00   sec  0.00 Bytes  0.00 bits/sec    0   14.1 KBytes       
[  4]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0   14.1 KBytes       
[  4]   3.00-4.00   sec  0.00 Bytes  0.00 bits/sec    0   14.1 KBytes       
[  4]   4.00-5.00   sec  14.1 KBytes   116 Kbits/sec    0   28.3 KBytes       
[  4]   5.00-6.00   sec  0.00 Bytes  0.00 bits/sec    0   28.3 KBytes       
[  4]   6.00-7.00   sec   192 KBytes  1.58 Mbits/sec    0   42.4 KBytes       
[  4]   7.00-8.00   sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[  4]   8.00-9.06   sec   198 KBytes  1.53 Mbits/sec    0   65.0 KBytes       
[  4]   9.06-10.00  sec  0.00 Bytes  0.00 bits/sec    0   65.0 KBytes       
[  4]  10.00-11.00  sec   318 KBytes  2.61 Mbits/sec    0    105 KBytes       
[  4]  11.00-12.00  sec   318 KBytes  2.61 Mbits/sec    0    136 KBytes       
[  4]  12.00-13.01  sec   255 KBytes  2.07 Mbits/sec    0    173 KBytes       
[  4]  13.01-14.00  sec   255 KBytes  2.10 Mbits/sec    0    201 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec    0    216 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   39    151 KBytes       
[  4]  16.00-17.01  sec  0.00 Bytes  0.00 bits/sec    1    151 KBytes       
[  4]  17.01-18.00  sec  0.00 Bytes  0.00 bits/sec   12    139 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec   10    151 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   522 Kbits/sec    0    151 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    157 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0    173 KBytes       
[  4]  22.00-23.00  sec  63.6 KBytes   522 Kbits/sec    0    189 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    0    189 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.57 Mbits/sec    0    206 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0    212 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.09 Mbits/sec    0    218 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.09 Mbits/sec    0    226 KBytes       
[  4]  28.00-29.00  sec   127 KBytes  1.04 Mbits/sec    0    238 KBytes       
[  4]  29.00-30.00  sec   191 KBytes  1.56 Mbits/sec    0    252 KBytes       
[  4]  30.00-31.00  sec  63.6 KBytes   521 Kbits/sec   25    205 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    9    181 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    3    181 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec    1    181 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec    0    181 KBytes       
[  4]  35.00-36.00  sec   509 KBytes  4.17 Mbits/sec    0    195 KBytes       
[  4]  36.00-37.00  sec  63.6 KBytes   522 Kbits/sec    0    204 KBytes       
[  4]  37.00-38.00  sec   127 KBytes  1.04 Mbits/sec    0    221 KBytes       
[  4]  38.00-39.02  sec  0.00 Bytes  0.00 bits/sec    2    221 KBytes       
[  4]  39.02-40.01  sec  0.00 Bytes  0.00 bits/sec    0    215 KBytes       
