Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.01   sec   348 KBytes  2.84 Mbits/sec    0   55.1 KBytes       
[  4]   1.01-2.00   sec   134 KBytes  1.10 Mbits/sec    0   60.8 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.57 Mbits/sec    0   66.5 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   73.5 KBytes       
[  4]   4.00-5.00   sec   127 KBytes  1.04 Mbits/sec    0   80.6 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    122 KBytes       
[  4]   6.00-7.00   sec   318 KBytes  2.61 Mbits/sec    0    165 KBytes       
[  4]   7.00-8.00   sec  63.6 KBytes   521 Kbits/sec    0    170 KBytes       
[  4]   8.00-9.00   sec   573 KBytes  4.69 Mbits/sec    0    247 KBytes       
[  4]   9.00-10.00  sec   382 KBytes  3.13 Mbits/sec    0    296 KBytes       
[  4]  10.00-11.00  sec   573 KBytes  4.69 Mbits/sec    0    370 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec    0    370 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   73    260 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec    7    260 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   60    256 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    7    249 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   67    167 KBytes       
[  4]  17.00-18.00  sec   827 KBytes  6.78 Mbits/sec    0    130 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec    0    185 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    199 KBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec    0    205 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    212 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    218 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.57 Mbits/sec    0    221 KBytes       
[  4]  24.00-25.00  sec  63.6 KBytes   521 Kbits/sec    0    222 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0    226 KBytes       
[  4]  26.00-27.00  sec   191 KBytes  1.56 Mbits/sec    0    240 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.08 Mbits/sec    0    272 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.08 Mbits/sec    0    328 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec    0    331 KBytes       
[  4]  30.00-31.00  sec   636 KBytes  5.21 Mbits/sec    0    440 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    0    440 KBytes       
[  4]  32.00-33.00  sec  1.49 MBytes  12.5 Mbits/sec    0    638 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec    0    638 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   27    577 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec  105    445 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    0    445 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec  112    420 KBytes       
[  4]  38.00-39.00  sec   318 KBytes  2.61 Mbits/sec    0    445 KBytes       
[  4]  39.00-40.00  sec   127 KBytes  1.04 Mbits/sec   46    438 KBytes       
[  4]  40.00-41.00  sec  1.06 MBytes  8.86 Mbits/sec    0    433 KBytes       
[  4]  41.00-42.00  sec   509 KBytes  4.17 Mbits/sec    0    314 KBytes       
[  4]  42.00-43.00  sec   382 KBytes  3.13 Mbits/sec    0    337 KBytes       
[  4]  43.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0    337 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-43.00  sec  10.3 MBytes  2.01 Mbits/sec  504             sender
[  4]   0.00-43.00  sec  7.05 MBytes  1.37 Mbits/sec                  receiver

iperf Done.
