Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   621 KBytes  5.08 Mbits/sec    0   33.9 KBytes       
[  4]   1.00-2.00   sec   509 KBytes  4.17 Mbits/sec    0   55.1 KBytes       
[  4]   2.00-3.00   sec   573 KBytes  4.69 Mbits/sec    0   76.4 KBytes       
[  4]   3.00-4.00   sec   509 KBytes  4.17 Mbits/sec    0   97.6 KBytes       
[  4]   4.00-5.00   sec   573 KBytes  4.69 Mbits/sec    0    119 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0    137 KBytes       
[  4]   6.00-7.00   sec   700 KBytes  5.73 Mbits/sec    0    182 KBytes       
[  4]   7.00-8.00   sec   891 KBytes  7.30 Mbits/sec    0    259 KBytes       
[  4]   8.00-9.00   sec  1018 KBytes  8.34 Mbits/sec    0    355 KBytes       
[  4]   9.00-10.00  sec  1.37 MBytes  11.5 Mbits/sec    0    491 KBytes       
[  4]  10.00-11.00  sec  1.37 MBytes  11.5 Mbits/sec    0    636 KBytes       
[  4]  11.00-12.00  sec  1.25 MBytes  10.5 Mbits/sec    0    819 KBytes       
[  4]  12.00-13.00  sec  1.25 MBytes  10.5 Mbits/sec    0    960 KBytes       
[  4]  13.00-14.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.11 MBytes       
[  4]  14.00-15.00  sec  2.50 MBytes  21.0 Mbits/sec    0   1.44 MBytes       
[  4]  15.00-16.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.56 MBytes       
[  4]  16.00-17.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.86 MBytes       
[  4]  17.00-18.00  sec  1.25 MBytes  10.5 Mbits/sec  127   1.57 MBytes       
[  4]  18.00-19.00  sec   259 KBytes  2.12 Mbits/sec  141   1.34 MBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec  177   1.34 MBytes       
