Connecting to host 10.0.0.2, port 5208
[  4] local 10.0.0.1 port 46124 connected to 10.0.0.2 port 5208
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.01   sec   170 KBytes  1.38 Mbits/sec    0   28.3 KBytes       
[  4]   1.01-2.02   sec   119 KBytes   959 Kbits/sec    0   42.4 KBytes       
[  4]   2.02-3.00   sec  70.7 KBytes   591 Kbits/sec    0   43.8 KBytes       
[  4]   3.00-4.00   sec  63.6 KBytes   521 Kbits/sec    0   48.1 KBytes       
[  4]   4.00-5.00   sec  63.6 KBytes   521 Kbits/sec    0   58.0 KBytes       
[  4]   5.00-6.00   sec  63.6 KBytes   522 Kbits/sec    0   66.5 KBytes       
[  4]   6.00-7.00   sec  0.00 Bytes  0.00 bits/sec    9   45.2 KBytes       
[  4]   7.00-8.00   sec  0.00 Bytes  0.00 bits/sec    0   45.2 KBytes       
[  4]   8.00-9.00   sec   127 KBytes  1.04 Mbits/sec    0   50.9 KBytes       
[  4]   9.00-10.00  sec  0.00 Bytes  0.00 bits/sec    0   50.9 KBytes       
[  4]  10.00-11.00  sec  63.6 KBytes   522 Kbits/sec    0   60.8 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec    0   62.2 KBytes       
[  4]  12.00-13.01  sec  63.6 KBytes   516 Kbits/sec    0   65.0 KBytes       
[  4]  13.01-14.00  sec  63.6 KBytes   528 Kbits/sec    0   70.7 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec    0   70.7 KBytes       
[  4]  15.00-16.01  sec   191 KBytes  1.56 Mbits/sec    0   96.2 KBytes       
[  4]  16.01-17.00  sec  0.00 Bytes  0.00 bits/sec    0   96.2 KBytes       
[  4]  17.00-18.01  sec   382 KBytes  3.10 Mbits/sec    0    144 KBytes       
[  4]  18.01-19.01  sec   445 KBytes  3.64 Mbits/sec    0    206 KBytes       
[  4]  19.01-20.01  sec  63.6 KBytes   524 Kbits/sec    0    214 KBytes       
[  4]  20.01-21.01  sec   700 KBytes  5.72 Mbits/sec    0    308 KBytes       
[  4]  21.01-22.01  sec   127 KBytes  1.05 Mbits/sec    0    320 KBytes       
[  4]  22.01-23.01  sec  0.00 Bytes  0.00 bits/sec   21    260 KBytes       
[  4]  23.01-24.02  sec  0.00 Bytes  0.00 bits/sec   60    223 KBytes       
[  4]  24.02-25.00  sec  63.6 KBytes   531 Kbits/sec    0    206 KBytes       
[  4]  25.00-26.01  sec   382 KBytes  3.09 Mbits/sec    0    228 KBytes       
[  4]  26.01-27.00  sec  63.6 KBytes   529 Kbits/sec    0    250 KBytes       
[  4]  27.00-28.01  sec   127 KBytes  1.03 Mbits/sec    0    276 KBytes       
[  4]  28.01-29.01  sec  63.6 KBytes   522 Kbits/sec    0    284 KBytes       
[  4]  29.01-30.03  sec   191 KBytes  1.53 Mbits/sec    0    303 KBytes       
[  4]  30.03-31.00  sec   191 KBytes  1.61 Mbits/sec    0    311 KBytes       
[  4]  31.00-32.00  sec   127 KBytes  1.04 Mbits/sec    0    314 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec    0    320 KBytes       
[  4]  33.00-34.02  sec   191 KBytes  1.53 Mbits/sec    0    325 KBytes       
[  4]  34.02-35.01  sec  0.00 Bytes  0.00 bits/sec   50    230 KBytes       
[  4]  35.01-36.03  sec  0.00 Bytes  0.00 bits/sec    0    230 KBytes       
[  4]  36.03-37.00  sec   445 KBytes  3.76 Mbits/sec   32    214 KBytes       
[  4]  37.00-38.00  sec  63.6 KBytes   522 Kbits/sec    0    212 KBytes       
[  4]  38.00-39.00  sec   255 KBytes  2.09 Mbits/sec    0    232 KBytes       
[  4]  39.00-40.00  sec   191 KBytes  1.56 Mbits/sec    0    235 KBytes       
[  4]  40.00-41.00  sec  0.00 Bytes  0.00 bits/sec    0    236 KBytes       
[  4]  41.00-42.01  sec   255 KBytes  2.07 Mbits/sec    0    253 KBytes       
[  4]  42.01-43.00  sec  0.00 Bytes  0.00 bits/sec    0    263 KBytes       
[  4]  43.00-44.00  sec   255 KBytes  2.09 Mbits/sec    0    297 KBytes       
[  4]  44.00-45.00  sec   127 KBytes  1.04 Mbits/sec    0    344 KBytes       
[  4]  45.00-46.00  sec   445 KBytes  3.65 Mbits/sec    0    396 KBytes       
[  4]  46.00-47.00  sec   445 KBytes  3.65 Mbits/sec    0    451 KBytes       
[  4]  47.00-48.01  sec   954 KBytes  7.76 Mbits/sec    0    577 KBytes       
[  4]  48.01-49.00  sec  0.00 Bytes  0.00 bits/sec    0    577 KBytes       
[  4]  49.00-50.00  sec   636 KBytes  5.21 Mbits/sec   22    607 KBytes       
[  4]  50.00-51.00  sec  0.00 Bytes  0.00 bits/sec   61    462 KBytes       
[  4]  51.00-52.00  sec  0.00 Bytes  0.00 bits/sec    0    462 KBytes       
[  4]  52.00-53.00  sec   127 KBytes  1.04 Mbits/sec   42    462 KBytes       
[  4]  53.00-54.00  sec  0.00 Bytes  0.00 bits/sec    1    462 KBytes       
[  4]  54.00-55.00  sec  1.06 MBytes  8.86 Mbits/sec    0    464 KBytes       
