Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   820 KBytes  6.72 Mbits/sec    0   62.2 KBytes       
[  4]   1.00-2.00   sec   636 KBytes  5.21 Mbits/sec    0   86.3 KBytes       
[  4]   2.00-3.00   sec   573 KBytes  4.69 Mbits/sec    0    110 KBytes       
[  4]   3.00-4.01   sec   382 KBytes  3.09 Mbits/sec    0    124 KBytes       
[  4]   4.01-5.00   sec   445 KBytes  3.70 Mbits/sec   12    130 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0    133 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.12 Mbits/sec    0    137 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.66 Mbits/sec    0    150 KBytes       
[  4]   8.00-9.00   sec   509 KBytes  4.17 Mbits/sec    0    173 KBytes       
[  4]   9.00-10.00  sec   445 KBytes  3.64 Mbits/sec    0    202 KBytes       
[  4]  10.00-11.00  sec   573 KBytes  4.70 Mbits/sec    0    255 KBytes       
[  4]  11.00-12.00  sec   636 KBytes  5.21 Mbits/sec    0    313 KBytes       
[  4]  12.00-13.00  sec   764 KBytes  6.26 Mbits/sec    0    393 KBytes       
[  4]  13.00-14.00  sec   891 KBytes  7.30 Mbits/sec    0    501 KBytes       
[  4]  14.00-15.00  sec   891 KBytes  7.29 Mbits/sec    0    609 KBytes       
[  4]  15.00-16.00  sec  1.25 MBytes  10.5 Mbits/sec    0    764 KBytes       
[  4]  16.00-17.00  sec  1.25 MBytes  10.5 Mbits/sec    0    956 KBytes       
[  4]  17.00-18.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.15 MBytes       
[  4]  18.00-19.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.37 MBytes       
[  4]  19.00-20.00  sec  1.25 MBytes  10.5 Mbits/sec   56   1.37 MBytes       
[  4]  20.00-21.00  sec  1.14 MBytes  9.61 Mbits/sec   24   1.16 MBytes       
[  4]  21.00-22.00  sec  0.00 Bytes  0.00 bits/sec   59   1.08 MBytes       
[  4]  22.00-23.00  sec   445 KBytes  3.65 Mbits/sec    0   1.08 MBytes       
[  4]  23.00-24.00  sec  2.50 MBytes  21.0 Mbits/sec   46   1.16 MBytes       
[  4]  24.00-25.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.21 MBytes       
[  4]  25.00-26.00  sec  1.10 MBytes  9.19 Mbits/sec    0   1.27 MBytes       
[  4]  26.00-27.00  sec   954 KBytes  7.83 Mbits/sec    0   1.31 MBytes       
[  4]  27.00-28.00  sec   954 KBytes  7.82 Mbits/sec    0   1.36 MBytes       
[  4]  28.00-29.00  sec   445 KBytes  3.65 Mbits/sec    0   1.38 MBytes       
[  4]  29.00-30.00  sec   954 KBytes  7.81 Mbits/sec    0   1.42 MBytes       
[  4]  30.00-31.00  sec   509 KBytes  4.17 Mbits/sec    0   1.45 MBytes       
[  4]  31.00-32.00  sec   891 KBytes  7.30 Mbits/sec    0   1.49 MBytes       
[  4]  32.00-33.00  sec   255 KBytes  2.09 Mbits/sec    0   1.51 MBytes       
[  4]  33.00-34.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.62 MBytes       
[  4]  34.00-35.00  sec   629 KBytes  5.16 Mbits/sec    0   1.65 MBytes       
[  4]  35.00-36.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.90 MBytes       
[  4]  36.00-37.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.98 MBytes       
[  4]  37.00-38.00  sec   876 KBytes  7.18 Mbits/sec  123   1.61 MBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   61   1.39 MBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   42   1.39 MBytes       
[  4]  40.00-41.00  sec  0.00 Bytes  0.00 bits/sec   21   1.39 MBytes       
[  4]  41.00-42.00  sec  0.00 Bytes  0.00 bits/sec  114   1.39 MBytes       
[  4]  42.00-43.00  sec  63.6 KBytes   522 Kbits/sec    1   1.41 KBytes       
[  4]  43.00-44.00  sec   573 KBytes  4.69 Mbits/sec   63   80.6 KBytes       
[  4]  44.00-45.00  sec  1.25 MBytes  10.5 Mbits/sec  160   1.47 MBytes       
[  4]  45.00-46.00  sec  2.50 MBytes  21.0 Mbits/sec    0   1.62 MBytes       
[  4]  46.00-47.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.65 MBytes       
[  4]  47.00-48.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.68 MBytes       
[  4]  48.00-49.00  sec  1.21 MBytes  10.1 Mbits/sec    0   1.71 MBytes       
[  4]  49.00-50.00  sec  0.00 Bytes  0.00 bits/sec  301   1.20 MBytes       
[  4]  50.00-51.00  sec  0.00 Bytes  0.00 bits/sec   15   1.20 MBytes       
[  4]  51.00-52.00  sec  0.00 Bytes  0.00 bits/sec   15   1.20 MBytes       
[  4]  52.00-53.00  sec  0.00 Bytes  0.00 bits/sec   19   1.20 MBytes       
[  4]  53.00-54.00  sec  0.00 Bytes  0.00 bits/sec   38   1.20 MBytes       
[  4]  54.00-55.00  sec  0.00 Bytes  0.00 bits/sec    4   1.41 KBytes       
[  4]  55.00-56.00  sec   573 KBytes  4.69 Mbits/sec  134    151 KBytes       
[  4]  56.00-57.00  sec  1.25 MBytes  10.5 Mbits/sec   72   1.25 MBytes       
[  4]  57.00-58.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.40 MBytes       
[  4]  58.00-59.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.43 MBytes       
[  4]  59.00-60.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.47 MBytes       
[  4]  60.00-61.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.50 MBytes       
[  4]  61.00-62.00  sec  1.14 MBytes  9.60 Mbits/sec    0   1.53 MBytes       
[  4]  62.00-63.00  sec   827 KBytes  6.78 Mbits/sec    0   1.57 MBytes       
[  4]  63.00-64.00  sec   382 KBytes  3.13 Mbits/sec    0   1.59 MBytes       
[  4]  64.00-65.00  sec   954 KBytes  7.82 Mbits/sec    0   1.64 MBytes       
[  4]  65.00-66.00  sec  0.00 Bytes  0.00 bits/sec    6   1.58 MBytes       
[  4]  66.00-67.00  sec  0.00 Bytes  0.00 bits/sec   39   1.25 MBytes       
[  4]  67.00-68.00  sec  0.00 Bytes  0.00 bits/sec   26   1.15 MBytes       
[  4]  68.00-69.00  sec  0.00 Bytes  0.00 bits/sec   40   1.15 MBytes       
[  4]  69.00-70.00  sec  0.00 Bytes  0.00 bits/sec   65   1.15 MBytes       
[  4]  70.00-71.00  sec  0.00 Bytes  0.00 bits/sec   33   1.41 KBytes       
[  4]  71.00-71.93  sec  1.25 MBytes  11.3 Mbits/sec  138   1.26 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-71.93  sec  50.8 MBytes  5.92 Mbits/sec  1727             sender
[  4]   0.00-71.93  sec  43.6 MBytes  5.09 Mbits/sec                  receiver

iperf Done.
