Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.24 MBytes  10.4 Mbits/sec    0   82.0 KBytes       
[  4]   1.00-2.00   sec   700 KBytes  5.73 Mbits/sec    0    110 KBytes       
[  4]   2.00-3.00   sec  1018 KBytes  8.34 Mbits/sec    0    148 KBytes       
[  4]   3.00-4.00   sec   891 KBytes  7.30 Mbits/sec    3    168 KBytes       
[  4]   4.00-5.00   sec   764 KBytes  6.26 Mbits/sec    0    171 KBytes       
[  4]   5.00-6.00   sec   764 KBytes  6.25 Mbits/sec    0    175 KBytes       
[  4]   6.00-7.00   sec   636 KBytes  5.22 Mbits/sec    0    187 KBytes       
[  4]   7.00-8.00   sec   827 KBytes  6.77 Mbits/sec    0    211 KBytes       
[  4]   8.00-9.00   sec   700 KBytes  5.74 Mbits/sec    0    243 KBytes       
[  4]   9.00-10.00  sec   891 KBytes  7.30 Mbits/sec    0    297 KBytes       
[  4]  10.00-11.00  sec   700 KBytes  5.73 Mbits/sec    0    349 KBytes       
[  4]  11.00-12.00  sec   700 KBytes  5.73 Mbits/sec    0    417 KBytes       
[  4]  12.00-13.00  sec   954 KBytes  7.82 Mbits/sec    0    529 KBytes       
[  4]  13.00-14.00  sec   127 KBytes  1.04 Mbits/sec   37    465 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   60    383 KBytes       
[  4]  15.00-16.00  sec   700 KBytes  5.73 Mbits/sec    0    383 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   41    383 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec    3   1.41 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.09 Mbits/sec   68    222 KBytes       
[  4]  19.00-20.00  sec   509 KBytes  4.17 Mbits/sec    0    403 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    411 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   522 Kbits/sec    0    417 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec  103    291 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    3    291 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec    5   1.41 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0   1.41 KBytes       
[  4]  26.00-27.00  sec  1.49 MBytes  12.5 Mbits/sec   24    356 KBytes       
[  4]  27.00-28.00  sec  1.12 MBytes  9.39 Mbits/sec    0    413 KBytes       
[  4]  28.00-29.00  sec   636 KBytes  5.21 Mbits/sec    0    445 KBytes       
[  4]  29.00-30.00  sec   636 KBytes  5.21 Mbits/sec    0    479 KBytes       
[  4]  30.00-31.00  sec   764 KBytes  6.27 Mbits/sec    0    518 KBytes       
[  4]  31.00-32.00  sec   636 KBytes  5.21 Mbits/sec    0    550 KBytes       
[  4]  32.00-33.01  sec   891 KBytes  7.27 Mbits/sec    0    585 KBytes       
[  4]  33.01-34.00  sec  1018 KBytes  8.38 Mbits/sec    0    625 KBytes       
[  4]  34.00-35.00  sec   891 KBytes  7.29 Mbits/sec    0    659 KBytes       
[  4]  35.00-36.00  sec  1.06 MBytes  8.86 Mbits/sec    0    731 KBytes       
[  4]  36.00-37.00  sec  1.25 MBytes  10.5 Mbits/sec    0    857 KBytes       
[  4]  37.00-38.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.01 MBytes       
[  4]  38.00-39.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.16 MBytes       
[  4]  39.00-40.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.33 MBytes       
[  4]  40.00-41.00  sec  1.25 MBytes  10.5 Mbits/sec   20   1.35 MBytes       
[  4]  41.00-42.00  sec   727 KBytes  5.95 Mbits/sec  166   1.03 MBytes       
[  4]  42.00-43.00  sec   382 KBytes  3.13 Mbits/sec  117   1.03 MBytes       
[  4]  43.00-44.00  sec   127 KBytes  1.04 Mbits/sec   29   1.03 MBytes       
[  4]  44.00-45.00  sec   318 KBytes  2.61 Mbits/sec    1   1.41 KBytes       
[  4]  45.00-46.00  sec   445 KBytes  3.65 Mbits/sec    0   1.41 KBytes       
[  4]  46.00-47.00  sec  2.50 MBytes  21.0 Mbits/sec   64   1.14 MBytes       
[  4]  47.00-48.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.18 MBytes       
[  4]  48.00-49.00  sec   296 KBytes  2.43 Mbits/sec   12   1.09 MBytes       
[  4]  49.00-50.00  sec  0.00 Bytes  0.00 bits/sec   19    861 KBytes       
[  4]  50.00-51.00  sec  1.06 MBytes  8.86 Mbits/sec    5    861 KBytes       
[  4]  51.00-52.00  sec  1.25 MBytes  10.5 Mbits/sec    0    940 KBytes       
[  4]  52.00-53.00  sec   756 KBytes  6.19 Mbits/sec   43    759 KBytes       
[  4]  53.00-54.00  sec   445 KBytes  3.65 Mbits/sec   30    683 KBytes       
[  4]  54.00-55.00  sec  1.25 MBytes  10.5 Mbits/sec    0    703 KBytes       
[  4]  55.00-56.00  sec  1.05 MBytes  8.80 Mbits/sec    0    751 KBytes       
[  4]  56.00-57.00  sec   891 KBytes  7.29 Mbits/sec    0    788 KBytes       
[  4]  57.00-58.00  sec  1.06 MBytes  8.86 Mbits/sec    0    810 KBytes       
[  4]  58.00-59.00  sec   636 KBytes  5.21 Mbits/sec    0    819 KBytes       
[  4]  59.00-60.00  sec   764 KBytes  6.25 Mbits/sec    0    824 KBytes       
[  4]  60.00-61.09  sec   255 KBytes  1.92 Mbits/sec    0    826 KBytes       
[  4]  61.09-62.00  sec   573 KBytes  5.14 Mbits/sec    0    827 KBytes       
[  4]  62.00-63.00  sec   700 KBytes  5.74 Mbits/sec    0    831 KBytes       
[  4]  63.00-64.00  sec   382 KBytes  3.13 Mbits/sec    0    839 KBytes       
[  4]  64.00-65.00  sec   573 KBytes  4.69 Mbits/sec    0    853 KBytes       
[  4]  65.00-66.00  sec   764 KBytes  6.25 Mbits/sec    0    887 KBytes       
[  4]  66.00-67.00  sec   318 KBytes  2.61 Mbits/sec    0    913 KBytes       
[  4]  67.00-68.00  sec   636 KBytes  5.21 Mbits/sec    0    967 KBytes       
[  4]  68.00-69.00  sec  0.00 Bytes  0.00 bits/sec   17    880 KBytes       
[  4]  69.00-70.00  sec  0.00 Bytes  0.00 bits/sec   24    708 KBytes       
[  4]  70.00-71.00  sec   636 KBytes  5.21 Mbits/sec   29    691 KBytes       
[  4]  71.00-72.00  sec   127 KBytes  1.04 Mbits/sec   16    691 KBytes       
[  4]  72.00-73.00  sec  0.00 Bytes  0.00 bits/sec    8    691 KBytes       
[  4]  73.00-74.00  sec   191 KBytes  1.57 Mbits/sec    5   1.41 KBytes       
[  4]  74.00-75.00  sec   382 KBytes  3.13 Mbits/sec    0   1.41 KBytes       
[  4]  75.00-76.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4]  76.00-77.00  sec  0.00 Bytes  0.00 bits/sec    0   2.83 KBytes       
[  4]  77.00-78.00  sec  0.00 Bytes  0.00 bits/sec    2   2.83 KBytes       
[  4]  78.00-79.00  sec  63.6 KBytes   521 Kbits/sec   22    161 KBytes       
[  4]  79.00-80.00  sec  1.25 MBytes  10.5 Mbits/sec    0    779 KBytes       
[  4]  80.00-81.00  sec   947 KBytes  7.76 Mbits/sec    0    779 KBytes       
[  4]  81.00-81.00  sec  0.00 Bytes  0.00 bits/sec    0    779 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-81.00  sec  50.5 MBytes  5.23 Mbits/sec  977             sender
[  4]   0.00-81.00  sec  42.7 MBytes  4.43 Mbits/sec                  receiver

iperf Done.
