Step; State; Reward
0; [[9.424e-02 2.562e+00 0.000e+00 6.771e-04 6.771e-04 5.377e-02 0.000e+00
  0.000e+00 2.385e+00 2.381e+00 2.346e+00 5.368e-02 2.342e+00 2.342e+00
  2.342e+00 0.000e+00 0.000e+00 0.000e+00 2.316e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
1; [[2.6660e-01 1.0734e+01 1.4305e-04 1.4133e-03 1.4133e-03 2.4402e-01
  1.4305e-04 1.4305e-04 9.8672e+00 9.8672e+00 9.5781e+00 2.4414e-01
  7.4805e+00 7.4805e+00 7.4805e+00 1.4305e-04 1.4305e-04 1.4305e-04
  7.5117e+00 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 3.0136e-04
  3.0136e-04 3.0136e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
2; [[ 0.2776 11.805   0.      0.      0.      0.2766  0.      0.      9.445
   9.445   9.445   0.2769  6.86    6.86    6.86    0.      0.      0.
   6.844   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
3; [[4.0381e-01 9.1641e+00 1.1444e-04 1.1444e-04 1.1444e-04 4.0356e-01
  1.1444e-04 1.1444e-04 9.4219e+00 9.4219e+00 9.4219e+00 4.0356e-01
  7.6680e+00 7.6680e+00 7.6680e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.6680e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
4; [[ 0.272 12.07   0.     0.     0.     0.272  0.     0.    11.57  11.57
  11.58   0.272  9.375  9.375  9.375  0.     0.     0.     9.375  0.
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
   0.     0.     0.     0.     0.   ]]; [0.]
5; [[4.739e-01 1.157e+01 1.431e-04 1.431e-04 1.431e-04 4.741e-01 1.431e-04
  1.431e-04 1.177e+01 1.177e+01 1.176e+01 4.739e-01 9.875e+00 9.875e+00
  9.875e+00 1.431e-04 1.431e-04 1.431e-04 9.891e+00 1.431e-04 1.431e-04
  1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04 1.431e-04 1.431e-04 0.000e+00 0.000e+00 0.000e+00]]; [0.]
6; [[0.2136 9.83   0.     0.     0.     0.2137 0.     0.     9.44   9.44
  9.46   0.2137 7.88   7.88   7.88   0.     0.     0.     7.88   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
7; [[3.1055e-01 1.2359e+01 1.4305e-04 1.4305e-04 1.4305e-04 3.0957e-01
  1.4305e-04 1.4305e-04 1.1602e+01 1.1602e+01 1.1516e+01 3.0957e-01
  9.7578e+00 9.7578e+00 9.7578e+00 1.4305e-04 1.4305e-04 1.4305e-04
  9.7578e+00 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 3.0136e-04
  3.0136e-04 3.0136e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
8; [[0.3818  9.15    0.      0.02054 0.02054 0.4106  0.      0.      9.42
  9.414   9.43    0.4106  8.07    8.07    8.07    0.      0.      0.
  8.07    0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     ]]; [0.]
9; [[0.2283  9.83    0.      0.01854 0.01854 0.2651  0.      0.      9.44
  9.43    9.445   0.2651  7.555   7.555   7.555   0.      0.      0.
  7.555   0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     ]]; [0.]
10; [[0.3381 9.05   0.     0.     0.     0.3381 0.     0.     9.24   9.24
  9.26   0.3381 6.45   6.45   6.45   0.     0.     0.     6.45   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
11; [[0.2274 9.71   0.     0.     0.     0.2274 0.     0.     9.42   9.42
  9.44   0.2274 6.715  6.715  6.715  0.     0.     0.     6.715  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
12; [[0.3684 9.84   0.     0.     0.     0.3684 0.     0.     9.44   9.44
  9.44   0.3684 7.17   7.17   7.17   0.     0.     0.     7.17   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
13; [[0.3638 8.805  0.     0.     0.     0.3638 0.     0.     8.99   8.99
  9.04   0.3638 6.855  6.855  6.855  0.     0.     0.     6.855  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
14; [[2.6636e-01 1.2453e+01 1.4305e-04 1.4305e-04 1.4305e-04 2.6611e-01
  1.4305e-04 1.4305e-04 1.2141e+01 1.2141e+01 1.1945e+01 2.6611e-01
  9.0938e+00 9.0938e+00 9.0938e+00 1.4305e-04 1.4305e-04 1.4305e-04
  9.0859e+00 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
15; [[3.860e-01 9.219e+00 0.000e+00 6.390e-05 6.390e-05 3.845e-01 0.000e+00
  0.000e+00 9.414e+00 9.414e+00 9.414e+00 3.845e-01 7.219e+00 7.219e+00
  7.219e+00 0.000e+00 0.000e+00 0.000e+00 7.219e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
16; [[2.0898e-01 9.6250e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.0764e-01
  1.1444e-04 1.1444e-04 9.3125e+00 9.3125e+00 9.3438e+00 2.0764e-01
  7.3086e+00 7.3086e+00 7.3086e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.3086e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
17; [[3.247e-01 1.007e+01 0.000e+00 9.308e-03 9.308e-03 3.347e-01 0.000e+00
  0.000e+00 9.375e+00 9.375e+00 9.383e+00 3.347e-01 7.340e+00 7.340e+00
  7.340e+00 0.000e+00 0.000e+00 0.000e+00 7.336e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
18; [[3.6255e-01 9.0078e+00 1.1444e-04 1.1444e-04 1.1444e-04 3.6230e-01
  1.1444e-04 1.1444e-04 9.3984e+00 9.3984e+00 9.4062e+00 3.6230e-01
  7.2266e+00 7.2266e+00 7.2266e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.2305e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
19; [[ 0.4802 11.664   0.      0.      0.      0.4802  0.      0.     11.48
  11.48   11.46    0.4802  8.71    8.71    8.71    0.      0.      0.
   8.71    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
20; [[2.6367e-01 9.6562e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.6343e-01
