Step; State; Reward
0; [[8.167e-02 2.523e+00 0.000e+00 5.646e-04 5.646e-04 5.237e-02 0.000e+00
  0.000e+00 2.379e+00 2.375e+00 2.326e+00 5.258e-02 2.322e+00 2.322e+00
  2.322e+00 0.000e+00 0.000e+00 0.000e+00 2.287e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
1; [[8.167e-02 2.523e+00 0.000e+00 5.646e-04 5.646e-04 5.237e-02 0.000e+00
  0.000e+00 2.379e+00 2.375e+00 2.326e+00 5.258e-02 2.322e+00 2.322e+00
  2.322e+00 0.000e+00 0.000e+00 0.000e+00 2.287e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
2; [[2.5977e-01 1.1500e+01 0.0000e+00 1.4114e-04 1.4114e-04 2.5977e-01
  0.0000e+00 0.0000e+00 1.1234e+01 1.1234e+01 1.0891e+01 2.5952e-01
  1.0891e+01 1.0891e+01 1.0891e+01 0.0000e+00 0.0000e+00 0.0000e+00
  1.0766e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
3; [[ 0.5723 13.37    0.      0.      0.      0.5723  0.      0.     11.82
  11.82   11.83    0.5723 11.83   11.83   11.83    0.      0.      0.
  11.82    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
4; [[0.4944 9.25   0.     0.     0.     0.4944 0.     0.     9.43   6.926
  9.43   0.4941 9.43   9.43   9.43   0.     0.     0.     9.43   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
5; [[2.3108e-01 8.8203e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.3096e-01
  1.1444e-04 1.1444e-04 9.4141e+00 6.4453e+00 9.4219e+00 2.3108e-01
  9.4219e+00 9.4219e+00 9.4219e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.3984e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
6; [[2.3108e-01 8.8203e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.3096e-01
  1.1444e-04 1.1444e-04 9.4141e+00 6.4453e+00 9.4219e+00 2.3108e-01
  9.4219e+00 9.4219e+00 9.4219e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.3984e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
7; [[2.3108e-01 8.8203e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.3096e-01
  1.1444e-04 1.1444e-04 9.4141e+00 6.4453e+00 9.4219e+00 2.3108e-01
  9.4219e+00 9.4219e+00 9.4219e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.3984e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
8; [[ 0.2585 13.48    0.      0.      0.      0.2585  0.      0.     11.67
   8.336  11.67    0.2583 11.67   11.67   11.67    0.      0.      0.
  11.64    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
9; [[5.0879e-01 8.8750e+00 1.1444e-04 1.7834e-04 1.7834e-04 5.0879e-01
  1.1444e-04 1.1444e-04 9.4375e+00 5.5430e+00 9.4453e+00 5.0879e-01
  9.4453e+00 9.4453e+00 9.4453e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.4375e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
10; [[ 0.4104 11.66    0.      0.      0.      0.41    0.      0.     11.836
   5.11   11.836   0.41   11.836  11.836  11.836   0.      0.      0.
  11.836   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
11; [[3.8281e-01 9.3047e+00 1.1444e-04 9.3536e-03 9.3536e-03 4.2334e-01
  1.1444e-04 1.1444e-04 9.4375e+00 4.2773e+00 9.4531e+00 4.2358e-01
  9.4531e+00 9.4531e+00 9.4531e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.4453e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
12; [[ 0.2593 12.266   0.      0.      0.      0.2593  0.      0.     11.87
   5.586  11.87    0.2593 11.87   11.87   11.87    0.      0.      0.
  11.87    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
13; [[ 0.2593 12.266   0.      0.      0.      0.2593  0.      0.     11.87
   5.586  11.87    0.2593 11.87   11.87   11.87    0.      0.      0.
  11.87    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
14; [[4.4434e-01 9.1875e+00 1.1444e-04 1.1444e-04 1.1444e-04 4.4409e-01
  1.1444e-04 1.1444e-04 9.4531e+00 4.3516e+00 9.4609e+00 4.4409e-01
  9.4609e+00 9.4609e+00 9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
15; [[4.4434e-01 9.1875e+00 1.1444e-04 1.1444e-04 1.1444e-04 4.4409e-01
  1.1444e-04 1.1444e-04 9.4531e+00 4.3516e+00 9.4609e+00 4.4409e-01
  9.4609e+00 9.4609e+00 9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
16; [[4.4434e-01 9.1875e+00 1.1444e-04 1.1444e-04 1.1444e-04 4.4409e-01
  1.1444e-04 1.1444e-04 9.4531e+00 4.3516e+00 9.4609e+00 4.4409e-01
  9.4609e+00 9.4609e+00 9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
17; [[0.3481 9.625  0.     0.     0.     0.3484 0.     0.     9.44   3.514
  9.42   0.3484 9.42   9.42   9.42   0.     0.     0.     9.44   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
18; [[4.6753e-01 8.5312e+00 1.1444e-04 1.1444e-04 1.1444e-04 4.6753e-01
  1.1444e-04 1.1444e-04 9.4609e+00 2.7891e+00 9.4609e+00 4.6753e-01
  9.4609e+00 9.4609e+00 9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04
  9.4609e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
19; [[0.1963 9.56   0.     0.     0.     0.1963 0.     0.     9.36   2.223
  9.06   0.1963 9.06   9.06   9.06   0.     0.     0.     9.39   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
20; [[0.1963 9.56   0.     0.     0.     0.1963 0.     0.     9.36   2.223
  9.06   0.1963 9.06   9.06   9.06   0.     0.     0.     9.39   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
21; [[3.5645e-01 9.5781e+00 1.1444e-04 1.1444e-04 1.1444e-04 3.5620e-01
