Connecting to host 10.0.0.2, port 5201
[ 24] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 24]   0.00-1.71   sec  82.0 KBytes   393 Kbits/sec    1   14.1 KBytes       
[ 24]   1.71-2.00   sec  0.00 Bytes  0.00 bits/sec    0   14.1 KBytes       
[ 24]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0   14.1 KBytes       
[ 24]   3.00-4.00   sec  14.1 KBytes   116 Kbits/sec    0   28.3 KBytes       
[ 24]   4.00-5.00   sec  0.00 Bytes  0.00 bits/sec    0   28.3 KBytes       
[ 24]   5.00-6.00   sec   221 KBytes  1.81 Mbits/sec    0   42.4 KBytes       
[ 24]   6.00-7.00   sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[ 24]   7.00-8.00   sec  7.07 KBytes  57.9 Kbits/sec    0   43.8 KBytes       
[ 24]   8.00-9.00   sec  0.00 Bytes  0.00 bits/sec    0   43.8 KBytes       
[ 24]   9.00-10.00  sec   191 KBytes  1.56 Mbits/sec    0   62.2 KBytes       
[ 24]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    0   62.2 KBytes       
[ 24]  11.00-12.00  sec   191 KBytes  1.56 Mbits/sec    0   86.3 KBytes       
[ 24]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec    0   86.3 KBytes       
[ 24]  13.00-14.00  sec   318 KBytes  2.61 Mbits/sec    0    130 KBytes       
[ 24]  14.00-15.00  sec   445 KBytes  3.65 Mbits/sec    0    195 KBytes       
[ 24]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec    0    195 KBytes       
[ 24]  16.00-17.00  sec   700 KBytes  5.74 Mbits/sec    0    281 KBytes       
[ 24]  17.00-18.01  sec  0.00 Bytes  0.00 bits/sec    0    281 KBytes       
[ 24]  18.01-19.00  sec  1018 KBytes  8.40 Mbits/sec    1    417 KBytes       
[ 24]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec    0    417 KBytes       
[ 24]  20.00-21.00  sec  63.6 KBytes   521 Kbits/sec   59    293 KBytes       
[ 24]  21.00-22.00  sec  0.00 Bytes  0.00 bits/sec    0    293 KBytes       
[ 24]  22.00-23.00  sec   509 KBytes  4.17 Mbits/sec    0    294 KBytes       
[ 24]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0    320 KBytes       
[ 24]  24.00-25.00  sec   255 KBytes  2.08 Mbits/sec    0    344 KBytes       
[ 24]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    383 KBytes       
[ 24]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    386 KBytes       
[ 24]  27.00-28.00  sec   382 KBytes  3.13 Mbits/sec    0    406 KBytes       
[ 24]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec    0    406 KBytes       
[ 24]  29.00-30.00  sec   382 KBytes  3.12 Mbits/sec    0    414 KBytes       
[ 24]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    3    406 KBytes       
[ 24]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    0    317 KBytes       
[ 24]  32.00-33.00  sec   382 KBytes  3.13 Mbits/sec    1    290 KBytes       
[ 24]  33.00-34.00  sec   255 KBytes  2.09 Mbits/sec    0    291 KBytes       
[ 24]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec    0    291 KBytes       
