Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   981 KBytes  8.04 Mbits/sec    0    103 KBytes       
[  4]   1.00-2.00   sec   573 KBytes  4.69 Mbits/sec    0    126 KBytes       
[  4]   2.00-3.00   sec   509 KBytes  4.17 Mbits/sec    0    146 KBytes       
[  4]   3.00-4.00   sec   509 KBytes  4.17 Mbits/sec    0    165 KBytes       
[  4]   4.00-5.00   sec   509 KBytes  4.17 Mbits/sec    0    185 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0    205 KBytes       
[  4]   6.00-7.00   sec   636 KBytes  5.21 Mbits/sec    0    239 KBytes       
[  4]   7.00-8.00   sec   891 KBytes  7.30 Mbits/sec    0    317 KBytes       
[  4]   8.00-9.00   sec   827 KBytes  6.78 Mbits/sec    0    395 KBytes       
[  4]   9.00-10.00  sec   954 KBytes  7.82 Mbits/sec    0    496 KBytes       
[  4]  10.00-11.00  sec  1.30 MBytes  10.9 Mbits/sec    0    635 KBytes       
[  4]  11.00-12.00  sec  1.24 MBytes  10.4 Mbits/sec    0    768 KBytes       
[  4]  12.00-13.00  sec  1.25 MBytes  10.5 Mbits/sec    0    987 KBytes       
[  4]  13.00-14.00  sec  2.50 MBytes  21.0 Mbits/sec    0   1.21 MBytes       
[  4]  14.00-15.00  sec  1.16 MBytes  9.71 Mbits/sec    0   1.35 MBytes       
[  4]  15.00-16.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.70 MBytes       
[  4]  16.00-17.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.89 MBytes       
[  4]  17.00-18.00  sec  1.25 MBytes  10.5 Mbits/sec  117   1.63 MBytes       
[  4]  18.00-19.00  sec   232 KBytes  1.91 Mbits/sec  286   1.32 MBytes       
[  4]  19.00-20.00  sec   127 KBytes  1.04 Mbits/sec   45   1.32 MBytes       
[  4]  20.00-21.00  sec   255 KBytes  2.09 Mbits/sec  349    870 KBytes       
[  4]  21.00-22.00  sec   700 KBytes  5.73 Mbits/sec   51    740 KBytes       
[  4]  22.00-23.00  sec  1.25 MBytes  10.5 Mbits/sec   58    280 KBytes       
[  4]  23.00-24.00  sec  1.25 MBytes  10.5 Mbits/sec    0    960 KBytes       
[  4]  24.00-25.00  sec  1.23 MBytes  10.3 Mbits/sec    0    987 KBytes       
[  4]  25.00-26.00  sec   700 KBytes  5.73 Mbits/sec    0   1.01 MBytes       
[  4]  26.00-27.00  sec   382 KBytes  3.13 Mbits/sec    0   1.04 MBytes       
[  4]  27.00-28.00  sec   764 KBytes  6.25 Mbits/sec    0   1.08 MBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.08 Mbits/sec    0   1.09 MBytes       
[  4]  29.00-30.00  sec   954 KBytes  7.82 Mbits/sec    0   1.11 MBytes       
[  4]  30.00-31.00  sec   191 KBytes  1.56 Mbits/sec    0   1.11 MBytes       
[  4]  31.00-32.00  sec   891 KBytes  7.30 Mbits/sec    0   1.12 MBytes       
[  4]  32.00-33.00  sec   255 KBytes  2.09 Mbits/sec    0   1.12 MBytes       
[  4]  33.00-34.00  sec   891 KBytes  7.29 Mbits/sec    0   1.13 MBytes       
[  4]  34.00-35.00  sec   255 KBytes  2.08 Mbits/sec    0   1.14 MBytes       
[  4]  35.00-36.00  sec   891 KBytes  7.30 Mbits/sec    0   1.17 MBytes       
[  4]  36.00-37.00  sec   255 KBytes  2.08 Mbits/sec    0   1.18 MBytes       
[  4]  37.00-38.00  sec   891 KBytes  7.30 Mbits/sec    0   1.26 MBytes       
[  4]  38.00-39.00  sec   255 KBytes  2.09 Mbits/sec    0   1.29 MBytes       
[  4]  39.00-40.00  sec   764 KBytes  6.25 Mbits/sec    0   1.41 MBytes       
[  4]  40.00-41.00  sec   318 KBytes  2.61 Mbits/sec    0   1.46 MBytes       
[  4]  41.00-42.00  sec   509 KBytes  4.17 Mbits/sec   11   1.56 MBytes       
[  4]  42.00-43.00  sec  0.00 Bytes  0.00 bits/sec   50   1.32 MBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec   73   1.12 MBytes       
[  4]  44.00-45.00  sec   700 KBytes  5.74 Mbits/sec   68   1.12 MBytes       
[  4]  45.00-46.00  sec   891 KBytes  7.29 Mbits/sec  144   1.08 MBytes       
[  4]  46.00-47.00  sec   573 KBytes  4.70 Mbits/sec   59    880 KBytes       
[  4]  47.00-48.00  sec  0.00 Bytes  0.00 bits/sec  169    805 KBytes       
[  4]  48.00-49.00  sec   127 KBytes  1.04 Mbits/sec  129    805 KBytes       
[  4]  49.00-50.01  sec  1.24 MBytes  10.3 Mbits/sec   16    796 KBytes       
[  4]  50.01-51.00  sec  0.00 Bytes  0.00 bits/sec    2    805 KBytes       
