Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   273 KBytes  2.23 Mbits/sec    0   19.8 KBytes       
[  4]   1.00-2.00   sec   137 KBytes  1.12 Mbits/sec    0   25.5 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   32.5 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   42.4 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0   69.3 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    110 KBytes       
[  4]   6.00-7.00   sec   318 KBytes  2.61 Mbits/sec    0    148 KBytes       
[  4]   7.00-8.00   sec   509 KBytes  4.17 Mbits/sec    0    212 KBytes       
[  4]   8.00-9.00   sec   318 KBytes  2.60 Mbits/sec    0    252 KBytes       
[  4]   9.00-10.00  sec   445 KBytes  3.65 Mbits/sec    0    317 KBytes       
[  4]  10.00-11.00  sec   573 KBytes  4.69 Mbits/sec    0    387 KBytes       
[  4]  11.00-12.00  sec   636 KBytes  5.21 Mbits/sec    0    474 KBytes       
[  4]  12.00-13.00  sec  63.6 KBytes   521 Kbits/sec   32    410 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   71    339 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   12    339 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   75    281 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   62    339 KBytes       
[  4]  17.00-18.00  sec   127 KBytes  1.04 Mbits/sec   41    287 KBytes       
[  4]  18.00-19.00  sec   255 KBytes  2.09 Mbits/sec   21    208 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    5    238 KBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec    0    238 KBytes       
[  4]  21.00-22.00  sec   891 KBytes  7.30 Mbits/sec    0    240 KBytes       
[  4]  22.00-23.00  sec   191 KBytes  1.56 Mbits/sec    0    257 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0    269 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0    279 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.04 Mbits/sec    0    281 KBytes       
[  4]  26.00-27.00  sec   191 KBytes  1.56 Mbits/sec    0    286 KBytes       
[  4]  27.00-28.00  sec  63.6 KBytes   522 Kbits/sec    0    288 KBytes       
[  4]  28.00-29.00  sec   127 KBytes  1.04 Mbits/sec    0    296 KBytes       
[  4]  29.00-30.00  sec   127 KBytes  1.04 Mbits/sec    0    304 KBytes       
[  4]  30.00-31.00  sec   127 KBytes  1.04 Mbits/sec    0    328 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    0    341 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.57 Mbits/sec    0    400 KBytes       
[  4]  33.00-34.00  sec  63.6 KBytes   521 Kbits/sec    6    426 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   27    352 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec   50    310 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec   14    310 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec   63    288 KBytes       
[  4]  38.00-39.00  sec   191 KBytes  1.56 Mbits/sec   47    284 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   37    310 KBytes       
[  4]  40.00-41.00  sec   255 KBytes  2.09 Mbits/sec   38    274 KBytes       
[  4]  41.00-42.00  sec  63.6 KBytes   521 Kbits/sec   57    216 KBytes       
[  4]  42.00-43.00  sec  63.6 KBytes   521 Kbits/sec   14    211 KBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec   17    216 KBytes       
[  4]  44.00-45.00  sec   445 KBytes  3.65 Mbits/sec   19    216 KBytes       
[  4]  45.00-46.00  sec  0.00 Bytes  0.00 bits/sec   24    216 KBytes       
[  4]  46.00-47.00  sec  0.00 Bytes  0.00 bits/sec    0    216 KBytes       
[  4]  47.00-48.00  sec   191 KBytes  1.56 Mbits/sec   25    216 KBytes       
[  4]  48.00-49.00  sec  1.12 MBytes  9.38 Mbits/sec    0    160 KBytes       
[  4]  49.00-50.00  sec   255 KBytes  2.09 Mbits/sec    0    164 KBytes       
[  4]  50.00-51.00  sec   127 KBytes  1.04 Mbits/sec    0    174 KBytes       
[  4]  51.00-52.00  sec   318 KBytes  2.61 Mbits/sec    0    181 KBytes       
[  4]  52.00-52.00  sec  0.00 Bytes  0.00 bits/sec    0    181 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-52.00  sec  10.2 MBytes  1.64 Mbits/sec  757             sender
[  4]   0.00-52.00  sec  7.55 MBytes  1.22 Mbits/sec                  receiver

iperf Done.
