Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   286 KBytes  2.34 Mbits/sec    0   21.2 KBytes       
[  4]   1.00-2.00   sec   195 KBytes  1.60 Mbits/sec    0   26.9 KBytes       
[  4]   2.00-3.00   sec   127 KBytes  1.04 Mbits/sec    0   32.5 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   41.0 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   66.5 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    102 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    151 KBytes       
[  4]   7.00-8.00   sec   509 KBytes  4.17 Mbits/sec    0    212 KBytes       
[  4]   8.00-9.00   sec   382 KBytes  3.12 Mbits/sec    0    266 KBytes       
[  4]   9.00-10.00  sec   891 KBytes  7.31 Mbits/sec    0    379 KBytes       
[  4]  10.00-11.00  sec   127 KBytes  1.04 Mbits/sec    0    399 KBytes       
[  4]  11.00-12.00  sec  1.24 MBytes  10.4 Mbits/sec    0    568 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   11    546 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   41    448 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   82    396 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   521 Kbits/sec   70    308 KBytes       
[  4]  16.00-17.00  sec   382 KBytes  3.13 Mbits/sec   66    341 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   521 Kbits/sec    0    399 KBytes       
[  4]  18.00-19.00  sec  63.6 KBytes   521 Kbits/sec   35    279 KBytes       
[  4]  19.00-20.00  sec   954 KBytes  7.82 Mbits/sec    0    283 KBytes       
[  4]  20.00-21.00  sec   191 KBytes  1.56 Mbits/sec    0    294 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    307 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.08 Mbits/sec    0    324 KBytes       
[  4]  23.00-24.00  sec  63.6 KBytes   521 Kbits/sec    0    325 KBytes       
[  4]  24.00-25.00  sec   255 KBytes  2.09 Mbits/sec    0    332 KBytes       
[  4]  25.00-26.00  sec  63.6 KBytes   521 Kbits/sec    0    334 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.09 Mbits/sec    0    339 KBytes       
[  4]  27.00-28.00  sec  63.6 KBytes   521 Kbits/sec    0    341 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.08 Mbits/sec    0    365 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0    370 KBytes       
[  4]  30.00-31.00  sec   318 KBytes  2.61 Mbits/sec    0    440 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    0    455 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec   19    397 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec   28    321 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   11    321 KBytes       
[  4]  35.00-36.00  sec   445 KBytes  3.65 Mbits/sec   47    320 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec   47    318 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec   21    311 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   50    310 KBytes       
[  4]  39.00-40.00  sec   191 KBytes  1.56 Mbits/sec   36    223 KBytes       
[  4]  40.00-41.00  sec   255 KBytes  2.09 Mbits/sec   15    223 KBytes       
[  4]  41.00-42.00  sec   255 KBytes  2.09 Mbits/sec    0    223 KBytes       
[  4]  42.00-43.00  sec   636 KBytes  5.21 Mbits/sec    0    229 KBytes       
[  4]  43.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0    229 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-43.00  sec  10.0 MBytes  1.96 Mbits/sec  579             sender
[  4]   0.00-43.00  sec  7.09 MBytes  1.38 Mbits/sec                  receiver

iperf Done.
