Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   427 KBytes  3.50 Mbits/sec    0   26.9 KBytes       
[  4]   1.00-2.00   sec   255 KBytes  2.08 Mbits/sec    0   36.8 KBytes       
[  4]   2.00-3.00   sec   255 KBytes  2.09 Mbits/sec    0   46.7 KBytes       
[  4]   3.00-4.00   sec   255 KBytes  2.08 Mbits/sec    0   56.6 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   72.1 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    109 KBytes       
[  4]   6.00-7.00   sec   445 KBytes  3.65 Mbits/sec    0    157 KBytes       
[  4]   7.00-8.00   sec   445 KBytes  3.65 Mbits/sec    0    219 KBytes       
[  4]   8.00-9.00   sec   509 KBytes  4.17 Mbits/sec    0    280 KBytes       
[  4]   9.00-10.00  sec   509 KBytes  4.17 Mbits/sec    0    355 KBytes       
[  4]  10.00-11.00  sec   573 KBytes  4.69 Mbits/sec    0    428 KBytes       
[  4]  11.00-12.00  sec   509 KBytes  4.17 Mbits/sec    0    494 KBytes       
[  4]  12.00-13.00  sec   573 KBytes  4.69 Mbits/sec   26    510 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   55    399 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   44    399 KBytes       
[  4]  15.00-16.00  sec   127 KBytes  1.04 Mbits/sec   27    399 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec  113    399 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec   61    392 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec    0    344 KBytes       
[  4]  19.00-20.00  sec   382 KBytes  3.13 Mbits/sec   18    307 KBytes       
[  4]  20.00-21.00  sec   764 KBytes  6.26 Mbits/sec    0    279 KBytes       
[  4]  21.00-22.00  sec   382 KBytes  3.13 Mbits/sec    0    283 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.09 Mbits/sec    0    300 KBytes       
[  4]  23.00-24.00  sec  63.6 KBytes   521 Kbits/sec    0    310 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0    322 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0    328 KBytes       
[  4]  26.00-27.00  sec   191 KBytes  1.56 Mbits/sec    0    332 KBytes       
[  4]  27.00-28.00  sec  63.6 KBytes   521 Kbits/sec    0    335 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.09 Mbits/sec    0    339 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0    345 KBytes       
[  4]  30.00-31.00  sec   255 KBytes  2.08 Mbits/sec    0    366 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    0    383 KBytes       
[  4]  32.00-33.00  sec   255 KBytes  2.08 Mbits/sec    0    441 KBytes       
[  4]  33.00-34.00  sec  0.00 Bytes  0.00 bits/sec    0    445 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   48    313 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    4    313 KBytes       
[  4]  36.00-37.00  sec  63.6 KBytes   521 Kbits/sec   31    313 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec   17    313 KBytes       
[  4]  38.00-39.00  sec   191 KBytes  1.56 Mbits/sec   47    311 KBytes       
[  4]  39.00-40.00  sec   255 KBytes  2.09 Mbits/sec   52    255 KBytes       
[  4]  40.00-41.00  sec  63.6 KBytes   521 Kbits/sec   25    218 KBytes       
[  4]  41.00-42.00  sec  63.6 KBytes   522 Kbits/sec   18    218 KBytes       
[  4]  42.00-43.00  sec   382 KBytes  3.13 Mbits/sec   18    218 KBytes       
[  4]  43.00-44.00  sec   255 KBytes  2.08 Mbits/sec   14    218 KBytes       
[  4]  44.00-44.00  sec  0.00 Bytes  0.00 bits/sec    0    218 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-44.00  sec  10.0 MBytes  1.92 Mbits/sec  618             sender
[  4]   0.00-44.00  sec  6.88 MBytes  1.31 Mbits/sec                  receiver

iperf Done.
