Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   307 KBytes  2.51 Mbits/sec    0   21.2 KBytes       
[  4]   1.00-2.00   sec   197 KBytes  1.61 Mbits/sec    0   28.3 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   36.8 KBytes       
[  4]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   43.8 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0   66.5 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    102 KBytes       
[  4]   6.00-7.00   sec   509 KBytes  4.17 Mbits/sec    0    165 KBytes       
[  4]   7.00-8.00   sec   573 KBytes  4.69 Mbits/sec    0    235 KBytes       
[  4]   8.00-9.00   sec   191 KBytes  1.56 Mbits/sec    0    260 KBytes       
[  4]   9.00-10.00  sec   764 KBytes  6.26 Mbits/sec    0    362 KBytes       
[  4]  10.00-11.00  sec   191 KBytes  1.56 Mbits/sec    0    390 KBytes       
[  4]  11.00-12.00  sec  1018 KBytes  8.34 Mbits/sec    0    527 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   25    474 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   91    370 KBytes       
[  4]  14.00-15.00  sec  63.6 KBytes   522 Kbits/sec    3    370 KBytes       
[  4]  15.00-16.00  sec   127 KBytes  1.04 Mbits/sec   80    305 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   73    370 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec   15    334 KBytes       
[  4]  18.00-19.00  sec   445 KBytes  3.65 Mbits/sec   16    325 KBytes       
[  4]  19.00-20.00  sec  63.6 KBytes   521 Kbits/sec   30    259 KBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec    0    259 KBytes       
[  4]  21.00-22.00  sec  1.06 MBytes  8.87 Mbits/sec    0    266 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.08 Mbits/sec    0    284 KBytes       
[  4]  23.00-24.00  sec   255 KBytes  2.09 Mbits/sec    0    298 KBytes       
[  4]  24.00-25.00  sec  63.6 KBytes   521 Kbits/sec    0    303 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    310 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    310 KBytes       
[  4]  27.00-28.00  sec   255 KBytes  2.09 Mbits/sec    0    314 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.08 Mbits/sec    0    322 KBytes       
[  4]  29.00-30.00  sec   127 KBytes  1.04 Mbits/sec    0    329 KBytes       
[  4]  30.00-31.00  sec   191 KBytes  1.56 Mbits/sec    0    356 KBytes       
[  4]  31.00-32.00  sec   127 KBytes  1.04 Mbits/sec    0    380 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec    0    438 KBytes       
[  4]  33.00-34.00  sec   127 KBytes  1.04 Mbits/sec    0    475 KBytes       
[  4]  34.00-35.00  sec   700 KBytes  5.73 Mbits/sec    0    608 KBytes       
[  4]  35.00-36.00  sec   382 KBytes  3.13 Mbits/sec    3    648 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec   19    602 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec  111    460 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec   21    460 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec  108    460 KBytes       
[  4]  40.00-41.00  sec  63.6 KBytes   522 Kbits/sec   88    455 KBytes       
[  4]  41.00-42.00  sec   382 KBytes  3.13 Mbits/sec   24    460 KBytes       
[  4]  42.00-43.00  sec   127 KBytes  1.04 Mbits/sec   79    445 KBytes       
[  4]  43.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0    445 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-43.00  sec  10.1 MBytes  1.97 Mbits/sec  786             sender
[  4]   0.00-43.00  sec  6.69 MBytes  1.30 Mbits/sec                  receiver

iperf Done.
