switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
2,2,3,800,3,2,1,23175,1322252818,0,5,0,1
3,2,3,800,3,2,2,23176,1322252892,0,5,0,1
6,2,3,800,3,2,2,23176,1322252892,0,5,0,1
4,2,3,800,3,2,2,131969,7532404590,2,5,0,1
2,2,3,800,3,2,1,131968,7532404516,2,5,0,1
3,2,3,800,3,2,2,131969,7532404590,2,5,0,1
6,2,3,800,3,2,2,131969,7532404590,2,5,0,1
4,2,3,800,3,2,2,242227,13825924162,4,5,0,1
2,2,3,800,3,2,1,242226,13825924088,4,5,0,1
3,2,3,800,3,2,2,242227,13825924162,4,5,0,1
6,2,3,800,3,2,2,242227,13825924162,4,5,0,1
4,2,3,800,3,2,2,353706,20189220168,6,5,0,1
2,2,3,800,3,2,1,353705,20189220094,6,5,0,1
3,2,3,800,3,2,2,353706,20189220168,6,5,0,1
6,2,3,800,3,2,2,353706,20189220168,6,5,0,1
4,2,3,800,3,2,2,464781,26529871126,8,5,0,1
2,2,3,800,3,2,1,464780,26529871052,8,5,0,1
3,2,3,800,3,2,2,464781,26529871126,8,5,0,1
6,2,3,800,3,2,2,464781,26529871126,8,5,0,1
4,2,3,800,3,2,2,572581,32683589854,10,5,0,1
2,2,3,800,3,2,1,572580,32683589780,10,5,0,1
3,2,3,800,3,2,2,572581,32683589854,10,5,0,1
6,2,3,800,3,2,2,572581,32683589854,10,5,0,1
4,2,3,800,3,2,2,685939,39154299210,12,5,0,1
2,2,3,800,3,2,1,685938,39154299136,12,5,0,1
3,2,3,800,3,2,2,685939,39154299210,12,5,0,1
6,2,3,800,3,2,2,685939,39154299210,12,5,0,1
4,2,3,800,3,2,2,791979,45207552082,14,5,0,1
2,2,3,800,3,2,1,791978,45207552008,14,5,0,1
3,2,3,800,3,2,2,791979,45207552082,14,5,0,1
6,2,3,800,3,2,2,791979,45207552082,14,5,0,1
4,2,3,800,3,2,2,900306,51391419336,16,5,0,1
2,2,3,800,3,2,1,900305,51391419262,16,5,0,1
3,2,3,800,3,2,2,900306,51391419336,16,5,0,1
6,2,3,800,3,2,2,900306,51391419336,16,5,0,1
4,2,3,800,3,2,2,1010396,57675672604,18,5,0,1
2,2,3,800,3,2,1,1010395,57675672530,18,5,0,1
3,2,3,800,3,2,2,1010396,57675672604,18,5,0,1
6,2,3,800,3,2,2,1010396,57675672604,18,5,0,1
4,2,3,800,3,2,2,1120867,63981857810,20,5,0,1
2,2,3,800,3,2,1,1120866,63981857736,20,5,0,1
3,2,3,800,3,2,2,1120867,63981857810,20,5,0,1
6,2,3,800,3,2,2,1120867,63981857810,20,5,0,1
4,2,3,800,3,2,2,1231037,70270415470,22,5,0,1
2,2,3,800,3,2,1,1231036,70270415396,22,5,0,1
3,2,3,800,3,2,2,1231037,70270415470,22,5,0,1
6,2,3,800,3,2,2,1231037,70270415470,22,5,0,1
4,2,3,800,3,2,2,1343859,76710432306,24,5,0,1
2,2,3,800,3,2,1,1343858,76710432232,24,5,0,1
3,2,3,800,3,2,2,1343859,76710432306,24,5,0,1
6,2,3,800,3,2,2,1343859,76710432306,24,5,0,1
4,2,3,800,3,2,2,1458118,83232694816,26,5,0,1
2,2,3,800,3,2,1,1458117,83232694742,26,5,0,1
3,2,3,800,3,2,2,1458118,83232694816,26,5,0,1
6,2,3,800,3,2,2,1458118,83232694816,26,5,0,1
4,2,3,800,3,2,2,1506575,85998779914,28,5,0,1
2,2,3,800,3,2,1,1506574,85998779840,28,5,0,1
3,2,3,800,3,2,2,1506575,85998779914,28,5,0,1
6,2,3,800,3,2,2,1506575,85998779914,28,5,0,1
4,2,3,800,3,2,2,1506575,85998779914,30,5,0,1
2,2,3,800,3,2,1,1506574,85998779840,30,5,0,1
3,2,3,800,3,2,2,1506575,85998779914,30,5,0,1
6,2,3,800,3,2,2,1506575,85998779914,30,5,0,1
