switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
2,2,3,800,3,2,1,4497,251743770,0,5,0,1
6,2,3,800,3,2,3,4498,251743844,0,5,0,1
5,2,3,800,3,2,3,114427,6527155134,2,5,0,1
2,2,3,800,3,2,1,114426,6527155060,2,5,0,1
6,2,3,800,3,2,3,114427,6527155134,2,5,0,1
5,2,3,800,3,2,3,226136,12904626904,4,5,0,1
2,2,3,800,3,2,1,226135,12904626830,4,5,0,1
6,2,3,800,3,2,3,226136,12904626904,4,5,0,1
5,2,3,800,3,2,3,339193,19358314122,6,5,0,1
2,2,3,800,3,2,1,339192,19358314048,6,5,0,1
6,2,3,800,3,2,3,339193,19358314122,6,5,0,1
5,2,3,800,3,2,3,450760,25727089464,8,5,0,1
2,2,3,800,3,2,1,450759,25727089390,8,5,0,1
6,2,3,800,3,2,3,450760,25727089464,8,5,0,1
5,2,3,800,3,2,3,564159,32201068942,10,5,0,1
2,2,3,800,3,2,1,564158,32201068868,10,5,0,1
6,2,3,800,3,2,3,564159,32201068942,10,5,0,1
5,2,3,800,3,2,3,681145,38879104010,12,5,0,1
2,2,3,800,3,2,1,681144,38879103936,12,5,0,1
6,2,3,800,3,2,3,681145,38879104010,12,5,0,1
5,2,3,800,3,2,3,795343,45399177078,14,5,0,1
2,2,3,800,3,2,1,795342,45399177004,14,5,0,1
6,2,3,800,3,2,3,795343,45399177078,14,5,0,1
5,2,3,800,3,2,3,905086,51664194228,16,5,0,1
2,2,3,800,3,2,1,905085,51664194154,16,5,0,1
6,2,3,800,3,2,3,905086,51664194228,16,5,0,1
5,2,3,800,3,2,3,1017275,58069072662,18,5,0,1
2,2,3,800,3,2,1,1017274,58069072588,18,5,0,1
6,2,3,800,3,2,3,1017275,58069072662,18,5,0,1
5,2,3,800,3,2,3,1131643,64597956286,20,5,0,1
2,2,3,800,3,2,1,1131642,64597956212,20,5,0,1
6,2,3,800,3,2,3,1131643,64597956286,20,5,0,1
5,2,3,800,3,2,3,1244953,71066488034,22,5,0,1
2,2,3,800,3,2,1,1244952,71066487960,22,5,0,1
6,2,3,800,3,2,3,1244953,71066488034,22,5,0,1
5,2,3,800,3,2,3,1358649,77556955850,24,5,0,1
2,2,3,800,3,2,1,1358648,77556955776,24,5,0,1
6,2,3,800,3,2,3,1358649,77556955850,24,5,0,1
5,2,3,800,3,2,3,1467882,83792316996,26,5,0,1
2,2,3,800,3,2,1,1467881,83792316922,26,5,0,1
6,2,3,800,3,2,3,1467882,83792316996,26,5,0,1
5,2,3,800,3,2,3,1584004,90421022264,28,5,0,1
2,2,3,800,3,2,1,1584003,90421022190,28,5,0,1
6,2,3,800,3,2,3,1584004,90421022264,28,5,0,1
5,2,3,800,3,2,3,1695090,96763401324,30,5,0,1
2,2,3,800,3,2,1,1695089,96763401250,30,5,0,1
6,2,3,800,3,2,3,1695090,96763401324,30,5,0,1
5,2,3,800,3,2,3,1806619,103129856958,32,5,0,1
2,2,3,800,3,2,1,1806618,103129856884,32,5,0,1
6,2,3,800,3,2,3,1806619,103129856958,32,5,0,1
5,2,3,800,3,2,3,1919508,109574267504,34,5,0,1
2,2,3,800,3,2,1,1919507,109574267430,34,5,0,1
6,2,3,800,3,2,3,1919508,109574267504,34,5,0,1
5,2,3,800,3,2,3,2033227,116066420230,37,5,0,1
2,2,3,800,3,2,1,2033226,116066420156,37,5,0,1
6,2,3,800,3,2,3,2033227,116066420230,37,5,0,1
5,2,3,800,3,2,3,2147532,122591412992,39,5,0,1
2,2,3,800,3,2,1,2147531,122591412918,39,5,0,1
6,2,3,800,3,2,3,2147532,122591412992,39,5,0,1
5,2,3,800,3,2,3,2261216,129081358736,41,5,0,1
2,2,3,800,3,2,1,2261215,129081358662,41,5,0,1
6,2,3,800,3,2,3,2261216,129081358736,41,5,0,1
5,2,3,800,3,2,3,2377103,135696810390,43,5,0,1
2,2,3,800,3,2,1,2377102,135696810316,43,5,0,1
6,2,3,800,3,2,3,2377103,135696810390,43,5,0,1
5,2,3,800,3,2,3,2488751,142070498854,45,5,0,1
2,2,3,800,3,2,1,2488750,142070498780,45,5,0,1
6,2,3,800,3,2,3,2488751,142070498854,45,5,0,1
5,2,3,800,3,2,3,2596370,148213726692,47,5,0,1
2,2,3,800,3,2,1,2596369,148213726618,47,5,0,1
6,2,3,800,3,2,3,2596370,148213726692,47,5,0,1
5,2,3,800,3,2,3,2705613,154449702762,49,5,0,1
2,2,3,800,3,2,1,2705612,154449702688,49,5,0,1
6,2,3,800,3,2,3,2705613,154449702762,49,5,0,1
5,2,3,800,3,2,3,2816850,160799768036,51,5,0,1
2,2,3,800,3,2,1,2816849,160799767962,51,5,0,1
6,2,3,800,3,2,3,2816850,160799768036,51,5,0,1
5,2,3,800,3,2,3,2931059,167319229398,53,5,0,1
2,2,3,800,3,2,1,2931058,167319229324,53,5,0,1
6,2,3,800,3,2,3,2931059,167319229398,53,5,0,1
5,2,3,800,3,2,3,3044620,173801514656,55,5,0,1
2,2,3,800,3,2,1,3044619,173801514582,55,5,0,1
6,2,3,800,3,2,3,3044620,173801514656,55,5,0,1
5,2,3,800,3,2,3,3153697,180028130034,57,5,0,1
2,2,3,800,3,2,1,3153696,180028129960,57,5,0,1
6,2,3,800,3,2,3,3153697,180028130034,57,5,0,1
5,2,3,800,3,2,3,3270010,186667783708,59,5,0,1
2,2,3,800,3,2,1,3270009,186667783634,59,5,0,1
6,2,3,800,3,2,3,3270010,186667783708,59,5,0,1
5,2,3,800,3,2,3,3381229,193017277282,61,5,0,1
2,2,3,800,3,2,1,3381228,193017277208,61,5,0,1
6,2,3,800,3,2,3,3381229,193017277282,61,5,0,1
5,2,3,800,3,2,3,3490851,199275717206,63,5,0,1
2,2,3,800,3,2,1,3490850,199275717132,63,5,0,1
6,2,3,800,3,2,3,3490851,199275717206,63,5,0,1
5,2,3,800,3,2,3,3601266,205579187972,65,5,0,1
2,2,3,800,3,2,1,3601265,205579187898,65,5,0,1
6,2,3,800,3,2,3,3601266,205579187972,65,5,0,1
5,2,3,800,3,2,3,3714003,212015331046,67,5,0,1
2,2,3,800,3,2,1,3714002,212015330972,67,5,0,1
6,2,3,800,3,2,3,3714003,212015331046,67,5,0,1
5,2,3,800,3,2,3,3828102,218528773596,69,5,0,1
2,2,3,800,3,2,1,3828101,218528773522,69,5,0,1
6,2,3,800,3,2,3,3828102,218528773596,69,5,0,1
5,2,3,800,3,2,3,3943299,225104312414,71,5,0,1
2,2,3,800,3,2,1,3943298,225104312340,71,5,0,1
6,2,3,800,3,2,3,3943299,225104312414,71,5,0,1
5,2,3,800,3,2,3,4060075,231770282078,73,5,0,1
2,2,3,800,3,2,1,4060074,231770282004,73,5,0,1
6,2,3,800,3,2,3,4060075,231770282078,73,5,0,1
5,2,3,800,3,2,3,4175196,238341362000,75,5,0,1
2,2,3,800,3,2,1,4175195,238341361926,75,5,0,1
6,2,3,800,3,2,3,4175196,238341362000,75,5,0,1
5,2,3,800,3,2,3,4284788,244597567632,77,5,0,1
2,2,3,800,3,2,1,4284787,244597567558,77,5,0,1
6,2,3,800,3,2,3,4284788,244597567632,77,5,0,1
5,2,3,800,3,2,3,4397735,251045242814,79,5,0,1
2,2,3,800,3,2,1,4397734,251045242740,79,5,0,1
6,2,3,800,3,2,3,4397735,251045242814,79,5,0,1
5,2,3,800,3,2,3,4512728,257609804416,81,5,0,1
2,2,3,800,3,2,1,4512727,257609804342,81,5,0,1
6,2,3,800,3,2,3,4512728,257609804416,81,5,0,1
5,2,3,800,3,2,3,4627408,264156260392,83,5,0,1
2,2,3,800,3,2,1,4627407,264156260318,83,5,0,1
6,2,3,800,3,2,3,4627408,264156260392,83,5,0,1
5,2,3,800,3,2,3,4794875,273716633382,85,5,0,1
2,2,3,800,3,2,1,4794874,273716633308,85,5,0,1
6,2,3,800,3,2,3,4794875,273716633382,85,5,0,1
5,2,3,800,3,2,3,4907508,280146815416,87,5,0,1
2,2,3,800,3,2,1,4907507,280146815342,87,5,0,1
6,2,3,800,3,2,3,4907508,280146815416,87,5,0,1
5,2,3,800,3,2,3,5018835,286502359166,89,5,0,1
2,2,3,800,3,2,1,5018834,286502359092,89,5,0,1
6,2,3,800,3,2,3,5018835,286502359166,89,5,0,1
5,2,3,800,3,2,3,5125670,292601117004,91,5,0,1
2,2,3,800,3,2,1,5125669,292601116930,91,5,0,1
