switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
2,4,3,800,3,4,1,45783,2615317350,1,5,0,1
3,4,3,800,3,4,2,45784,2615317424,1,5,0,1
4,4,3,800,3,4,2,94110,5374920412,3,5,0,1
2,4,3,800,3,4,1,94109,5374920338,3,5,0,1
3,4,3,800,3,4,2,94110,5374920412,3,5,0,1
4,4,3,800,3,4,2,94110,5374920412,5,5,0,1
2,4,3,800,3,4,1,94109,5374920338,5,5,0,1
3,4,3,800,3,4,2,94110,5374920412,5,5,0,1
4,4,3,800,3,4,2,94110,5374920412,7,5,0,1
2,4,3,800,3,4,1,94109,5374920338,7,5,0,1
3,4,3,800,3,4,2,94110,5374920412,7,5,0,1
