switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
6,2,1,800,1,2,3,5449394,307785243724,136,5,0,1
5,2,1,800,1,2,2,5538802,312891283012,138,5,0,1
1,2,1,800,1,2,1,5538801,312891282938,138,5,0,1
6,2,1,800,1,2,3,5538802,312891283012,138,5,0,1
5,2,1,800,1,2,2,5638668,318593020432,140,5,0,1
1,2,1,800,1,2,1,5638667,318593020358,140,5,0,1
6,2,1,800,1,2,3,5638668,318593020432,140,5,0,1
5,2,1,800,1,2,2,5731210,323877595988,142,5,0,1
1,2,1,800,1,2,1,5731209,323877595914,142,5,0,1
6,2,1,800,1,2,3,5731210,323877595988,142,5,0,1
5,2,1,800,1,2,2,5840278,330104268148,144,5,0,1
1,2,1,800,1,2,1,5840277,330104268074,144,5,0,1
6,2,1,800,1,2,3,5840278,330104268148,144,5,0,1
5,2,1,800,1,2,2,5932199,335353873622,146,5,0,1
1,2,1,800,1,2,1,5932198,335353873548,146,5,0,1
6,2,1,800,1,2,3,5932199,335353873622,146,5,0,1
5,2,1,800,1,2,2,6041439,341590428694,148,5,0,1
1,2,1,800,1,2,1,6041438,341590428620,148,5,0,1
6,2,1,800,1,2,3,6041439,341590428694,148,5,0,1
5,2,1,800,1,2,2,6126061,346424087474,150,5,0,1
1,2,1,800,1,2,1,6126060,346424087400,150,5,0,1
6,2,1,800,1,2,3,6126061,346424087474,150,5,0,1
5,2,1,800,1,2,2,6223822,352006343076,152,5,0,1
1,2,1,800,1,2,1,6223821,352006343002,152,5,0,1
6,2,1,800,1,2,3,6223822,352006343076,152,5,0,1
5,2,1,800,1,2,2,6317176,357340939728,154,5,0,1
1,2,1,800,1,2,1,6317175,357340939654,154,5,0,1
6,2,1,800,1,2,3,6317176,357340939728,154,5,0,1
5,2,1,800,1,2,2,6420740,363253848704,156,5,0,1
1,2,1,800,1,2,1,6420739,363253848630,156,5,0,1
6,2,1,800,1,2,3,6420740,363253848704,156,5,0,1
5,2,1,800,1,2,2,6487007,367039213094,158,5,0,1
1,2,1,800,1,2,1,6487006,367039213020,158,5,0,1
6,2,1,800,1,2,3,6487007,367039213094,158,5,0,1
5,2,1,800,1,2,2,6591178,372748760212,160,5,0,1
1,2,1,800,1,2,1,6591177,372748760138,160,5,0,1
6,2,1,800,1,2,3,6591178,372748760212,160,5,0,1
5,2,1,800,1,2,2,6690766,378435075372,162,5,0,1
1,2,1,800,1,2,1,6690765,378435075298,162,5,0,1
6,2,1,800,1,2,3,6690766,378435075372,162,5,0,1
5,2,1,800,1,2,2,6784379,383784265630,164,5,0,1
1,2,1,800,1,2,1,6784378,383784265556,164,5,0,1
6,2,1,800,1,2,3,6784379,383784265630,164,5,0,1
5,2,1,800,1,2,2,6849609,387515953434,166,5,0,1
1,2,1,800,1,2,1,6849608,387515953360,166,5,0,1
6,2,1,800,1,2,3,6849609,387515953434,166,5,0,1
5,2,1,800,1,2,2,6936566,392382372980,168,5,0,1
1,2,1,800,1,2,1,6936565,392382372906,168,5,0,1
6,2,1,800,1,2,3,6936566,392382372980,168,5,0,1
5,2,1,800,1,2,2,7005938,396030432052,170,5,0,1
1,2,1,800,1,2,1,7005937,396030431978,170,5,0,1
6,2,1,800,1,2,3,7005938,396030432052,170,5,0,1
5,2,1,800,1,2,2,7082773,400419842706,172,5,0,1
1,2,1,800,1,2,1,7082772,400419842632,172,5,0,1
6,2,1,800,1,2,3,7082773,400419842706,172,5,0,1
5,2,1,800,1,2,2,7159129,404752485818,174,5,0,1
1,2,1,800,1,2,1,7159128,404752485744,174,5,0,1
6,2,1,800,1,2,3,7159129,404752485818,174,5,0,1
5,2,1,800,1,2,2,7259377,409877919970,176,5,0,1
1,2,1,800,1,2,1,7259376,409877919896,176,5,0,1
6,2,1,800,1,2,3,7259377,409877919970,176,5,0,1
5,2,1,800,1,2,2,7317603,413183797294,178,5,0,1
1,2,1,800,1,2,1,7317602,413183797220,178,5,0,1
6,2,1,800,1,2,3,7317603,413183797294,178,5,0,1
5,2,1,800,1,2,2,7386518,417080335172,180,5,0,1
1,2,1,800,1,2,1,7386517,417080335098,180,5,0,1
6,2,1,800,1,2,3,7386518,417080335172,180,5,0,1
5,2,1,800,1,2,2,7453203,420589336838,182,5,0,1
1,2,1,800,1,2,1,7453202,420589336764,182,5,0,1
6,2,1,800,1,2,3,7453203,420589336838,182,5,0,1
5,2,1,800,1,2,2,7530244,424980368936,184,5,0,1
1,2,1,800,1,2,1,7530243,424980368862,184,5,0,1
6,2,1,800,1,2,3,7530244,424980368936,184,5,0,1
5,2,1,800,1,2,2,7618155,429999527862,186,5,0,1
1,2,1,800,1,2,1,7618154,429999527788,186,5,0,1
6,2,1,800,1,2,3,7618155,429999527862,186,5,0,1
5,2,1,800,1,2,2,7618155,429999527862,188,5,0,1
1,2,1,800,1,2,1,7618154,429999527788,188,5,0,1
6,2,1,800,1,2,3,7618155,429999527862,188,5,0,1
5,2,1,800,1,2,2,7618155,429999527862,190,5,0,1
