switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
2,4,3,800,3,4,1,39248,2239848664,1,5,0,1
3,4,3,800,3,4,2,39249,2239848738,1,5,0,1
4,4,3,800,3,4,2,105187,6005322726,3,5,0,1
2,4,3,800,3,4,1,105186,6005322652,3,5,0,1
3,4,3,800,3,4,2,105187,6005322726,3,5,0,1
4,4,3,800,3,4,2,171940,9818512328,5,5,0,1
2,4,3,800,3,4,1,171939,9818512254,5,5,0,1
3,4,3,800,3,4,2,171940,9818512328,5,5,0,1
4,4,3,800,3,4,2,237081,13539065082,7,5,0,1
2,4,3,800,3,4,1,237080,13539065008,7,5,0,1
3,4,3,800,3,4,2,237081,13539065082,7,5,0,1
4,4,3,800,3,4,2,301846,17238189044,9,5,0,1
2,4,3,800,3,4,1,301845,17238188970,9,5,0,1
3,4,3,800,3,4,2,301846,17238189044,9,5,0,1
4,4,3,800,3,4,2,365561,20878044762,11,5,0,1
2,4,3,800,3,4,1,365560,20878044688,11,5,0,1
3,4,3,800,3,4,2,365561,20878044762,11,5,0,1
4,4,3,800,3,4,2,376444,21499681816,13,5,0,1
2,4,3,800,3,4,1,376443,21499681742,13,5,0,1
3,4,3,800,3,4,2,376444,21499681816,13,5,0,1
4,4,3,800,3,4,2,376444,21499681816,15,5,0,1
2,4,3,800,3,4,1,376443,21499681742,15,5,0,1
3,4,3,800,3,4,2,376444,21499681816,15,5,0,1
