switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
6,4,2,800,2,4,1,12235,696177782,0,5,0,1
4,4,2,800,2,4,4,83478,4764933644,2,5,0,1
6,4,2,800,2,4,1,83477,4764933570,2,5,0,1
4,4,2,800,2,4,4,154174,8803582236,4,5,0,1
6,4,2,800,2,4,1,154173,8803582162,4,5,0,1
4,4,2,800,2,4,4,220686,12605029332,6,5,0,1
6,4,2,800,2,4,1,220685,12605029258,6,5,0,1
4,4,2,800,2,4,4,282719,16147832790,9,5,0,1
6,4,2,800,2,4,1,282718,16147832716,9,5,0,1
4,4,2,800,2,4,4,350423,20015275342,11,5,0,1
6,4,2,800,2,4,1,350422,20015275268,11,5,0,1
4,4,2,800,2,4,4,418390,23897013156,13,5,0,1
6,4,2,800,2,4,1,418389,23897013082,13,5,0,1
4,4,2,800,2,4,4,485864,27750791992,15,5,0,1
6,4,2,800,2,4,1,485863,27750791918,15,5,0,1
4,4,2,800,2,4,4,554453,31667657034,17,5,0,1
6,4,2,800,2,4,1,554452,31667656960,17,5,0,1
4,4,2,800,2,4,4,624909,35692052146,19,5,0,1
6,4,2,800,2,4,1,624908,35692052072,19,5,0,1
4,4,2,800,2,4,4,693470,39607846716,21,5,0,1
6,4,2,800,2,4,1,693469,39607846642,21,5,0,1
4,4,2,800,2,4,4,761338,43484096692,23,5,0,1
6,4,2,800,2,4,1,761337,43484096618,23,5,0,1
4,4,2,800,2,4,4,828798,47336804844,25,5,0,1
6,4,2,800,2,4,1,828797,47336804770,25,5,0,1
4,4,2,800,2,4,4,894923,51115854678,27,5,0,1
6,4,2,800,2,4,1,894922,51115854604,27,5,0,1
4,4,2,800,2,4,4,962070,54950976084,29,5,0,1
6,4,2,800,2,4,1,962069,54950976010,29,5,0,1
4,4,2,800,2,4,4,1029685,58812554466,31,5,0,1
6,4,2,800,2,4,1,1029684,58812554392,31,5,0,1
4,4,2,800,2,4,4,1099144,62779289664,33,5,0,1
6,4,2,800,2,4,1,1099143,62779289590,33,5,0,1
4,4,2,800,2,4,4,1168438,66737283804,35,5,0,1
6,4,2,800,2,4,1,1168437,66737283730,35,5,0,1
4,4,2,800,2,4,4,1234991,70538493438,37,5,0,1
6,4,2,800,2,4,1,1234990,70538493364,37,5,0,1
4,4,2,800,2,4,4,1331063,76026214614,39,5,0,1
6,4,2,800,2,4,1,1331062,76026214540,39,5,0,1
4,4,2,800,2,4,4,1399177,79916217770,41,5,0,1
6,4,2,800,2,4,1,1399176,79916217696,41,5,0,1
4,4,2,800,2,4,4,1458301,83296752050,43,5,0,1
6,4,2,800,2,4,1,1458300,83296751976,43,5,0,1
4,4,2,800,2,4,4,1505492,85998708424,45,5,0,1
6,4,2,800,2,4,1,1505491,85998708350,45,5,0,1
4,4,2,800,2,4,4,1505492,85998708424,47,5,0,1
6,4,2,800,2,4,1,1505491,85998708350,47,5,0,1
4,4,2,800,2,4,4,1505492,85998708424,49,5,0,1
6,4,2,800,2,4,1,1505491,85998708350,49,5,0,1
