switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
6,4,2,800,2,4,1,34300,1958624488,1,5,0,1
4,4,2,800,2,4,4,87720,4903169888,4,5,0,1
6,4,2,800,2,4,1,87719,4903169814,4,5,0,1
4,4,2,800,2,4,4,133430,7428791580,6,5,0,1
6,4,2,800,2,4,1,133429,7428791506,6,5,0,1
4,4,2,800,2,4,4,167550,9377206484,8,5,0,1
6,4,2,800,2,4,1,167549,9377206410,8,5,0,1
4,4,2,800,2,4,4,195236,10844940880,10,5,0,1
6,4,2,800,2,4,1,195235,10844940806,10,5,0,1
4,4,2,800,2,4,4,234613,12702401746,12,5,0,1
6,4,2,800,2,4,1,234612,12702401672,12,5,0,1
4,4,2,800,2,4,4,273263,14494874294,14,5,0,1
6,4,2,800,2,4,1,273262,14494874220,14,5,0,1
4,4,2,800,2,4,4,323217,17099751058,16,5,0,1
6,4,2,800,2,4,1,323216,17099750984,16,5,0,1
4,4,2,800,2,4,4,373010,19579322268,18,5,0,1
6,4,2,800,2,4,1,373009,19579322194,18,5,0,1
4,4,2,800,2,4,4,428249,22738766578,20,5,0,1
6,4,2,800,2,4,1,428248,22738766504,20,5,0,1
4,4,2,800,2,4,4,478867,25620499222,22,5,0,1
6,4,2,800,2,4,1,478866,25620499148,22,5,0,1
4,4,2,800,2,4,4,503009,26954373490,24,5,0,1
6,4,2,800,2,4,1,503008,26954373416,24,5,0,1
4,4,2,800,2,4,4,539633,28650503058,26,5,0,1
6,4,2,800,2,4,1,539632,28650502984,26,5,0,1
4,4,2,800,2,4,4,583265,30702758650,28,5,0,1
6,4,2,800,2,4,1,583264,30702758576,28,5,0,1
4,4,2,800,2,4,4,616795,32470345966,30,5,0,1
6,4,2,800,2,4,1,616794,32470345892,30,5,0,1
4,4,2,800,2,4,4,684498,36355822004,32,5,0,1
6,4,2,800,2,4,1,684497,36355821930,32,5,0,1
4,4,2,800,2,4,4,729585,38932543810,34,5,0,1
6,4,2,800,2,4,1,729584,38932543736,34,5,0,1
4,4,2,800,2,4,4,778196,41614129824,36,5,0,1
6,4,2,800,2,4,1,778195,41614129750,36,5,0,1
4,4,2,800,2,4,4,813778,43279489428,38,5,0,1
6,4,2,800,2,4,1,813777,43279489354,38,5,0,1
4,4,2,800,2,4,4,853633,45146518330,40,5,0,1
6,4,2,800,2,4,1,853632,45146518256,40,5,0,1
4,4,2,800,2,4,4,900622,47728592276,42,5,0,1
6,4,2,800,2,4,1,900621,47728592202,42,5,0,1
4,4,2,800,2,4,4,940975,49754522150,44,5,0,1
6,4,2,800,2,4,1,940974,49754522076,44,5,0,1
4,4,2,800,2,4,4,986910,52003826612,46,5,0,1
6,4,2,800,2,4,1,986909,52003826538,46,5,0,1
4,4,2,800,2,4,4,1028648,54259897792,48,5,0,1
6,4,2,800,2,4,1,1028647,54259897718,48,5,0,1
4,4,2,800,2,4,4,1078310,56522340668,50,5,0,1
6,4,2,800,2,4,1,1078309,56522340594,50,5,0,1
4,4,2,800,2,4,4,1113206,58177657956,52,5,0,1
6,4,2,800,2,4,1,1113205,58177657882,52,5,0,1
4,4,2,800,2,4,4,1144364,59638479544,54,5,0,1
6,4,2,800,2,4,1,1144363,59638479470,54,5,0,1
4,4,2,800,2,4,4,1191375,62107737590,57,5,0,1
6,4,2,800,2,4,1,1191374,62107737516,57,5,0,1
4,4,2,800,2,4,4,1239150,64766750636,59,5,0,1
6,4,2,800,2,4,1,1239149,64766750562,59,5,0,1
4,4,2,800,2,4,4,1271272,66329043712,61,5,0,1
