switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
1,3,1,800,1,3,1,32448,1516284584,1,5,0,1
2,3,1,800,1,3,2,98186,4552843700,3,5,0,1
1,3,1,800,1,3,1,98185,4552843626,3,5,0,1
2,3,1,800,1,3,2,164619,8023064110,5,5,0,1
1,3,1,800,1,3,1,164618,8023064036,5,5,0,1
2,3,1,800,1,3,2,232340,11890558864,7,5,0,1
1,3,1,800,1,3,1,232339,11890558790,7,5,0,1
2,3,1,800,1,3,2,299527,15729840118,9,5,0,1
1,3,1,800,1,3,1,299526,15729840044,9,5,0,1
2,3,1,800,1,3,2,367816,19629220488,11,5,0,1
1,3,1,800,1,3,1,367815,19629220414,11,5,0,1
2,3,1,800,1,3,2,435155,23475307574,13,5,0,1
1,3,1,800,1,3,1,435154,23475307500,13,5,0,1
2,3,1,800,1,3,2,501533,27267108930,15,5,0,1
1,3,1,800,1,3,1,501532,27267108856,15,5,0,1
2,3,1,800,1,3,2,563024,30778672760,17,5,0,1
1,3,1,800,1,3,1,563023,30778672686,17,5,0,1
2,3,1,800,1,3,2,630343,34623491278,19,5,0,1
1,3,1,800,1,3,1,630342,34623491204,19,5,0,1
2,3,1,800,1,3,2,697816,38476648544,21,5,0,1
1,3,1,800,1,3,1,697815,38476648470,21,5,0,1
2,3,1,800,1,3,2,765154,42322270820,23,5,0,1
1,3,1,800,1,3,1,765153,42322270746,23,5,0,1
2,3,1,800,1,3,2,833977,46252825674,25,5,0,1
1,3,1,800,1,3,1,833976,46252825600,25,5,0,1
2,3,1,800,1,3,2,902381,50159266570,27,5,0,1
1,3,1,800,1,3,1,902380,50159266496,27,5,0,1
2,3,1,800,1,3,2,968410,53540963036,29,5,0,1
1,3,1,800,1,3,1,968409,53540962962,29,5,0,1
2,3,1,800,1,3,2,1035969,56659103202,31,5,0,1
1,3,1,800,1,3,1,1035968,56659103128,31,5,0,1
2,3,1,800,1,3,2,1103173,59749562994,33,5,0,1
1,3,1,800,1,3,1,1103172,59749562920,33,5,0,1
2,3,1,800,1,3,2,1169726,62816845988,35,5,0,1
1,3,1,800,1,3,1,1169725,62816845914,35,5,0,1
2,3,1,800,1,3,2,1236516,65895416816,37,5,0,1
1,3,1,800,1,3,1,1236515,65895416742,37,5,0,1
2,3,1,800,1,3,2,1303883,69016033638,39,5,0,1
1,3,1,800,1,3,1,1303882,69016033564,39,5,0,1
2,3,1,800,1,3,2,1374065,72282130514,42,5,0,1
1,3,1,800,1,3,1,1374064,72282130440,42,5,0,1
2,3,1,800,1,3,2,1443108,75470164840,44,5,0,1
1,3,1,800,1,3,1,1443107,75470164766,44,5,0,1
2,3,1,800,1,3,2,1509389,78513049738,46,5,0,1
1,3,1,800,1,3,1,1509388,78513049664,46,5,0,1
2,3,1,800,1,3,2,1603514,82867574548,48,5,0,1
1,3,1,800,1,3,1,1603513,82867574474,48,5,0,1
2,3,1,800,1,3,2,1671652,86009674984,50,5,0,1
1,3,1,800,1,3,1,1671651,86009674910,50,5,0,1
2,3,1,800,1,3,2,1671654,86009675116,52,5,0,1
1,3,1,800,1,3,1,1671653,86009675042,52,5,0,1
2,3,1,800,1,3,2,1671654,86009675116,54,5,0,1
1,3,1,800,1,3,1,1671653,86009675042,54,5,0,1
