switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
1,3,1,800,1,3,1,23221,1324175034,1,5,0,1
2,3,1,800,1,3,2,90200,5149500656,3,5,0,1
1,3,1,800,1,3,1,90199,5149500582,3,5,0,1
2,3,1,800,1,3,2,150879,8614935414,5,5,0,1
1,3,1,800,1,3,1,150878,8614935340,5,5,0,1
2,3,1,800,1,3,2,208156,11886229056,7,5,0,1
1,3,1,800,1,3,1,208155,11886228982,7,5,0,1
2,3,1,800,1,3,2,302820,17293451224,9,5,0,1
1,3,1,800,1,3,1,302819,17293451150,9,5,0,1
2,3,1,800,1,3,2,370181,21140600578,11,5,0,1
1,3,1,800,1,3,1,370180,21140600504,11,5,0,1
2,3,1,800,1,3,2,438849,25063461122,13,5,0,1
1,3,1,800,1,3,1,438848,25063461048,13,5,0,1
2,3,1,800,1,3,2,508223,29026446094,15,5,0,1
1,3,1,800,1,3,1,508222,29026446020,15,5,0,1
2,3,1,800,1,3,2,578040,33013501136,17,5,0,1
1,3,1,800,1,3,1,578039,33013501062,17,5,0,1
2,3,1,800,1,3,2,646397,36917808602,19,5,0,1
1,3,1,800,1,3,1,646396,36917808528,19,5,0,1
2,3,1,800,1,3,2,712950,40717802956,22,5,0,1
1,3,1,800,1,3,1,712949,40717802882,22,5,0,1
2,3,1,800,1,3,2,781930,44657231924,24,5,0,1
1,3,1,800,1,3,1,781929,44657231850,24,5,0,1
2,3,1,800,1,3,2,849675,48526903070,26,5,0,1
1,3,1,800,1,3,1,849674,48526902996,26,5,0,1
2,3,1,800,1,3,2,918666,52466828068,28,5,0,1
1,3,1,800,1,3,1,918665,52466827994,28,5,0,1
2,3,1,800,1,3,2,986301,56329335850,30,5,0,1
1,3,1,800,1,3,1,986300,56329335776,30,5,0,1
2,3,1,800,1,3,2,1054982,60252866404,32,5,0,1
1,3,1,800,1,3,1,1054981,60252866330,32,5,0,1
2,3,1,800,1,3,2,1124200,64205341544,34,5,0,1
1,3,1,800,1,3,1,1124199,64205341470,34,5,0,1
2,3,1,800,1,3,2,1191219,68032839646,36,5,0,1
1,3,1,800,1,3,1,1191218,68032839572,36,5,0,1
2,3,1,800,1,3,2,1257926,71842709300,38,5,0,1
1,3,1,800,1,3,1,1257925,71842709226,38,5,0,1
2,3,1,800,1,3,2,1319480,75358675768,40,5,0,1
1,3,1,800,1,3,1,1319479,75358675694,40,5,0,1
2,3,1,800,1,3,2,1387360,79236070768,42,5,0,1
1,3,1,800,1,3,1,1387359,79236070694,42,5,0,1
2,3,1,800,1,3,2,1456094,83161691780,44,5,0,1
1,3,1,800,1,3,1,1456093,83161691706,44,5,0,1
2,3,1,800,1,3,2,1524616,87075228760,46,5,0,1
1,3,1,800,1,3,1,1524615,87075228686,46,5,0,1
2,3,1,800,1,3,2,1594385,91060143386,48,5,0,1
1,3,1,800,1,3,1,1594384,91060143312,48,5,0,1
2,3,1,800,1,3,2,1663363,94999511806,50,5,0,1
1,3,1,800,1,3,1,1663362,94999511732,50,5,0,1
2,3,1,800,1,3,2,1730920,98857700848,52,5,0,1
1,3,1,800,1,3,1,1730919,98857700774,52,5,0,1
2,3,1,800,1,3,2,1798301,102705965042,54,5,0,1
1,3,1,800,1,3,1,1798300,102705964968,54,5,0,1
2,3,1,800,1,3,2,1866712,106614081416,56,5,0,1
1,3,1,800,1,3,1,1866711,106614081342,56,5,0,1
2,3,1,800,1,3,2,1935058,110517252700,58,5,0,1
1,3,1,800,1,3,1,1935057,110517252626,58,5,0,1
2,3,1,800,1,3,2,2003278,114413339116,60,5,0,1
1,3,1,800,1,3,1,2003277,114413339042,60,5,0,1
2,3,1,800,1,3,2,2071951,118335713638,62,5,0,1
1,3,1,800,1,3,1,2071950,118335713564,62,5,0,1
2,3,1,800,1,3,2,2142044,122339140520,64,5,0,1
1,3,1,800,1,3,1,2142043,122339140446,64,5,0,1
2,3,1,800,1,3,2,2209951,126217127038,66,5,0,1
1,3,1,800,1,3,1,2209950,126217126964,66,5,0,1
2,3,1,800,1,3,2,2278296,130121383112,68,5,0,1
1,3,1,800,1,3,1,2278295,130121383038,68,5,0,1
2,3,1,800,1,3,2,2339390,133610513452,70,5,0,1
