switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority
1,1,2,800,2,1,3,43610,2484535172,1,5,0,1
6,1,2,800,2,1,1,43609,2484535098,1,5,0,1
5,1,2,800,2,1,5,129197,7371189194,3,5,0,1
1,1,2,800,2,1,3,129197,7371189194,3,5,0,1
6,1,2,800,2,1,1,129196,7371189120,3,5,0,1
5,1,2,800,2,1,5,131894,7524897804,5,5,0,1
1,1,2,800,2,1,3,131894,7524897804,5,5,0,1
6,1,2,800,2,1,1,131893,7524897730,5,5,0,1
5,1,2,800,2,1,5,131894,7524897804,7,5,0,1
1,1,2,800,2,1,3,131894,7524897804,7,5,0,1
6,1,2,800,2,1,1,131893,7524897730,7,5,0,1
