agent, num_iperfs, port_number, original_size, transferred, received, retries, flow_completion_time, bandwidth, iter
A,8,46118,200M,200.0,196.0,15066.0,1144.0,1.47
A,8,46118,200M,200.0,196.0,6129.0,1138.0,1.47
A,8,46118,200M,201.0,187.0,11459.0,932.0,1.81
A,8,46118,200M,200.0,195.0,4981.0,1083.0,1.55
A,8,46112,200M,200.0,196.0,14650.0,1057.0,1.59
A,8,46110,200M,200.0,196.0,10964.0,1030.0,1.63
A,8,46110,200M,201.0,195.0,6480.0,887.0,1.9
A,8,46116,200M,200.0,197.0,6717.0,1273.0,1.32
A,8,46112,200M,200.0,195.0,7323.0,1232.0,1.36
A,8,46112,200M,200.0,187.0,5445.0,851.0,1.97
A,8,46110,200M,200.0,194.0,8021.0,1255.0,1.34
A,8,46110,200M,201.0,196.0,6829.0,1078.0,1.56
A,8,46114,200M,200.0,185.0,10845.0,970.0,1.73
A,8,46112,200M,200.0,196.0,7219.0,983.0,1.71
A,8,46112,200M,201.0,196.0,5147.0,1129.0,1.49
A,8,46116,200M,200.0,193.0,6247.0,1185.0,1.42
A,8,46114,200M,200.0,194.0,5055.0,1420.0,1.18
A,8,46114,200M,200.0,188.0,7760.0,1364.0,1.23
A,8,46116,200M,200.0,193.0,13864.0,977.0,1.72
A,8,46116,200M,200.0,196.0,7419.0,1149.0,1.46
A,8,46114,200M,200.0,192.0,11978.0,870.0,1.93
A,8,46110,200M,200.0,194.0,6776.0,1270.0,1.32
A,8,46114,200M,200.0,195.0,12650.0,1203.0,1.4
A,8,46116,200M,201.0,194.0,7648.0,1261.0,1.33
A,8,46124,200M,200.0,191.0,4536.0,1317.0,1.28
A,8,46124,200M,201.0,191.0,3576.0,1359.0,1.24
A,8,46120,200M,201.0,191.0,3569.0,1431.0,1.18
A,8,46124,200M,200.0,195.0,6992.0,1124.0,1.49
A,8,46122,200M,200.0,195.0,5483.0,1262.0,1.33
A,8,46124,200M,200.0,195.0,4867.0,1409.0,1.19
A,8,46120,200M,201.0,196.0,4853.0,1006.0,1.68
A,8,46124,200M,200.0,195.0,3922.0,1400.0,1.2
A,8,46122,200M,200.0,196.0,5406.0,1116.0,1.5
A,8,46122,200M,201.0,197.0,7499.0,1182.63,1.43
A,8,46120,200M,200.0,195.0,7298.0,1196.0,1.41
A,8,46120,200M,200.0,191.0,4299.0,1365.0,1.23
A,8,46122,200M,201.0,197.0,7764.0,1338.0,1.26
A,8,46122,200M,200.0,194.0,15702.0,1083.0,1.55
A,8,46120,200M,200.0,195.0,7209.0,1379.0,1.22
A,8,46116,500M,500.0,496.0,29835.0,3160.87,1.33
A,8,46114,500M,500.0,490.0,22884.0,3453.0,1.22
A,8,46114,500M,501.0,492.0,27309.0,2814.0,1.49
A,8,46116,500M,500.0,497.0,18747.0,2908.0,1.44
A,8,46112,500M,500.0,491.0,31690.0,3529.96,1.19
A,8,46116,500M,501.0,491.0,27078.0,3393.0,1.24
A,8,46114,500M,501.0,490.0,31515.0,3230.0,1.3
A,8,46110,500M,500.0,497.0,26531.0,1943.38,2.16
A,8,46114,500M,500.0,494.0,24148.0,2942.0,1.43
A,8,46116,500M,500.0,495.0,21737.0,2642.0,1.59
A,8,46112,500M,501.0,488.0,26538.0,2722.0,1.54
A,8,46116,500M,501.0,493.0,22193.0,2591.0,1.62
A,8,46110,500M,500.0,493.0,23657.0,2412.0,1.74
A,8,46110,500M,500.0,489.0,19651.0,2637.0,1.59
A,8,46112,500M,500.0,492.0,26597.0,2964.0,1.42
A,8,46112,500M,500.0,493.0,21733.0,2747.0,1.53
A,8,46114,500M,501.0,493.0,34074.0,2972.0,1.41
A,8,46110,500M,500.0,491.0,35554.0,3171.0,1.32
A,8,46110,500M,501.0,490.0,23467.0,2837.0,1.48
A,8,46112,500M,500.0,493.0,20696.0,2325.0,1.8
A,8,46118,500M,500.0,488.0,36793.0,3501.0,1.2
A,8,46118,500M,None,None,None,None,None
A,8,46118,500M,501.0,491.0,27651.0,3453.0,1.22
A,8,46118,500M,500.0,495.0,20577.0,2178.0,1.93
A,8,46118,500M,501.0,490.0,25986.0,3353.0,1.25
A,8,46120,500M,500.0,493.0,29623.0,3131.0,1.34
A,8,46122,500M,501.0,493.0,22170.0,3201.0,1.31
A,8,46122,500M,500.0,491.0,31651.0,2785.0,1.51
A,8,46124,500M,501.0,496.0,27526.0,2912.0,1.44
A,8,46120,500M,500.0,493.0,23289.0,2903.0,1.45
A,8,46120,500M,500.0,491.0,20452.0,3129.0,1.34
A,8,46122,500M,500.0,493.0,28914.0,3183.0,1.32
A,8,46122,500M,501.0,485.0,37169.0,3395.0,1.24
A,8,46120,500M,500.0,488.0,21832.0,3488.0,1.2
A,8,46120,500M,500.0,489.0,28934.0,3063.0,1.37
A,8,46124,500M,500.0,495.0,21147.0,2783.0,1.51
A,8,46124,500M,500.0,495.0,29307.0,3201.0,1.31
A,8,46124,500M,501.0,489.0,29948.0,3123.0,1.35
A,8,46122,500M,500.0,494.0,33683.0,2964.0,1.42
A,8,46124,500M,501.0,496.0,21452.0,2128.0,1.97
B,2,46110,10M,10.6,8.51,2.0,12.0,7.41
B,2,46110,10M,10.0,7.77,0.0,9.96,8.42
B,2,46110,10M,10.5,7.97,472.0,18.81,4.68
B,2,46110,10M,10.8,4.68,96.0,15.0,6.05
B,2,46110,10M,10.9,8.16,0.0,11.0,8.34
B,2,46112,10M,11.1,7.35,0.0,13.0,7.14
B,2,46112,10M,10.4,6.22,839.0,24.0,3.65
B,2,46112,10M,10.5,5.75,390.0,16.0,5.5
B,2,46112,10M,11.2,7.25,717.0,18.5,5.07
B,2,46112,10M,10.6,7.59,393.0,17.0,5.21
B,2,46112,50M,50.2,41.2,1774.0,119.0,3.54
B,2,46112,50M,50.5,42.1,1735.0,98.0,4.32
