timestamp,switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority,flow_id
6,2,3,800,3,2,3,2825719,152834520798,61,5,0,1
5,2,3,800,3,2,2,2895227,156085625182,63,5,0,1
2,2,3,800,3,2,1,2895226,156085625108,63,5,0,1
1,2,3,800,3,2,2,2895227,156085625182,63,5,0,1
6,2,3,800,3,2,3,2895227,156085625182,63,5,0,1
5,2,3,800,3,2,2,2970087,160362673806,65,5,0,1
2,2,3,800,3,2,1,2970086,160362673732,65,5,0,1
1,2,3,800,3,2,2,2970087,160362673806,65,5,0,1
6,2,3,800,3,2,3,2970087,160362673806,65,5,0,1
5,2,3,800,3,2,2,3009071,162484760390,67,5,0,1
2,2,3,800,3,2,1,3009070,162484760316,67,5,0,1
1,2,3,800,3,2,2,3009071,162484760390,67,5,0,1
6,2,3,800,3,2,3,3009071,162484760390,67,5,0,1
5,2,3,800,3,2,2,3096785,167506460690,69,5,0,1
2,2,3,800,3,2,1,3096784,167506460616,69,5,0,1
1,2,3,800,3,2,2,3096785,167506460690,69,5,0,1
6,2,3,800,3,2,3,3096785,167506460690,69,5,0,1
5,2,3,800,3,2,2,3182888,172422767920,71,5,0,1
2,2,3,800,3,2,1,3182887,172422767846,71,5,0,1
1,2,3,800,3,2,2,3182888,172422767920,71,5,0,1
6,2,3,800,3,2,3,3182888,172422767920,71,5,0,1
5,2,3,800,3,2,2,3255803,175829604038,73,5,0,1
2,2,3,800,3,2,1,3255802,175829603964,73,5,0,1
1,2,3,800,3,2,2,3255803,175829604038,73,5,0,1
6,2,3,800,3,2,3,3255803,175829604038,73,5,0,1
5,2,3,800,3,2,2,3358503,180772862966,75,5,0,1
2,2,3,800,3,2,1,3358502,180772862892,75,5,0,1
1,2,3,800,3,2,2,3358503,180772862966,75,5,0,1
6,2,3,800,3,2,3,3358503,180772862966,75,5,0,1
5,2,3,800,3,2,2,3460535,186597997326,77,5,0,1
2,2,3,800,3,2,1,3460534,186597997252,77,5,0,1
1,2,3,800,3,2,2,3460535,186597997326,77,5,0,1
6,2,3,800,3,2,3,3460535,186597997326,77,5,0,1
5,2,3,800,3,2,2,3542343,191271704670,79,5,0,1
2,2,3,800,3,2,1,3542342,191271704596,79,5,0,1
1,2,3,800,3,2,2,3542343,191271704670,79,5,0,1
6,2,3,800,3,2,3,3542343,191271704670,79,5,0,1
5,2,3,800,3,2,2,3616557,195288114890,81,5,0,1
