timestamp,switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority,flow_id
2,2,3,800,3,2,1,4508,260904824,0,5,0,1
3,2,3,800,3,2,2,4509,260904898,0,5,0,1
6,2,3,800,3,2,2,4509,260904898,0,5,0,1
4,2,3,800,3,2,2,111919,6392644534,2,5,0,1
2,2,3,800,3,2,1,111918,6392644460,2,5,0,1
3,2,3,800,3,2,2,111919,6392644534,2,5,0,1
6,2,3,800,3,2,2,111919,6392644534,2,5,0,1
4,2,3,800,3,2,2,221908,12670829720,4,5,0,1
2,2,3,800,3,2,1,221907,12670829646,4,5,0,1
3,2,3,800,3,2,2,221908,12670829720,4,5,0,1
6,2,3,800,3,2,2,221908,12670829720,4,5,0,1
4,2,3,800,3,2,2,331016,18899113496,6,5,0,1
2,2,3,800,3,2,1,331015,18899113422,6,5,0,1
3,2,3,800,3,2,2,331016,18899113496,6,5,0,1
6,2,3,800,3,2,2,331016,18899113496,6,5,0,1
4,2,3,800,3,2,2,435969,24890477082,8,5,0,1
2,2,3,800,3,2,1,435968,24890477008,8,5,0,1
3,2,3,800,3,2,2,435969,24890477082,8,5,0,1
6,2,3,800,3,2,2,435969,24890477082,8,5,0,1
4,2,3,800,3,2,2,550221,31412705738,10,5,0,1
2,2,3,800,3,2,1,550220,31412705664,10,5,0,1
3,2,3,800,3,2,2,550221,31412705738,10,5,0,1
6,2,3,800,3,2,2,550221,31412705738,10,5,0,1
4,2,3,800,3,2,2,656827,37498326686,12,5,0,1
2,2,3,800,3,2,1,656826,37498326612,12,5,0,1
3,2,3,800,3,2,2,656827,37498326686,12,5,0,1
6,2,3,800,3,2,2,656827,37498326686,12,5,0,1
4,2,3,800,3,2,2,760344,43407453280,14,5,0,1
2,2,3,800,3,2,1,760343,43407453206,14,5,0,1
3,2,3,800,3,2,2,760344,43407453280,14,5,0,1
6,2,3,800,3,2,2,760344,43407453280,14,5,0,1
4,2,3,800,3,2,2,868538,49584138364,16,5,0,1
2,2,3,800,3,2,1,868537,49584138290,16,5,0,1
3,2,3,800,3,2,2,868538,49584138364,16,5,0,1
6,2,3,800,3,2,2,868538,49584138364,16,5,0,1
4,2,3,800,3,2,2,979441,55915040482,18,5,0,1
2,2,3,800,3,2,1,979440,55915040408,18,5,0,1
3,2,3,800,3,2,2,979441,55915040482,18,5,0,1
6,2,3,800,3,2,2,979441,55915040482,18,5,0,1
4,2,3,800,3,2,2,1089787,62214042598,20,5,0,1
2,2,3,800,3,2,1,1089786,62214042524,20,5,0,1
3,2,3,800,3,2,2,1089787,62214042598,20,5,0,1
6,2,3,800,3,2,2,1089787,62214042598,20,5,0,1
4,2,3,800,3,2,2,1202754,68662788548,22,5,0,1
2,2,3,800,3,2,1,1202753,68662788474,22,5,0,1
3,2,3,800,3,2,2,1202754,68662788548,22,5,0,1
6,2,3,800,3,2,2,1202754,68662788548,22,5,0,1
4,2,3,800,3,2,2,1317449,75210308650,24,5,0,1
2,2,3,800,3,2,1,1317448,75210308576,24,5,0,1
3,2,3,800,3,2,2,1317449,75210308650,24,5,0,1
6,2,3,800,3,2,2,1317449,75210308650,24,5,0,1
4,2,3,800,3,2,2,1427687,81503307470,26,5,0,1
2,2,3,800,3,2,1,1427686,81503307396,26,5,0,1
3,2,3,800,3,2,2,1427687,81503307470,26,5,0,1
6,2,3,800,3,2,2,1427687,81503307470,26,5,0,1
4,2,3,800,3,2,2,1535170,87638913108,28,5,0,1
2,2,3,800,3,2,1,1535169,87638913034,28,5,0,1
3,2,3,800,3,2,2,1535170,87638913108,28,5,0,1
6,2,3,800,3,2,2,1535170,87638913108,28,5,0,1
4,2,3,800,3,2,2,1644109,93858392322,30,5,0,1
2,2,3,800,3,2,1,1644108,93858392248,30,5,0,1
3,2,3,800,3,2,2,1644109,93858392322,30,5,0,1
6,2,3,800,3,2,2,1644109,93858392322,30,5,0,1
4,2,3,800,3,2,2,1752845,100065803538,32,5,0,1
2,2,3,800,3,2,1,1752844,100065803464,32,5,0,1
3,2,3,800,3,2,2,1752845,100065803538,32,5,0,1
6,2,3,800,3,2,2,1752845,100065803538,32,5,0,1
4,2,3,800,3,2,2,1862363,106317167374,34,5,0,1
2,2,3,800,3,2,1,1862362,106317167300,34,5,0,1
3,2,3,800,3,2,2,1862363,106317167374,34,5,0,1
6,2,3,800,3,2,2,1862363,106317167374,34,5,0,1
4,2,3,800,3,2,2,1971776,112562900840,36,5,0,1
2,2,3,800,3,2,1,1971775,112562900766,36,5,0,1
3,2,3,800,3,2,2,1971776,112562900840,36,5,0,1
6,2,3,800,3,2,2,1971776,112562900840,36,5,0,1
4,2,3,800,3,2,2,2075613,118490647802,38,5,0,1
2,2,3,800,3,2,1,2075612,118490647728,38,5,0,1
3,2,3,800,3,2,2,2075613,118490647802,38,5,0,1
6,2,3,800,3,2,2,2075613,118490647802,38,5,0,1
4,2,3,800,3,2,2,2185297,124751328658,40,5,0,1
2,2,3,800,3,2,1,2185296,124751328584,40,5,0,1
3,2,3,800,3,2,2,2185297,124751328658,40,5,0,1
6,2,3,800,3,2,2,2185297,124751328658,40,5,0,1
4,2,3,800,3,2,2,2293940,130953797984,42,5,0,1
2,2,3,800,3,2,1,2293939,130953797910,42,5,0,1
3,2,3,800,3,2,2,2293940,130953797984,42,5,0,1
6,2,3,800,3,2,2,2293940,130953797984,42,5,0,1
4,2,3,800,3,2,2,2398193,136905630442,44,5,0,1
2,2,3,800,3,2,1,2398192,136905630368,44,5,0,1
3,2,3,800,3,2,2,2398193,136905630442,44,5,0,1
6,2,3,800,3,2,2,2398193,136905630442,44,5,0,1
4,2,3,800,3,2,2,2506408,143083418840,46,5,0,1
2,2,3,800,3,2,1,2506407,143083418766,46,5,0,1
3,2,3,800,3,2,2,2506408,143083418840,46,5,0,1
6,2,3,800,3,2,2,2506408,143083418840,46,5,0,1
4,2,3,800,3,2,2,2616089,149344624810,48,5,0,1
2,2,3,800,3,2,1,2616088,149344624736,48,5,0,1
3,2,3,800,3,2,2,2616089,149344624810,48,5,0,1
6,2,3,800,3,2,2,2616089,149344624810,48,5,0,1
4,2,3,800,3,2,2,2726720,155660096464,50,5,0,1
2,2,3,800,3,2,1,2726719,155660096390,50,5,0,1
3,2,3,800,3,2,2,2726720,155660096464,50,5,0,1
6,2,3,800,3,2,2,2726720,155660096464,50,5,0,1
4,2,3,800,3,2,2,2839914,162121530604,52,5,0,1
2,2,3,800,3,2,1,2839913,162121530530,52,5,0,1
3,2,3,800,3,2,2,2839914,162121530604,52,5,0,1
6,2,3,800,3,2,2,2839914,162121530604,52,5,0,1
4,2,3,800,3,2,2,2953884,168627848936,54,5,0,1
2,2,3,800,3,2,1,2953883,168627848862,54,5,0,1
3,2,3,800,3,2,2,2953884,168627848936,54,5,0,1
6,2,3,800,3,2,2,2953884,168627848936,54,5,0,1
4,2,3,800,3,2,2,3012916,171997544328,57,5,0,1
2,2,3,800,3,2,1,3012915,171997544254,57,5,0,1
