timestamp,switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority,flow_id
1,1,2,800,2,1,3,84017,4793720066,1,5,0,1
6,1,2,800,2,1,1,84016,4793719992,1,5,0,1
5,1,2,800,2,1,5,188359,10749849966,3,5,0,1
1,1,2,800,2,1,3,188359,10749849966,3,5,0,1
6,1,2,800,2,1,1,188358,10749849892,3,5,0,1
5,1,2,800,2,1,5,188359,10749849966,5,5,0,1
1,1,2,800,2,1,3,188359,10749849966,5,5,0,1
6,1,2,800,2,1,1,188358,10749849892,5,5,0,1
5,1,2,800,2,1,5,188359,10749849966,7,5,0,1
1,1,2,800,2,1,3,188359,10749849966,7,5,0,1
6,1,2,800,2,1,1,188358,10749849892,7,5,0,1
