timestamp,switch_id,eth_dst,eth_src,eth_type,ipv4_src,ipv4_dst,in_port,packet_count,byte_count,duration_sec,idle_timeout_s,hard_timeout_s,priority,flow_id
2,2,3,800,3,2,1,111754,6380498676,2,5,0,1
1,2,3,800,3,2,2,111755,6380498750,2,5,0,1
6,2,3,800,3,2,3,111755,6380498750,2,5,0,1
5,2,3,800,3,2,2,206275,11777234182,4,5,0,1
2,2,3,800,3,2,1,206274,11777234108,4,5,0,1
1,2,3,800,3,2,2,206275,11777234182,4,5,0,1
6,2,3,800,3,2,3,206275,11777234182,4,5,0,1
5,2,3,800,3,2,2,302054,17245786316,6,5,0,1
2,2,3,800,3,2,1,302053,17245786242,6,5,0,1
1,2,3,800,3,2,2,302054,17245786316,6,5,0,1
6,2,3,800,3,2,3,302054,17245786316,6,5,0,1
5,2,3,800,3,2,2,395140,22559801728,8,5,0,1
2,2,3,800,3,2,1,395139,22559801654,8,5,0,1
1,2,3,800,3,2,2,395140,22559801728,8,5,0,1
6,2,3,800,3,2,3,395140,22559801728,8,5,0,1
5,2,3,800,3,2,2,488822,27907721268,10,5,0,1
2,2,3,800,3,2,1,488821,27907721194,10,5,0,1
1,2,3,800,3,2,2,488822,27907721268,10,5,0,1
6,2,3,800,3,2,3,488822,27907721268,10,5,0,1
5,2,3,800,3,2,2,583308,33301693664,12,5,0,1
2,2,3,800,3,2,1,583307,33301693590,12,5,0,1
1,2,3,800,3,2,2,583308,33301693664,12,5,0,1
6,2,3,800,3,2,3,583308,33301693664,12,5,0,1
5,2,3,800,3,2,2,681192,38890430032,14,5,0,1
2,2,3,800,3,2,1,681191,38890429958,14,5,0,1
1,2,3,800,3,2,2,681192,38890430032,14,5,0,1
6,2,3,800,3,2,3,681192,38890430032,14,5,0,1
5,2,3,800,3,2,2,777384,44382581728,16,5,0,1
2,2,3,800,3,2,1,777383,44382581654,16,5,0,1
1,2,3,800,3,2,2,777384,44382581728,16,5,0,1
6,2,3,800,3,2,3,777384,44382581728,16,5,0,1
5,2,3,800,3,2,2,874406,49921944908,18,5,0,1
2,2,3,800,3,2,1,874405,49921944834,18,5,0,1
1,2,3,800,3,2,2,874406,49921944908,18,5,0,1
6,2,3,800,3,2,3,874406,49921944908,18,5,0,1
5,2,3,800,3,2,2,974672,55646681560,20,5,0,1
2,2,3,800,3,2,1,974671,55646681486,20,5,0,1
1,2,3,800,3,2,2,974672,55646681560,20,5,0,1
6,2,3,800,3,2,3,974672,55646681560,20,5,0,1
5,2,3,800,3,2,2,1074327,61336311182,22,5,0,1
2,2,3,800,3,2,1,1074326,61336311108,22,5,0,1
1,2,3,800,3,2,2,1074327,61336311182,22,5,0,1
6,2,3,800,3,2,3,1074327,61336311182,22,5,0,1
5,2,3,800,3,2,2,1170722,66839546236,24,5,0,1
