Step; State; Reward
146; [[ 0.2556 10.836   0.      0.2554  0.      0.      9.15    9.08    0.2556   0.      0.      0.      0.      0.      0.      0.    ]]; [664.1733]
147; [[ 0.4448  8.99    0.      0.445   0.      0.      8.805  10.89    0.556   0.      0.      0.      0.      0.      0.      0.    ]]; [797.7908]
148; [[ 0.2238 10.59    0.      0.2238  0.      0.     10.28   10.21    0.2239   0.      0.      0.      0.      0.      0.      0.    ]]; [784.4898]
149; [[ 0.2238 10.59    0.      0.2238  0.      0.     10.28   10.21    0.2239   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
150; [[ 0.2238 10.59    0.      0.2238  0.      0.     10.28   10.21    0.2239   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
151; [[ 0.2527 12.3     0.      0.2524  0.      0.     10.73   10.66    0.2524   0.      0.      0.      0.      0.      0.      0.    ]]; [876.85364]
152; [[ 0.327 10.92   0.     0.327  0.     0.     8.53   8.86   0.327  0.   0.     0.     0.     0.     0.     0.   ]]; [639.6893]
153; [[ 0.367   9.99    0.      0.3672  0.      0.     10.94   10.91    0.3672   0.      0.      0.      0.      0.      0.      0.    ]]; [864.47437]
154; [[0.1974 9.63   0.     0.1973 0.     0.     8.71   8.77   0.1973 0.  0.     0.     0.     0.     0.     0.    ]]; [602.88086]
155; [[ 0.2754 14.78    0.      0.2754  0.      0.     11.69   11.69    0.2754   0.      0.      0.      0.      0.      0.      0.    ]]; [1068.2009]
156; [[ 0.3958 13.32    0.      0.3958  0.      0.     11.49   11.39    0.3958   0.      0.      0.      0.      0.      0.      0.    ]]; [1006.7949]
157; [[ 0.2495 12.14    0.      0.2495  0.      0.     11.68   11.664   0.2495   0.      0.      0.      0.      0.      0.      0.    ]]; [1000.7451]
158; [[3.5156e-01 8.7734e+00 1.1444e-04 3.5010e-01 0.0000e+00 0.0000e+00  9.3984e+00 9.3984e+00 3.5059e-01 0.0000e+00 0.0000e+00 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [664.5373]
159; [[ 0.1777  9.74    0.      0.1777  0.      0.      9.375  11.69    0.2222   0.      0.      0.      0.      0.      0.      0.    ]]; [885.00964]
160; [[0.318  8.45   0.     0.3179 0.     0.     9.42   9.414  0.318  0.  0.     0.     0.     0.     0.     0.    ]]; [657.8112]
161; [[ 0.2155 12.195   0.      0.2156  0.      0.     11.664  11.66    0.2157   0.      0.      0.      0.      0.      0.      0.    ]]; [997.13477]
162; [[ 0.2598 12.54    0.      0.2598  0.      0.     11.74   11.73    0.2598   0.      0.      0.      0.      0.      0.      0.    ]]; [1019.28436]
163; [[4.7510e-01 9.5625e+00 1.1444e-04 4.7485e-01 1.1444e-04 1.1444e-04  9.4453e+00 9.4531e+00 4.7485e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [693.9393]
164; [[0.2393 9.164  0.     0.2393 0.     0.     9.41   9.39   0.2393 0.  0.     0.     0.     0.     0.     0.    ]]; [664.026]
165; [[4.8267e-01 8.6484e+00 1.1444e-04 4.8242e-01 1.1444e-04 1.1444e-04  9.4297e+00 9.4219e+00 4.8242e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [673.2699]
166; [[4.8267e-01 8.6484e+00 1.1444e-04 4.8242e-01 1.1444e-04 1.1444e-04  9.4297e+00 9.4219e+00 4.8242e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
167; [[0.2048 9.79   0.     0.2047 0.     0.     9.39   9.39   0.2046 0.  0.     0.     0.     0.     0.     0.    ]]; [672.9257]
168; [[0.2048 9.79   0.     0.2047 0.     0.     9.39   9.39   0.2046 0.  0.     0.     0.     0.     0.     0.    ]]; [0.]
169; [[0.2048 9.79   0.     0.2047 0.     0.     9.39   9.39   0.2046 0.  0.     0.     0.     0.     0.     0.    ]]; [0.]
170; [[2.6392e-01 6.2930e+00 1.1444e-04 2.6367e-01 1.1444e-04 2.4033e-04  7.0742e+00 6.9883e+00 2.6367e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [389.53412]
171; [[0.1763 9.72   0.     0.1761 0.     0.     8.     7.793  0.1757 0.  0.     0.     0.     0.     0.     0.    ]]; [510.0895]
172; [[2.3108e-01 1.1273e+01 1.4305e-04 2.3083e-01 3.0136e-04 1.4305e-04  1.0930e+01 1.0875e+01 2.3169e-01 1.4305e-04 3.0136e-04 1.4305e-04  1.4305e-04 1.4305e-04 3.0136e-04 1.4305e-04]]; [879.0469]
173; [[0.5024 8.87   0.     0.502  0.     0.     9.24   9.26   0.5024 0.  0.     0.     0.     0.     0.     0.    ]]; [660.9265]
174; [[0.5024 8.87   0.     0.502  0.     0.     9.24   9.26   0.5024 0.  0.     0.     0.     0.     0.     0.    ]]; [0.]
175; [[0.5024 8.87   0.     0.502  0.     0.     9.24   9.26   0.5024 0.  0.     0.     0.     0.     0.     0.    ]]; [0.]
176; [[0.5024 8.87   0.     0.502  0.     0.     9.24   9.26   0.5024 0.  0.     0.     0.     0.     0.     0.    ]]; [0.]
177; [[1.9946e-01 1.0852e+01 1.1444e-04 1.9934e-01 1.1444e-04 1.1444e-04  8.8750e+00 9.1328e+00 1.9922e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [659.67596]
178; [[ 0.2646 14.336   0.      0.2646  0.      0.     11.33   11.33    0.2646   0.      0.      0.      0.      0.      0.      0.    ]]; [1008.0874]
179; [[ 0.2646 14.336   0.      0.2646  0.      0.     11.33   11.33    0.2646   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
180; [[2.6343e-01 1.0406e+01 1.1444e-04 2.6343e-01 1.1444e-04 1.1444e-04  9.2344e+00 9.2344e+00 2.6343e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [672.1213]
181; [[ 0.267  10.945   0.      0.2668  0.      0.     11.5    11.49    0.2668   0.      0.      0.      0.      0.      0.      0.    ]]; [950.76184]
182; [[2.5806e-01 1.0773e+01 1.1444e-04 2.5806e-01 1.1444e-04 1.1444e-04  9.2422e+00 9.2422e+00 2.5806e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [679.4196]
183; [[ 7.473  8.13  10.055  7.54   0.     0.    11.516 18.92   8.05   0.   7.414  0.     0.     7.484  0.     0.   ]]; [4755.0317]
184; [[ 7.473  8.13  10.055  7.54   0.     0.    11.516 18.92   8.05   0.   7.414  0.     0.     7.484  0.     0.   ]]; [0.]
185; [[ 7.473  8.13  10.055  7.54   0.     0.    11.516 18.92   8.05   0.   7.414  0.     0.     7.484  0.     0.   ]]; [0.]
186; [[1.1164e+01 1.3766e+01 1.1289e+01 1.1289e+01 1.4305e-04 1.4305e-04  1.1133e+01 2.2422e+01 1.1750e+01 1.4305e-04 1.1297e+01 1.4305e-04  1.4305e-04 1.1383e+01 1.4305e-04 1.4305e-04]]; [7991.1387]
187; [[ 8.695  9.82   9.79   8.914  0.     0.     8.79  17.61   9.234  0.   8.83   0.     0.     8.99   0.     0.   ]]; [4955.8916]
188; [[ 8.695  9.82   9.79   8.914  0.     0.     8.79  17.61   9.234  0.   8.83   0.     0.     8.99   0.     0.   ]]; [0.]
189; [[ 8.695  9.82   9.79   8.914  0.     0.     8.79  17.61   9.234  0.   8.83   0.     0.     8.99   0.     0.   ]]; [0.]
190; [[ 9.484  5.875 12.445  9.484  0.     0.     8.23  17.7   10.04   0.   9.48   0.     0.     9.5    0.     0.   ]]; [5206.5664]
191; [[10.31  13.68  11.555  9.91   0.     0.    11.19  19.62   8.984  0.   8.42   0.     0.     8.195  0.     0.   ]]; [6309.5986]
192; [[ 9.     8.38   8.75   9.164  0.     0.     9.04  18.2    9.65   0.   9.15   0.     0.     9.375  0.     0.   ]]; [5125.06]
193; [[11.16  14.125 12.01  10.875  0.     0.    11.35  20.78  10.09   0.   9.45   0.     0.     8.86   0.     0.   ]]; [7168.3486]
194; [[ 9.484  8.28   9.27   9.5    0.     0.     9.3   18.77   9.98   0.   9.47   0.     0.     9.5    0.     0.   ]]; [5481.2817]
195; [[ 5.703 13.39   1.762  5.566  0.     0.     8.586 12.95   4.758  0.   4.367  0.     0.     4.22   0.     0.   ]]; [2418.6626]
196; [[ 0.4067 10.6     0.      0.4065  0.      0.     11.484  11.484   0.4065   0.      0.      0.      0.      0.      0.      0.    ]]; [952.91864]
197; [[2.6709e-01 1.0969e+01 1.1444e-04 2.6709e-01 1.1444e-04 1.1444e-04  9.2578e+00 9.2578e+00 2.6709e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [685.6333]
198; [[0.3818 8.516  0.     0.381  0.     0.     9.35   9.35   0.381  0.  0.     0.     0.     0.     0.     0.    ]]; [656.7123]
199; [[2.6270e-01 7.8242e+00 1.1444e-04 2.6343e-01 1.1444e-04 1.1444e-04  9.1719e+00 9.1562e+00 2.6343e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [615.3642]
200; [[ 0.339  10.23    0.      0.3389  0.      0.     11.086  11.086   0.3394   0.      0.      0.      0.      0.      0.      0.    ]]; [889.2672]
201; [[ 0.339  10.23    0.      0.3389  0.      0.     11.086  11.086   0.3394   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
202; [[4.3042e-01 7.2031e+00 1.1444e-04 4.3066e-01 2.4033e-04 1.1444e-04  9.3594e+00 9.3672e+00 4.3042e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [635.76105]
203; [[4.3042e-01 7.2031e+00 1.1444e-04 4.3066e-01 2.4033e-04 1.1444e-04  9.3594e+00 9.3672e+00 4.3042e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
204; [[0.3215 8.266  0.     0.3215 0.     0.     9.29   9.28   0.3215 0.  0.     0.     0.     0.     0.     0.    ]]; [640.4276]
205; [[3.4375e-01 7.5781e+00 1.1444e-04 3.4399e-01 1.1444e-04 1.1444e-04  9.3281e+00 9.3203e+00 3.4399e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [632.7828]
206; [[ 0.256 15.58   0.     0.256  0.     0.    11.58  11.59   0.256  0.   0.     0.     0.     0.     0.     0.   ]]; [1072.1096]
207; [[4.1235e-01 8.5859e+00 1.1444e-04 4.1235e-01 1.1444e-04 1.1444e-04  9.3125e+00 9.3047e+00 4.1235e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [654.975]
208; [[ 0.1355 11.04    0.      0.135   0.      0.      9.23    9.21    0.135   0.      0.      0.      0.      0.      0.      0.    ]]; [672.4812]
209; [[4.4824e-01 1.0836e+01 1.4305e-04 4.4824e-01 1.4305e-04 1.4305e-04  1.1711e+01 1.1703e+01 4.4824e-01 1.4305e-04 1.4305e-04 1.4305e-04  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [990.7093]
210; [[0.2389 9.664  0.     0.2388 0.     0.     8.52   8.555  0.2389 0.  0.     0.     0.     0.     0.     0.    ]]; [584.89435]
211; [[3.4180e-01 1.0422e+01 1.4305e-04 3.4155e-01 1.4305e-04 1.4305e-04  1.1266e+01 1.1258e+01 3.4180e-01 1.4305e-04 1.4305e-04 1.4305e-04  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [915.1442]
212; [[0.4304 7.945  0.     0.4304 0.     0.     9.27   9.3    0.4302 0.  0.     0.     0.     0.     0.     0.    ]]; [642.1656]
213; [[ 0.1272 10.43    0.      0.1272  0.      0.      8.7     8.695   0.1272   0.      0.      0.      0.      0.      0.      0.    ]]; [605.6845]
214; [[ 0.525  9.89   0.     0.525  0.     0.    11.695 11.69   0.525  0.   0.     0.     0.     0.     0.     0.   ]]; [971.2941]
215; [[ 0.371 10.65   0.     0.371  0.     0.     9.375  9.375  0.371  0.   0.     0.     0.     0.     0.     0.   ]]; [699.41077]
216; [[ 0.2576 13.67    0.      0.2578  0.      0.     11.71   11.71    0.258   0.      0.      0.      0.      0.      0.      0.    ]]; [1043.7412]
217; [[ 0.4612 10.31    0.      0.4612  0.      0.      9.38    9.38    0.4612   0.      0.      0.      0.      0.      0.      0.    ]]; [700.2314]
218; [[ 0.2164 11.88    0.      0.2164  0.      0.      9.5     9.49    0.2164   0.      0.      0.      0.      0.      0.      0.    ]]; [725.65326]
219; [[ 0.4805 10.03    0.      0.4805  0.      0.      9.37    9.37    0.4805   0.      0.      0.      0.      0.      0.      0.    ]]; [694.875]
220; [[4.7095e-01 1.4031e+01 1.4305e-04 3.7646e-01 1.1444e-04 2.4033e-04  9.3672e+00 1.1758e+01 4.7070e-01 1.4305e-04 1.4305e-04 1.4305e-04  1.4305e-04 1.4305e-04 1.1444e-04 1.1444e-04]]; [1018.6988]
221; [[0.4897 8.734  0.     0.4897 0.     0.     9.305  9.305  0.49   0.  0.     0.     0.     0.     0.     0.    ]]; [663.3076]
222; [[2.5830e-01 1.1273e+01 1.1444e-04 2.5830e-01 1.1444e-04 1.1444e-04  8.9922e+00 8.8516e+00 2.5830e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [649.1574]
223; [[0.287 9.62  0.    0.287 0.    0.    9.4   9.38  0.287 0.    0.    0.  0.    0.    0.    0.   ]]; [675.2929]
224; [[0.287 9.62  0.    0.287 0.    0.    9.4   9.38  0.287 0.    0.    0.  0.    0.    0.    0.   ]]; [0.]
225; [[5.3369e-01 8.3516e+00 1.1444e-04 5.3320e-01 1.1444e-04 1.1444e-04  9.4375e+00 9.4453e+00 5.3320e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [673.0287]
226; [[ 0.225  14.2     0.      0.2255  0.      0.     11.336  11.586   0.2255   0.      0.      0.      0.      0.      0.      0.    ]]; [1030.8137]
227; [[4.6094e-01 9.1953e+00 1.1444e-04 4.6094e-01 1.1444e-04 1.1444e-04  9.4141e+00 9.3984e+00 4.6094e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [680.8393]
228; [[ 0.3057 11.3     0.      0.3057  0.      0.      9.3     9.27    0.3057   0.      0.      0.      0.      0.      0.      0.    ]]; [696.7721]
229; [[4.9243e-01 8.3672e+00 1.1444e-04 4.9219e-01 1.1444e-04 1.1444e-04  9.3828e+00 9.3828e+00 4.9219e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [664.40643]
230; [[ 0.1956 12.516   0.      0.1956  0.      0.      9.266   9.23    0.1956   0.      0.      0.      0.      0.      0.      0.    ]]; [706.9423]
231; [[ 0.1956 12.516   0.      0.1956  0.      0.      9.266   9.23    0.1956   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
232; [[ 0.1956 12.516   0.      0.1956  0.      0.      9.266   9.23    0.1956   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
233; [[4.2090e-01 9.0625e+00 1.1444e-04 4.2065e-01 1.1444e-04 1.1444e-04  9.3594e+00 9.3672e+00 4.2065e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [671.10284]
234; [[ 0.3914 11.12    0.      0.3914  0.      0.      9.42    9.414   0.3914   0.      0.      0.      0.      0.      0.      0.    ]]; [714.69293]
235; [[0.1989 9.734  0.     0.1989 0.     0.     9.37   9.35   0.1989 0.  0.     0.     0.     0.     0.     0.    ]]; [667.75806]
236; [[ 0.429  11.17    0.      0.4292  0.      0.      9.37    9.38    0.4292   0.      0.      0.      0.      0.      0.      0.    ]]; [714.7733]
237; [[ 0.2605 12.31    0.      0.2605  0.      0.     11.72   11.71    0.2605   0.      0.      0.      0.      0.      0.      0.    ]]; [1011.2852]
238; [[ 0.2605 12.31    0.      0.2605  0.      0.     11.72   11.71    0.2605   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
239; [[0.4556 7.902  0.     0.4556 0.     0.     8.94   8.95   0.4556 0.  0.     0.     0.     0.     0.     0.    ]]; [607.4025]
240; [[ 0.2563 12.086   0.      0.2566  0.      0.      9.24    9.234   0.2566   0.      0.      0.      0.      0.      0.      0.    ]]; [703.5902]
241; [[ 0.2563 12.086   0.      0.2566  0.      0.      9.24    9.234   0.2566   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
242; [[ 0.577  11.17    0.      0.5767  0.      0.     11.8    11.8     0.5767   0.      0.      0.      0.      0.      0.      0.    ]]; [1021.14545]
243; [[ 0.3284 10.516   0.      0.3286  0.      0.      9.17    9.17    0.3286   0.      0.      0.      0.      0.      0.      0.    ]]; [671.7]
244; [[2.0361e-01 9.7188e+00 1.1444e-04 2.0349e-01 1.1444e-04 1.1444e-04  9.3672e+00 9.3438e+00 2.0349e-01 4.3281e+00 4.3281e+00 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [813.37897]
245; [[2.0361e-01 9.7188e+00 1.1444e-04 2.0349e-01 1.1444e-04 1.1444e-04  9.3672e+00 9.3438e+00 2.0349e-01 4.3281e+00 4.3281e+00 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
246; [[ 0.6436 13.016   0.      0.6436  0.      0.     11.83   11.81    0.6436   5.363   5.363   0.      0.      0.      0.      0.    ]]; [1317.7463]
247; [[2.4609e-01 1.1227e+01 1.1444e-04 2.4585e-01 1.1444e-04 1.1444e-04  9.2969e+00 9.2812e+00 2.4585e-01 3.5879e+00 3.5879e+00 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [809.79047]
248; [[0.1959 9.25   0.     0.1974 0.     0.     9.08   9.08   0.1975 3.434  3.434  0.     0.     0.     0.     0.    ]]; [737.7878]
249; [[2.495e-01 1.153e+01 1.431e-04 2.498e-01 1.431e-04 1.431e-04 1.136e+01  1.134e+01 2.498e-01 4.426e+00 4.426e+00 1.431e-04 1.431e-04 1.431e-04  1.431e-04 1.431e-04]]; [1126.519]
250; [[0.3975 9.664  0.     0.3975 0.     0.     9.38   9.38   0.3975 3.219  3.219  0.     0.     0.     0.     0.    ]]; [789.4435]
251; [[4.988e-01 1.095e+01 1.431e-04 4.985e-01 1.431e-04 1.431e-04 1.145e+01  1.167e+01 4.985e-01 8.016e+00 8.016e+00 1.431e-04 1.431e-04 1.431e-04  1.431e-04 1.431e-04]]; [1353.8518]
252; [[4.988e-01 1.095e+01 1.431e-04 4.985e-01 1.431e-04 1.431e-04 1.145e+01  1.167e+01 4.985e-01 8.016e+00 8.016e+00 1.431e-04 1.431e-04 1.431e-04  1.431e-04 1.431e-04]]; [0.]
253; [[ 0.2183 11.66    0.      0.2183  0.      0.      9.47    9.414   0.2183   9.09    9.09    0.      0.      0.      0.      0.    ]]; [1044.5504]
254; [[5.1562e-01 8.6562e+00 1.1444e-04 5.1562e-01 1.1444e-04 1.1444e-04  9.3125e+00 9.3984e+00 5.1562e-01 5.4453e+00 5.4453e+00 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [867.3286]
255; [[5.1562e-01 8.6562e+00 1.1444e-04 5.1562e-01 1.1444e-04 1.1444e-04  9.3125e+00 9.3984e+00 5.1562e-01 5.4453e+00 5.4453e+00 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
256; [[ 0.1742 12.72    0.      0.1744  0.      0.      9.36    9.35    0.1744   4.652   4.652   0.      0.      0.      0.      0.    ]]; [881.1381]
257; [[ 0.1742 12.72    0.      0.1744  0.      0.      9.36    9.35    0.1744   4.652   4.652   0.      0.      0.      0.      0.    ]]; [0.]
258; [[4.700e-01 1.337e+01 1.431e-04 4.744e-01 1.431e-04 1.431e-04 1.161e+01  1.156e+01 4.731e-01 6.586e+00 6.586e+00 1.431e-04 1.431e-04 1.431e-04  1.431e-04 1.431e-04]]; [1328.6067]
259; [[ 0.2686 10.43    0.      0.2683  0.      0.     11.695  11.68    0.2683   6.152   6.152   0.      0.      0.      0.      0.    ]]; [1233.0878]
260; [[2.0288e-01 1.1672e+01 1.1444e-04 2.0264e-01 1.1444e-04 1.1444e-04  9.3125e+00 9.3047e+00 2.0264e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [699.757]
261; [[ 0.4102 12.805   0.      0.4102  0.      0.     11.62   11.62    0.4102   0.      0.      0.      0.      0.      0.      0.    ]]; [1023.53723]
262; [[ 0.3127 11.2     0.      0.3127  0.      0.      9.21    9.3     0.3127   0.      0.      0.      0.      0.      0.      0.    ]]; [695.8251]
263; [[ 0.3127 11.2     0.      0.3127  0.      0.      9.21    9.3     0.3127   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
264; [[0.409 9.16  0.    0.409 0.    0.    9.875 9.88  0.409 0.    0.    0.  0.    0.    0.    0.   ]]; [728.92365]
265; [[ 0.1693 10.48    0.      0.1694  0.      0.      8.836   8.836   0.1694   0.      0.      0.      0.      0.      0.      0.    ]]; [624.2197]
266; [[ 0.483   9.11    0.      0.4836  0.      0.     11.38   11.39    0.4836   0.      0.      0.      0.      0.      0.      0.    ]]; [911.4341]
267; [[ 0.1383 11.54    0.      0.1387  0.      0.      9.13    9.14    0.1387   0.      0.      0.      0.      0.      0.      0.    ]]; [673.8169]
268; [[0.3203 8.3    0.     0.32   0.     0.     9.32   9.32   0.32   0.  0.     0.     0.     0.     0.     0.    ]]; [644.82355]
269; [[ 0.2803 10.13    0.      0.2805  0.      0.      9.266   9.266   0.2805   0.      0.      0.      0.      0.      0.      0.    ]]; [671.67096]
270; [[1.6284e-01 9.7578e+00 1.1444e-04 1.6248e-01 1.1444e-04 1.1444e-04  9.2422e+00 9.2344e+00 1.6260e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [652.8538]
271; [[ 0.502  9.17   0.     0.502  0.     0.    11.72  11.71   0.502  0.   0.     0.     0.     0.     0.     0.   ]]; [955.1713]
272; [[1.1572e-01 1.0859e+01 1.1444e-04 1.1566e-01 1.1444e-04 1.1444e-04  8.1406e+00 8.1172e+00 1.1542e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [553.1769]
273; [[1.1572e-01 1.0859e+01 1.1444e-04 1.1566e-01 1.1444e-04 1.1444e-04  8.1406e+00 8.1172e+00 1.1542e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
274; [[ 0.332  10.32    0.      0.3318  0.      0.     11.49   11.49    0.3318   0.      0.      0.      0.      0.      0.      0.    ]]; [941.6301]
275; [[3.7671e-01 1.0164e+01 1.1444e-04 3.7671e-01 1.1444e-04 1.1444e-04  9.3516e+00 9.3672e+00 3.7695e-01 2.4033e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [689.74695]
276; [[0.12146 9.77    0.      0.12103 0.      0.      9.22    9.21    0.121  0.      0.      0.      0.      0.      0.      0.     ]]; [647.5711]
277; [[3.8403e-01 7.9297e+00 1.1444e-04 3.8354e-01 1.1444e-04 1.1444e-04  9.3047e+00 9.3047e+00 3.8354e-01 1.1444e-04 1.1444e-04 1.1444e-04  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [639.9617]
278; [[ 0.1609 10.97    0.      0.1611  0.      0.      9.24    9.24    0.1613   0.      0.      0.      0.      0.      0.      0.    ]]; [676.0044]
279; [[ 0.1609 10.97    0.      0.1611  0.      0.      9.24    9.24    0.1613   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
280; [[3.5864e-01 1.0375e+01 2.2316e-04 3.5815e-01 1.4305e-04 1.4305e-04  1.1578e+01 1.1578e+01 3.5840e-01 1.4305e-04 1.4305e-04 1.4305e-04  1.4305e-04 2.2316e-04 1.4305e-04 1.4305e-04]]; [955.8289]
281; [[3.5864e-01 1.0375e+01 2.2316e-04 3.5815e-01 1.4305e-04 1.4305e-04  1.1578e+01 1.1578e+01 3.5840e-01 1.4305e-04 1.4305e-04 1.4305e-04  1.4305e-04 2.2316e-04 1.4305e-04 1.4305e-04]]; [0.]
282; [[ 0.3396 10.15    0.      0.3398  0.      0.      9.375   9.336   0.3398   0.      0.      0.      0.      0.      0.      0.    ]]; [684.1613]
283; [[0.0003014 0.000286  0.000143  0.000143  0.000143  0.000143  0.000143  0.0003014 0.000143  0.000143  0.000143  0.000143  0.000143  0.000143  0.000143  0.000143 ]]; [0.00964355]
284; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
285; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
286; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
287; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
288; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
289; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
290; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
291; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
292; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
293; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
294; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
295; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
296; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
297; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
298; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
299; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
300; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
